,art,bart,mlem,osem,ospml_hybrid,ospml_quad,pml_hybrid,pml_quad,sirt,tv
n_iter,[ 1  2  3  4  5  6  7  8  9 10 11],"[  1  11  21  31  41  51  61  71  81  91 101 111 121 131 141 151 161 171
 181 191 201 211 221 231 241 251]",[ 1  6 11 16 21 26 31 36 41 46 51 56 61],[ 1  6 11 16 21 26 31 36 41 46 51 56 61],"[  1  11  21  31  41  51  61  71  81  91 101 111 121 131 141 151 161 171
 181 191 201]","[  1  11  21  31  41  51  61  71  81  91 101 111 121 131 141 151 161 171
 181 191 201]",[  1  11  21  31  41  51  61  71  81  91 101 111 121 131 141],"[  1  11  21  31  41  51  61  71  81  91 101 111 121 131 141 151 161 171
 181 191 201]",[  1  21  41  61  81 101 121 141 161 181 201 221 241 261 281 301],[  1  31  61  91 121 151 181 211 241 271 301 331 361]
mse,"[7986.23655685 6151.18587942 5724.81949158 5740.85000864 5917.83791881
 6067.86167912 6142.15807016 6174.06564019 6203.40645128 6246.72145534
 6302.60140884]","[125501.8358628   56235.94170534  33369.87842498  22146.64411465
  16067.2459192   12558.75129289  10431.9101156    9090.64378538
   8217.08830629   7632.84787903   7233.39201941   6955.18896209
   6758.4011963    6617.37212493   6515.19308772   6440.4969667
   6385.5074224    6344.82306621   6314.64062072   6292.24960939
   6275.69704311   6263.56166077   6254.7993345    6248.63689499
   6244.49698799   6241.94515768]","[127236.04457988  38821.32115301  20245.35370912  15411.86381213
  13887.35446449  13704.99903428  14124.21498121  14830.96305789
  15680.07258928  16597.41524945  17542.49001192  18492.26378061
  19433.41987797]","[127236.04457988  38821.32115301  20245.35370912  15411.86381213
  13887.35446449  13704.99903428  14124.21498121  14830.96305789
  15680.07258928  16597.41524945  17542.49001192  18492.26378061
  19433.41987797]","[127971.69950258  21305.51751083  11984.03666076   9491.19622995
   8585.41504049   8200.12668863   8017.16277521   7921.80256755
   7867.88587713   7835.21205104   7814.24616796   7800.15658813
   7790.32922061   7783.26438451   7778.05661807   7774.13639692
   7771.13176229   7768.79317628   7766.94752534   7765.47304069
   7764.28288408]","[127971.87001302  21496.17139013  12163.57075827   9707.17866707
   8844.42801516   8488.94244133   8323.01700229   8236.77801975
   8187.68785191   8157.60355954   8138.05715686   8124.76047089
   8115.37670501   8108.55390751   8103.46733631   8099.59365345
   8096.58849766   8094.21890035   8092.3237387    8090.78801994
   8089.52914359]","[127941.7243262   20774.6505901   12188.79017246  10231.21294937
   9583.44462151   9316.54622567   9191.0402466    9125.23635791
   9086.75703331   9061.85084721   9044.36815243   9031.35049672
   9021.23103271   9013.09634431   9006.37789627]","[127941.7243262   20832.64400508  11889.48409853   9593.54250269
   8692.93262598   8249.33892179   8000.31960613   7846.63214552
   7744.34342622   7672.16187287   7618.9441705    7578.38914011
   7546.66968555   7521.32390256   7500.69935943   7483.65074013
   7469.36574062   7457.25257413   7446.87359876   7437.89864322
   7430.07383564]","[125501.8358628   33369.87842498  16067.2459192   10431.9101156
   8217.08830629   7233.39201941   6758.4011963    6515.19308772
   6385.5074224    6314.64062072   6275.69704311   6254.7993345
   6244.49698799   6240.65228271   6240.89708398   6243.83838855]","[147396.26474072  33101.96804359  15197.87028206   9724.89011762
   7616.50041728   6678.96397296   6224.38166101   5993.59527643
   5875.55159211   5817.72073649   5793.07245105   5787.39533712
   5792.98737506]"
var,"[3788.25417652 4204.40625741 4156.39073129 4122.09779136 4134.05168679
 4173.90326838 4220.14445078 4265.16619152 4309.86454043 4356.45623697
 4405.9306035 ]","[8522.9696083  3996.43677947 2881.17363481 2609.77246487 2603.23539011
 2686.56426516 2798.7091611  2916.3198865  3029.85530443 3135.3361985
 3231.25779606 3317.32011135 3393.84225541 3461.462104   3520.96635726
 3573.19111098 3618.96298252 3659.06502277 3694.21907899 3725.07761204
 3752.22258533 3776.1680105  3797.36393877 3816.20273401 3833.02476008
 3848.12407676]","[ 8569.90499062  4248.9075133   6311.38439867  7272.70183708
  8110.15385224  9107.74237203 10191.73488201 11306.29811172
 12422.33048678 13523.49527252 14600.43115026 15647.99250307
 16663.68957078]","[ 8569.90499062  4248.9075133   6311.38439867  7272.70183708
  8110.15385224  9107.74237203 10191.73488201 11306.29811172
 12422.33048678 13523.49527252 14600.43115026 15647.99250307
 16663.68957078]","[8608.89937164 4820.9378453  4466.3614697  3889.47039172 3615.9707145
 3487.56375881 3425.20177084 3393.46709518 3376.4917342  3366.96795447
 3361.39331873 3358.01321262 3355.9078717  3354.57114353 3353.71366929
 3353.163334   3352.8133888  3352.59724987 3352.47044396 3352.40368278
 3352.37813359]","[8608.91160346 4747.29750693 4324.89022596 3737.28155069 3477.45730995
 3363.23688789 3310.24143831 3283.97084934 3270.07907557 3262.30102833
 3257.73311712 3254.94505669 3253.19141435 3252.06448896 3251.3290875
 3250.8447334  3250.52481464 3250.31454518 3250.1780015  3250.09183602
 3250.03974747]","[8607.13228375 5308.40187898 5917.55562549 6020.08472312 6121.08539659
 6202.96950442 6267.84859613 6318.02801817 6356.10651638 6384.91693927
 6406.95326881 6424.10185995 6437.68259366 6448.60163398 6457.4921411 ]","[8607.13228375 5164.06883633 5499.50613294 5288.4211599  5145.65527491
 5054.1230434  4996.31119359 4958.40766423 4932.08768521 4912.90613244
 4898.46631453 4887.3543995  4878.64965252 4871.71724575 4866.1098258
 4861.50917841 4857.68812134 4854.47971483 4851.76117454 4849.43908022
 4847.44124878]","[8522.9696083  2881.17363481 2603.23539011 2798.7091611  3029.85530443
 3231.25779606 3393.84225541 3520.96635726 3618.96298252 3694.21907899
 3752.22258533 3797.36393877 3833.02476008 3861.75438148 3885.45022002
 3905.51456414]","[9157.56400476 2857.61149666 2523.71861378 2649.44518819 2812.61791063
 2966.23888278 3102.73903159 3221.45871634 3324.37173823 3413.76844353
 3491.60618454 3559.53037846 3619.42112964]"
bias,"[64.79183884 44.12232566 39.60339329 40.2337199  42.23489354 43.51963247
 43.84077576 43.69095385 43.51484702 43.47718043 43.55078421]","[342.0217336  228.55963101 174.61015088 139.77435977 116.03452301
  99.35887996  87.36819189  78.57686618  72.0224479   67.06348992
  63.26242347  60.3147482   58.00481826  56.17748678  54.71952787
  53.54723014  52.59795091  51.82429974  51.19005315  50.66726751
  50.2341961   49.87377718  49.57252662  49.31971372  49.1067432
  48.92669088]","[344.47951984 185.936585   118.04223528  90.21730419  76.00789835
  67.80307266  62.70948971  59.36888871  57.07663359  55.44294344
  54.24074909  53.33170987  52.62822729]","[344.47951984 185.936585   118.04223528  90.21730419  76.00789835
  67.80307266  62.70948971  59.36888871  57.07663359  55.44294344
  54.24074909  53.33170987  52.62822729]","[345.48921855 128.39228819  86.70452809  74.84467809  70.49428577
  68.64810944  67.76400965  67.29290804  67.01786436  66.84492574
  66.7296999   66.64940642  66.59145102  66.54842779  66.5157346
  66.49039828  66.47043233  66.45446506  66.4415313   66.43093675
  66.42217062]","[345.48944761 129.41744041  88.53632324  77.26510931  73.25961169
  71.59403295  70.80095737  70.37618326  70.12566418  69.96643861
  69.85931606  69.78406275  69.72937179  69.68851712  69.65729143
  69.63295858  69.61367454  69.59816345  69.58552822  69.57511181
  69.56643872]","[345.44839273 124.36337367  79.19112669  64.89320632  58.84181528
  55.79943298  54.06654835  52.98309485  52.25562665  51.73909458
  51.35576777  51.0612244   50.82861831  50.64084034  50.48649082]","[345.44839273 125.17417932  79.93733774  65.6134235   59.55902409
  56.52624062  54.80883517  53.74220391  53.03070564  52.5286183
  52.15820028  51.87518425  51.6528802   51.47433008  51.32825278
  51.20685073  51.10457533  51.01737801  50.94224597  50.87690599
  50.81960829]","[342.0217336  174.61015088 116.03452301  87.36819189  72.0224479
  63.26242347  58.00481826  54.71952787  52.59795091  51.19005315
  50.2341961   49.57252662  49.1067432   48.77394695  48.53294617
  48.35621805]","[371.804654   173.90904677 112.57953486  84.115664    69.31004622
  60.93213512  55.87166213  52.65108318  50.50920563  49.03011618
  47.97359968  47.20026439  46.62152127]"
im_best,"[[  0.07227439  -6.07615784 -27.64498467 ...   7.25961934  -0.07806005
   -4.58649082]
 [-12.52766412   4.51986932 -11.80339648 ...  -6.31123599   3.08945531
    9.3801515 ]
 [-16.76614899  -5.39237984  -4.18906852 ...   8.88488538   9.68847989
    7.84932549]
 ...
 [  9.38613081  -6.72107224  -5.37023608 ...  -1.20186711 -19.51162224
  -17.10837406]
 [  7.01972256  -6.45555713 -12.13165018 ... -20.78880145  -7.06437308
   -7.30537814]
 [-23.50951924  -6.81313968 -17.43805352 ...  -8.43282447 -12.72173791
  -11.00217964]]","[[  9.98131461   7.9091059  -23.55576282 ...   2.02389447  -7.46077211
   -5.59260872]
 [  0.42829653  12.17629109  -9.36965318 ... -19.84228013  13.2719956
   22.14703251]
 [-11.54690773   1.23620414   4.20322017 ...  14.46014053  20.92489582
   11.98993177]
 ...
 [ 20.29453365  -3.13375427  -4.70646251 ... -21.4361541  -38.50688866
  -43.72965619]
 [ 14.02046069  -4.23599379 -25.9083964  ... -32.45962944 -28.48278362
  -24.77411573]
 [-28.9049251   -8.0470392  -30.12336851 ... -15.40661998 -30.38611336
  -15.29854005]]","[[4.60877902e-09 1.71615735e-08 1.93884163e-09 ... 6.52847365e-07
  5.37616991e-06 9.67038562e-07]
 [4.85892413e-09 3.23644701e-08 9.09920836e-09 ... 1.47960829e-06
  1.22896601e-05 9.69432542e-06]
 [2.22609793e-09 3.83839389e-09 1.36095866e-08 ... 5.36100093e-06
  1.81659514e-06 2.93088389e-06]
 ...
 [3.05371983e-06 6.53997408e-07 1.10694341e-06 ... 1.91578420e-08
  7.96009173e-09 1.15583795e-08]
 [6.16459333e-07 7.66872723e-07 3.34716627e-07 ... 9.70303879e-09
  1.26495744e-08 8.29952341e-09]
 [3.39589555e-08 4.80453498e-07 6.15031444e-08 ... 5.11822313e-09
  1.37413069e-08 1.57324840e-09]]","[[4.60877902e-09 1.71615735e-08 1.93884163e-09 ... 6.52847365e-07
  5.37616991e-06 9.67038562e-07]
 [4.85892413e-09 3.23644701e-08 9.09920836e-09 ... 1.47960829e-06
  1.22896601e-05 9.69432542e-06]
 [2.22609793e-09 3.83839389e-09 1.36095866e-08 ... 5.36100093e-06
  1.81659514e-06 2.93088389e-06]
 ...
 [3.05371983e-06 6.53997408e-07 1.10694341e-06 ... 1.91578420e-08
  7.96009173e-09 1.15583795e-08]
 [6.16459333e-07 7.66872723e-07 3.34716627e-07 ... 9.70303879e-09
  1.26495744e-08 8.29952341e-09]
 [3.39589555e-08 4.80453498e-07 6.15031444e-08 ... 5.11822313e-09
  1.37413069e-08 1.57324840e-09]]","[[-3.17315862e-14  2.46962606e-14  7.75211670e-07 ...  2.41162691e-06
  -5.59465364e-15  1.35206211e-06]
 [ 6.25879291e-15 -3.04018848e-15  1.87404240e-14 ...  1.43628853e-16
   1.72931388e-06  1.04185289e-15]
 [ 1.18124151e-06  1.71388530e-06  3.53507523e-08 ...  2.32395818e-06
   2.19274690e-06  1.11216709e-07]
 ...
 [ 1.24461943e-14  1.23800516e-06  2.98724192e-06 ...  1.58861184e-14
  -4.91282052e-14  8.52837793e-08]
 [ 9.87239580e-07 -2.91231592e-15  1.75323019e-06 ...  1.00187583e-14
  -1.13927511e-14 -6.08933332e-15]
 [ 1.29986032e-15  2.24389792e-06  2.55545598e-06 ...  1.61197836e-14
   2.23126415e-14  1.82151358e-14]]","[[ 2.33201342e-14  2.46962606e-14  7.75211670e-07 ...  2.41162660e-06
  -5.59465364e-15  1.35206211e-06]
 [ 6.25879291e-15 -1.57747260e-16  1.87404194e-14 ...  4.55446642e-17
   1.72931388e-06 -1.06372308e-15]
 [ 1.18124151e-06  1.71388530e-06  3.53508639e-08 ...  2.32395787e-06
   2.19274659e-06  1.11216797e-07]
 ...
 [ 2.03506045e-15  1.23800500e-06  2.98724161e-06 ...  1.58861160e-14
  -4.91281958e-14  8.52837891e-08]
 [ 9.87239580e-07 -2.10714052e-15  1.75322972e-06 ... -4.61069245e-15
  -1.13927487e-14  1.92179706e-15]
 [ 1.40539924e-16  2.24389776e-06  2.55545598e-06 ...  1.81790888e-14
  -9.90922534e-15  1.82151358e-14]]","[[-1.97698353e-06 -4.71691382e-06  3.61367212e-06 ...  1.54098973e-05
  -3.12070811e-06  3.81645793e-06]
 [-3.20961714e-06 -4.84069103e-07 -4.68640066e-06 ... -2.88032570e-06
   1.30155335e-05 -1.95118513e-06]
 [ 1.33563737e-05  1.43449015e-05 -1.15430684e-06 ...  1.36825560e-05
   1.43939674e-05 -1.04877257e-06]
 ...
 [-3.23903649e-06  9.35012681e-07  1.52493952e-05 ... -4.18402056e-06
  -5.18405920e-06  1.40252773e-05]
 [ 1.33477314e-05 -2.33289335e-06  1.27595895e-05 ...  7.05499223e-07
  -2.99048143e-06 -1.24360663e-07]
 [-2.02088274e-06  1.33162487e-05  1.51510430e-05 ... -2.37281349e-06
  -4.67390981e-06 -2.00840970e-06]]","[[-1.97698353e-06 -4.71691382e-06  3.61367181e-06 ...  1.54098948e-05
  -3.12070780e-06  3.81645731e-06]
 [-3.20961684e-06 -4.84069026e-07 -4.68639942e-06 ... -2.88032477e-06
   1.30155310e-05 -1.95118498e-06]
 [ 1.33563713e-05  1.43448990e-05 -1.15430653e-06 ...  1.36825547e-05
   1.43939636e-05 -1.04877250e-06]
 ...
 [-3.23903618e-06  9.35012370e-07  1.52493940e-05 ... -4.18401993e-06
  -5.18405794e-06  1.40252735e-05]
 [ 1.33477289e-05 -2.33289273e-06  1.27595870e-05 ...  7.05499145e-07
  -2.99048111e-06 -1.24360653e-07]
 [-2.02088258e-06  1.33162474e-05  1.51510405e-05 ... -2.37281349e-06
  -4.67390981e-06 -2.00840970e-06]]","[[ 10.07199172   7.65625564 -23.90871469 ...   1.77648367  -8.16903264
   -6.03332438]
 [  0.26961132  11.81812576  -9.31663995 ... -20.4686109   13.02749169
   22.00731972]
 [-11.60593841   0.92980219   3.70396349 ...  14.04161972  20.96260691
   11.52829311]
 ...
 [ 20.28931277  -2.98829828  -4.81493359 ... -21.6606203  -38.24912858
  -43.90471404]
 [ 14.3976898   -4.17604756 -25.92904202 ... -32.59006083 -28.58310024
  -24.62365002]
 [-28.76790932  -8.04226097 -29.9478493  ... -15.14492684 -30.73177406
  -15.06204403]]","[[ -7.24421833  -7.33708275  -7.40618638 ...  -4.35626984  -4.3610776
   -4.36557542]
 [ -7.27748358  -7.37154271  -7.44146932 ...  -4.3743969   -4.37853611
   -4.38234495]
 [ -7.3043359   -7.40040025  -7.47185308 ...  -4.38619466  -4.38918128
   -4.3915857 ]
 ...
 [ -4.92749949  -4.9692465   -5.00195258 ... -10.94564989 -10.94660349
  -10.94723879]
 [ -4.92733005  -4.96942324  -5.00399001 ... -10.94719068 -10.94780885
  -10.94816867]
 [ -4.92722903  -4.96897438  -5.13138219 ... -10.94932658 -10.94845667
  -19.62712673]]"
iter_best,3,251,26,26,201,201,141,201,261,331
