Time,Integral 1200,Integral 7400
1528147527.360230,67986.000000,111746.000000
1528147524.726306,37655.000000,53317.000000
1528147525.112669,70037.000000,117233.000000
1528147525.905151,53668.000000,88457.000000
1528147526.029616,267520.000000,448843.000000
1528147527.131699,41360.000000,68061.000000
1528147527.360230,40625.000000,66594.000000
1528147529.228334,36690.000000,58739.000000
1528147530.667500,72417.000000,122073.000000
1528147530.722222,52161.000000,86373.000000
1528147531.051465,40968.000000,67854.000000
1528147531.313453,46725.000000,76921.000000
1528147533.310964,41788.000000,70463.000000
1528147533.356901,88031.000000,146728.000000
1528147533.393229,70838.000000,115603.000000
1528147534.288076,77783.000000,128313.000000
1528147537.294564,71846.000000,118394.000000
1528147538.566572,46214.000000,65544.000000
1528147540.019249,72543.000000,121451.000000
1528147541.722299,76483.000000,118538.000000
1528147543.376606,76039.000000,125012.000000
1528147544.268215,42046.000000,70116.000000
1528147544.712561,45478.000000,74525.000000
1528147546.253633,38065.000000,61843.000000
1528147546.360882,56295.000000,93547.000000
1528147547.639482,51655.000000,84747.000000
1528147548.433923,42849.000000,70438.000000
1528147550.188296,356346.000000,592617.000000
1528147550.824569,36460.000000,58772.000000
1528147551.022096,59865.000000,100597.000000
1528147556.191762,51671.000000,84934.000000
1528147556.752386,70634.000000,118409.000000
1528147558.141390,36475.000000,60952.000000
1528147559.591951,143901.000000,238688.000000
1528147560.516438,47632.000000,78932.000000
1528147562.432038,77056.000000,128317.000000
1528147566.359389,84494.000000,137905.000000
1528147567.906656,45897.000000,75720.000000
1528147567.909423,103195.000000,172002.000000
1528147567.948711,42049.000000,70553.000000
1528147568.660547,258467.000000,433718.000000
1528147571.673076,54876.000000,91698.000000
1528147573.534214,70217.000000,117761.000000
1528147575.389306,164867.000000,275274.000000
1528147577.360383,65606.000000,108084.000000
1528147577.391072,62823.000000,104999.000000
1528147579.068579,43624.000000,72025.000000
1528147579.115784,49437.000000,82533.000000
1528147579.910178,33906.000000,56055.000000
1528147580.488389,54477.000000,91286.000000
1528147582.052260,65680.000000,109310.000000
1528147582.190290,37048.000000,59940.000000
1528147583.931716,34956.000000,55974.000000
1528147584.768170,38879.000000,64488.000000
1528147585.148590,50299.000000,83080.000000
1528147585.551978,38664.000000,63150.000000
1528147585.656296,57610.000000,95208.000000
1528147586.471792,69176.000000,114792.000000
1528147586.788026,143772.000000,240824.000000
1528147586.847208,137149.000000,229235.000000
1528147589.928699,271861.000000,454368.000000
1528147590.122198,78798.000000,130553.000000
1528147590.879564,51235.000000,85099.000000
1528147595.494123,39893.000000,65771.000000
1528147595.882720,42558.000000,71255.000000
1528147597.525589,427498.000000,712250.000000
1528147599.553194,33978.000000,55660.000000
1528147600.787670,75330.000000,125375.000000
1528147600.871433,83454.000000,140600.000000
1528147605.981490,37711.000000,61076.000000
1528147606.901908,42139.000000,69739.000000
1528147607.095655,66622.000000,107670.000000
1528147608.541667,60513.000000,99917.000000
1528147608.873824,37747.000000,60173.000000
1528147609.998723,73218.000000,123224.000000
1528147610.193327,82763.000000,134524.000000
1528147611.674896,52783.000000,89091.000000
1528147611.882484,56971.000000,94396.000000
1528147613.343255,48796.000000,81046.000000
1528147614.800753,49735.000000,81646.000000
1528147614.976731,258465.000000,433922.000000
1528147615.895004,65460.000000,105446.000000
1528147617.592645,58993.000000,99094.000000
1528147618.062358,55596.000000,94392.000000
1528147618.066336,71606.000000,119127.000000
1528147619.476474,48387.000000,80822.000000
1528147619.694267,41700.000000,69741.000000
1528147620.559654,265457.000000,445808.000000
1528147620.742453,93574.000000,155409.000000
1528147621.925110,38519.000000,62743.000000
1528147623.305020,48968.000000,81246.000000
1528147623.482224,50769.000000,85027.000000
1528147625.959558,42803.000000,70764.000000
1528147627.108043,38822.000000,64396.000000
1528147628.336263,51001.000000,85970.000000
1528147629.176381,37365.000000,60066.000000
1528147630.473480,61329.000000,101740.000000
1528147631.500149,50723.000000,83259.000000
1528147631.695849,572186.000000,953447.000000
1528147633.855461,74183.000000,123021.000000
1528147636.837870,57542.000000,93917.000000
1528147638.781133,47608.000000,78653.000000
1528147639.724469,92224.000000,153821.000000
1528147639.977834,45141.000000,73788.000000
1528147640.093191,38501.000000,63568.000000
1528147643.183867,50431.000000,83342.000000
1528147644.337439,39143.000000,64178.000000
1528147645.069233,45436.000000,76732.000000
1528147646.243620,75935.000000,126771.000000
1528147647.479493,150758.000000,251857.000000
1528147647.510388,34525.000000,55944.000000
1528147647.862768,35059.000000,56291.000000
1528147648.096046,36796.000000,61179.000000
1528147648.977051,36417.000000,59124.000000
1528147650.512186,113632.000000,189200.000000
1528147650.746870,51454.000000,86376.000000
1528147652.468213,37417.000000,61475.000000
1528147652.918920,46793.000000,76261.000000
1528147654.243130,43534.000000,72958.000000
1528147654.448499,55862.000000,93731.000000
1528147654.738930,62383.000000,106026.000000
1528147656.201484,87024.000000,143799.000000
1528147657.083092,59961.000000,100912.000000
1528147657.470558,44536.000000,74013.000000
1528147657.692997,47247.000000,77698.000000
1528147660.848530,45109.000000,73639.000000
1528147661.232024,42209.000000,61671.000000
1528147662.984687,154400.000000,257737.000000
1528147664.172755,39142.000000,65105.000000
1528147664.318334,40507.000000,67416.000000
1528147665.154368,61840.000000,104404.000000
1528147665.654874,39207.000000,66353.000000
1528147666.094070,43160.000000,71228.000000
1528147666.788188,100616.000000,168484.000000
1528147667.320628,57454.000000,96281.000000
1528147667.734535,53124.000000,88237.000000
1528147667.785731,39465.000000,64855.000000
1528147668.644274,116705.000000,195184.000000
1528147671.373070,104588.000000,175603.000000
1528147671.638027,104100.000000,175139.000000
1528147671.675288,33387.000000,54141.000000
1528147672.654448,149211.000000,248780.000000
1528147676.062698,38321.000000,62946.000000
1528147676.099287,102337.000000,171952.000000
1528147676.508109,81724.000000,134868.000000
1528147678.419443,37660.000000,62876.000000
1528147679.268785,38934.000000,64059.000000
1528147681.528385,43877.000000,70505.000000
1528147682.658025,44207.000000,74435.000000
1528147683.764132,41167.000000,66500.000000
1528147685.481075,39501.000000,65331.000000
1528147688.024392,44078.000000,73905.000000
1528147691.819101,58800.000000,97347.000000
1528147692.123659,42356.000000,69233.000000
1528147692.143866,35293.000000,56977.000000
1528147692.550268,44802.000000,76266.000000
1528147695.332316,55914.000000,92106.000000
1528147696.817146,37912.000000,63411.000000
1528147698.407107,131536.000000,219002.000000
1528147700.758483,37203.000000,61376.000000
1528147705.577948,78365.000000,130820.000000
1528147705.805780,46157.000000,77484.000000
1528147710.161337,336775.000000,561463.000000
1528147712.166323,38568.000000,64599.000000
1528147712.346166,66739.000000,112942.000000
1528147714.699041,38467.000000,62095.000000
1528147715.706945,122232.000000,202959.000000
1528147721.375858,51239.000000,86482.000000
1528147722.331386,38291.000000,63003.000000
1528147724.391014,46274.000000,77228.000000
1528147726.282319,115968.000000,193732.000000
1528147726.990755,37669.000000,63306.000000
1528147727.375285,91438.000000,151873.000000
1528147727.409832,50404.000000,83383.000000
1528147728.242158,37899.000000,62855.000000
1528147728.702012,105074.000000,175047.000000
1528147730.502268,34899.000000,57389.000000
1528147730.573760,42432.000000,70254.000000
1528147730.617577,39069.000000,66169.000000
1528147730.733479,49113.000000,80514.000000
1528147731.869341,137620.000000,229726.000000
1528147733.186398,44001.000000,73003.000000
1528147734.164088,39972.000000,65777.000000
1528147734.618944,90041.000000,146968.000000
1528147734.656478,36727.000000,59874.000000
1528147736.459367,37413.000000,61694.000000
1528147737.355916,44753.000000,74583.000000
1528147738.083941,64368.000000,105858.000000
1528147738.182397,47716.000000,81281.000000
1528147741.404726,33775.000000,54719.000000
1528147741.716432,49807.000000,81936.000000
1528147741.866933,60541.000000,101260.000000
1528147742.462605,42696.000000,70211.000000
1528147743.106635,53004.000000,87671.000000
1528147752.248847,47982.000000,80899.000000
1528147752.316293,80830.000000,134547.000000
1528147753.713917,50206.000000,82525.000000
1528147754.030721,48267.000000,80453.000000
1528147755.122272,46795.000000,77625.000000
1528147755.783201,41600.000000,69612.000000
1528147756.685755,122819.000000,204314.000000
1528147758.259528,69520.000000,114860.000000
1528147765.092991,49225.000000,80898.000000
1528147765.096721,46329.000000,76154.000000
1528147765.700596,42093.000000,68202.000000
1528147765.735240,32922.000000,52571.000000
1528147766.068755,98827.000000,164322.000000
1528147766.741027,87233.000000,142515.000000
1528147768.213562,49876.000000,82744.000000
1528147771.398462,42249.000000,69651.000000
1528147771.636247,54789.000000,91402.000000
1528147771.982068,40790.000000,66979.000000
1528147772.129071,34942.000000,57486.000000
1528147773.546777,111233.000000,186572.000000
1528147777.858418,135950.000000,228969.000000
1528147778.012436,52647.000000,86908.000000
1528147778.751339,95189.000000,159469.000000
1528147782.376310,69953.000000,116109.000000
1528147783.417857,43353.000000,71539.000000
1528147784.523520,45373.000000,76083.000000
1528147790.947226,43466.000000,72821.000000
1528147791.058962,85999.000000,143829.000000
1528147791.088259,120338.000000,199080.000000
1528147791.122545,38905.000000,63180.000000
1528147791.283225,77500.000000,129436.000000
1528147791.981766,45576.000000,75342.000000
1528147792.634093,159987.000000,268333.000000
1528147793.827592,57223.000000,95193.000000
1528147796.309524,48382.000000,80566.000000
1528147798.790820,37300.000000,59808.000000
1528147800.833136,44798.000000,74945.000000
1528147802.115083,62962.000000,102357.000000
1528147803.342169,41459.000000,69180.000000
1528147804.235444,36816.000000,60206.000000
1528147804.380663,82119.000000,137644.000000
1528147805.564003,41041.000000,66037.000000
1528147805.950547,43608.000000,71568.000000
1528147806.948450,66431.000000,109789.000000
1528147808.531559,39396.000000,65622.000000
1528147810.418375,68179.000000,116106.000000
1528147810.471290,58782.000000,97742.000000
1528147811.348178,36572.000000,60166.000000
1528147813.607784,42367.000000,70802.000000
1528147814.279536,105824.000000,176295.000000
1528147814.521861,40455.000000,66759.000000
1528147818.767104,36698.000000,60541.000000
1528147821.258586,48166.000000,80019.000000
1528147823.490629,162568.000000,271509.000000
1528147824.069443,37590.000000,61182.000000
1528147824.404621,37063.000000,60908.000000
1528147826.177161,131839.000000,217640.000000
1528147827.169017,113492.000000,190223.000000
1528147827.570768,55607.000000,90847.000000
1528147828.240935,57295.000000,95565.000000
1528147828.998603,70474.000000,116598.000000
1528147832.595428,37830.000000,62604.000000
1528147833.104380,39792.000000,64314.000000
1528147835.981364,47152.000000,78674.000000
1528147836.082193,45005.000000,74379.000000
1528147839.158072,37309.000000,60819.000000
1528147839.172962,173183.000000,289229.000000
