
Automatic Data Collection:
Tue Feb 26 11:38:45 2019
Data points are recorded 50.000000 ms apart

time (s)	Lift (N)	Drag (N)
0.00000	 -0.00190	 0.11942
0.05000	 -0.00213	 0.12750
0.10000	 0.00088	 0.11630
0.15000	 0.00361	 0.12366
0.20000	 0.00286	 0.12660
0.25000	 0.00027	 0.13307
0.30000	 0.00671	 0.12842
0.35000	 0.01010	 0.11532
0.40000	 0.01244	 0.12810
0.45000	 0.00336	 0.12851
0.50000	 0.00075	 0.13125
0.55000	 -0.00975	 0.12386
0.60000	 -0.00322	 0.12418
0.65000	 -0.00402	 0.12701
0.70000	 0.00334	 0.12380
0.75000	 0.00174	 0.12553
0.80000	 0.00475	 0.12715
0.85000	 -0.00568	 0.13771
0.90000	 -0.00365	 0.12230
0.95000	 0.00184	 0.12507
1.00000	 -0.00987	 0.12911
1.05000	 -0.00849	 0.13145
1.10000	 0.00258	 0.12802
1.15000	 -0.00114	 0.12245
1.20000	 -0.00297	 0.12649
1.25000	 -0.00221	 0.13367
1.30000	 -0.00086	 0.12496
1.35000	 0.00238	 0.12562
1.40000	 0.00298	 0.12741
1.45000	 0.00154	 0.13067
1.50000	 -0.00495	 0.12441
1.55000	 -0.00471	 0.11708
1.60000	 0.00055	 0.12363
1.65000	 0.00646	 0.12825
1.70000	 0.00655	 0.12297
1.75000	 -0.00257	 0.13569
1.80000	 -0.00647	 0.13162
1.85000	 0.00317	 0.12753
1.90000	 -0.00492	 0.13416
1.95000	 -0.00418	 0.11488
2.00000	 -0.00598	 0.12629
2.05000	 0.00770	 0.12854
2.10000	 0.00494	 0.12747
2.15000	 0.00793	 0.13197
2.20000	 -0.00085	 0.12738
2.25000	 -0.00666	 0.13261
2.30000	 0.00998	 0.12975
2.35000	 0.00537	 0.12484
2.40000	 -0.00306	 0.12724
2.45000	 -0.00247	 0.13261
2.50000	 -0.00461	 0.11457
2.55000	 -0.00796	 0.12507
2.60000	 -0.00723	 0.12069
2.65000	 -0.00962	 0.13151
2.70000	 0.00089	 0.12949
2.75000	 -0.00407	 0.13442
2.80000	 -0.00395	 0.13183
2.85000	 -0.00972	 0.12732
2.90000	 -0.00750	 0.13148
2.95000	 0.00388	 0.12923
3.00000	 0.00061	 0.13818
3.05000	 -0.01018	 0.12400
3.10000	 0.00236	 0.13728
3.15000	 0.00433	 0.12903
3.20000	 0.00244	 0.12516
3.25000	 -0.00114	 0.14031
3.30000	 0.00238	 0.12952
3.35000	 0.00641	 0.13061
3.40000	 -0.00328	 0.13122
3.45000	 0.00171	 0.13137
3.50000	 -0.00029	 0.13111
3.55000	 0.00123	 0.11387
3.60000	 -0.01235	 0.12464
3.65000	 -0.01601	 0.13336
3.70000	 -0.01441	 0.13517
3.75000	 -0.00440	 0.12354
3.80000	 -0.00122	 0.12862
3.85000	 -0.00278	 0.12955
3.90000	 0.00475	 0.13024
3.95000	 -0.00534	 0.13096
4.00000	 0.00267	 0.13180
4.05000	 -0.00739	 0.13393
4.10000	 -0.00741	 0.13298
4.15000	 -0.00523	 0.13157
