
Automatic Data Collection:
Tue Feb 26 11:38:26 2019
Data points are recorded 50.000000 ms apart

time (s)	Lift (N)	Drag (N)
0.00000	 -0.00130	 0.07742
0.05000	 0.00309	 0.07015
0.10000	 0.00362	 0.07026
0.15000	 -0.00108	 0.06830
0.20000	 -0.00449	 0.07387
0.25000	 0.00012	 0.06763
0.30000	 0.00254	 0.06922
0.35000	 0.00095	 0.06752
0.40000	 0.00170	 0.07967
0.45000	 -0.00103	 0.07095
0.50000	 0.00438	 0.07254
0.55000	 0.00160	 0.06622
0.60000	 -0.00192	 0.07560
0.65000	 -0.00319	 0.07260
0.70000	 -0.00232	 0.06619
0.75000	 0.00061	 0.06602
0.80000	 0.00004	 0.07271
0.85000	 -0.00134	 0.07257
0.90000	 0.00010	 0.06634
0.95000	 -0.00179	 0.06867
1.00000	 -0.00064	 0.06648
1.05000	 -0.00015	 0.07713
1.10000	 0.00154	 0.06798
1.15000	 -0.00303	 0.06484
1.20000	 -0.00373	 0.07629
1.25000	 -0.00198	 0.07133
1.30000	 0.00195	 0.07127
1.35000	 -0.00030	 0.06287
1.40000	 -0.00395	 0.07410
1.45000	 0.00044	 0.06781
1.50000	 0.00230	 0.06821
1.55000	 -0.00072	 0.06882
1.60000	 -0.00525	 0.07214
1.65000	 -0.00340	 0.06893
1.70000	 0.00353	 0.06989
1.75000	 0.00114	 0.06452
1.80000	 0.00043	 0.07370
1.85000	 -0.00185	 0.07118
1.90000	 0.00309	 0.06957
1.95000	 0.00052	 0.06631
2.00000	 -0.00271	 0.07321
2.05000	 -0.00302	 0.07378
2.10000	 -0.00193	 0.06873
2.15000	 -0.00018	 0.07101
2.20000	 0.00010	 0.06665
2.25000	 0.00514	 0.07422
2.30000	 0.00523	 0.06867
2.35000	 0.00147	 0.06677
2.40000	 -0.00237	 0.07950
2.45000	 -0.00100	 0.06937
2.50000	 0.00207	 0.07156
2.55000	 0.00193	 0.06212
2.60000	 -0.00187	 0.07693
2.65000	 -0.00475	 0.06691
2.70000	 0.00160	 0.07127
2.75000	 0.00103	 0.06310
2.80000	 -0.00263	 0.06807
2.85000	 0.00036	 0.06677
2.90000	 0.00233	 0.06738
2.95000	 -0.00089	 0.06325
3.00000	 -0.00216	 0.07300
3.05000	 -0.00057	 0.07246
3.10000	 0.00061	 0.06968
3.15000	 0.00367	 0.06561
3.20000	 -0.00264	 0.06882
3.25000	 -0.00291	 0.07390
3.30000	 -0.00120	 0.06691
3.35000	 -0.00371	 0.07049
3.40000	 -0.00049	 0.06443
3.45000	 -0.00018	 0.07266
3.50000	 0.00213	 0.06616
3.55000	 -0.00340	 0.06322
3.60000	 -0.00221	 0.07260
3.65000	 -0.00061	 0.06331
3.70000	 0.00095	 0.06414
3.75000	 -0.00202	 0.06533
3.80000	 -0.00148	 0.07730
3.85000	 -0.00216	 0.07035
3.90000	 -0.00044	 0.06789
3.95000	 -0.00072	 0.06287
4.00000	 -0.00206	 0.07300
4.05000	 0.00075	 0.07110
4.10000	 0.00275	 0.06313
4.15000	 0.00125	 0.06518
4.20000	 -0.00485	 0.06674
4.25000	 -0.00438	 0.07147
4.30000	 0.00015	 0.06810
4.35000	 -0.00026	 0.06573
4.40000	 -0.00316	 0.06394
4.45000	 -0.00295	 0.07621
4.50000	 -0.00102	 0.07046
4.55000	 -0.00292	 0.06714
4.60000	 -0.00688	 0.06206
4.65000	 -0.00092	 0.07514
4.70000	 0.00136	 0.06934
4.75000	 -0.00297	 0.06781
4.80000	 -0.00278	 0.06443
4.85000	 -0.00506	 0.07049
4.90000	 0.00021	 0.06818
4.95000	 0.00178	 0.06224
5.00000	 0.00193	 0.07462
5.05000	 0.00164	 0.07196
5.10000	 -0.00030	 0.06631
5.15000	 0.00281	 0.06371
5.20000	 0.00129	 0.07240
5.25000	 -0.00286	 0.07090
5.30000	 -0.00136	 0.06587
5.35000	 0.00033	 0.06717
5.40000	 0.00005	 0.07130
5.45000	 -0.00269	 0.07266
5.50000	 -0.00075	 0.06587
5.55000	 0.00083	 0.06472
5.60000	 -0.00508	 0.06100
5.65000	 -0.00427	 0.07664
5.70000	 -0.00117	 0.06755
5.75000	 -0.00083	 0.06815
5.80000	 -0.00190	 0.06284
5.85000	 -0.00195	 0.07655
5.90000	 0.00302	 0.07026
5.95000	 -0.00063	 0.06691
6.00000	 -0.00337	 0.06224
6.05000	 -0.00150	 0.07372
6.10000	 0.00103	 0.06691
6.15000	 0.00143	 0.06247
6.20000	 -0.00212	 0.07338
6.25000	 -0.00109	 0.07003
6.30000	 0.00046	 0.06914
6.35000	 -0.00179	 0.06273
6.40000	 -0.00477	 0.06893
6.45000	 -0.00486	 0.07352
6.50000	 -0.00013	 0.07087
6.55000	 0.00230	 0.06714
6.60000	 0.00027	 0.06420
6.65000	 -0.00249	 0.07462
6.70000	 0.00027	 0.06795
6.75000	 0.00415	 0.06922
6.80000	 0.00102	 0.06911
6.85000	 0.00001	 0.07759
6.90000	 -0.00154	 0.06691
6.95000	 -0.00140	 0.07107
7.00000	 -0.00286	 0.06440
7.05000	 -0.00368	 0.07817
7.10000	 -0.00097	 0.06732
7.15000	 -0.00243	 0.06720
7.20000	 -0.00209	 0.06302
7.25000	 -0.00095	 0.07814
7.30000	 0.00188	 0.06989
7.35000	 0.00261	 0.06645
7.40000	 -0.00204	 0.07540
7.45000	 -0.00072	 0.07052
7.50000	 0.00419	 0.07202
7.55000	 0.00160	 0.06680
7.60000	 -0.00269	 0.06893
7.65000	 -0.00198	 0.07445
7.70000	 0.00060	 0.07448
7.75000	 0.00210	 0.06902
7.80000	 -0.00173	 0.07067
7.85000	 -0.00196	 0.07886
7.90000	 -0.00083	 0.07081
7.95000	 0.00317	 0.06971
8.00000	 -0.00247	 0.06980
8.05000	 -0.00421	 0.07774
8.10000	 0.00044	 0.06899
8.15000	 0.00050	 0.07269
8.20000	 -0.00342	 0.06671
8.25000	 -0.00210	 0.07852
8.30000	 0.00432	 0.07347
