
Automatic Data Collection:
Tue Feb 26 11:47:28 2019
Data points are recorded 50.000000 ms apart

time (s)	Lift (N)	Drag (N)
0.00000	 -0.01307	 0.43607
0.05000	 -0.05000	 0.47230
0.10000	 -0.02094	 0.50168
0.15000	 -0.01874	 0.48084
0.20000	 0.00607	 0.53519
0.25000	 -0.01921	 0.48566
0.30000	 0.01018	 0.49530
0.35000	 0.01333	 0.48130
0.40000	 0.05757	 0.48214
0.45000	 0.00674	 0.50032
0.50000	 0.03753	 0.54604
0.55000	 0.05484	 0.50950
0.60000	 0.04560	 0.50849
0.65000	 0.00551	 0.50298
0.70000	 0.05115	 0.48898
0.75000	 0.08154	 0.51784
0.80000	 0.00494	 0.50933
0.85000	 0.00084	 0.53360
0.90000	 0.00584	 0.53949
0.95000	 0.01838	 0.48532
1.00000	 0.05391	 0.53430
1.05000	 0.01431	 0.43714
1.10000	 0.00336	 0.43328
1.15000	 -0.01356	 0.43356
1.20000	 0.00126	 0.40271
1.25000	 0.03876	 0.41896
1.30000	 0.01610	 0.44170
1.35000	 0.02505	 0.41688
1.40000	 0.07222	 0.49519
1.45000	 0.04485	 0.42410
1.50000	 0.01248	 0.46990
1.55000	 -0.00607	 0.48451
1.60000	 0.00675	 0.45137
1.65000	 0.01258	 0.45743
1.70000	 -0.01455	 0.48884
1.75000	 0.00075	 0.47230
1.80000	 0.02240	 0.48067
1.85000	 -0.03597	 0.47019
1.90000	 0.03453	 0.46780
1.95000	 0.01533	 0.49663
2.00000	 -0.01012	 0.49406
2.05000	 -0.00753	 0.50168
2.10000	 0.02175	 0.51969
2.15000	 0.02324	 0.46000
2.20000	 0.01040	 0.48526
2.25000	 0.02148	 0.47423
2.30000	 0.01719	 0.48719
2.35000	 0.02865	 0.50641
2.40000	 -0.00958	 0.45108
2.45000	 0.01790	 0.45276
2.50000	 0.00821	 0.48892
2.55000	 0.04256	 0.45157
2.60000	 0.07092	 0.51141
2.65000	 0.03774	 0.50575
2.70000	 0.01406	 0.42049
2.75000	 0.02868	 0.44208
2.80000	 0.02989	 0.42124
2.85000	 0.00655	 0.43414
2.90000	 0.01089	 0.48223
2.95000	 -0.00004	 0.49195
3.00000	 0.02397	 0.49337
3.05000	 0.00699	 0.50924
3.10000	 0.02851	 0.46260
3.15000	 0.02668	 0.47778
3.20000	 0.04126	 0.46263
3.25000	 0.04837	 0.44935
3.30000	 0.01572	 0.48794
3.35000	 0.02435	 0.46000
3.40000	 0.02228	 0.51438
3.45000	 -0.00582	 0.52044
3.50000	 -0.02761	 0.47951
3.55000	 0.04462	 0.52760
3.60000	 0.05760	 0.51764
3.65000	 0.02150	 0.47163
3.70000	 0.00599	 0.50209
3.75000	 0.07281	 0.44828
3.80000	 0.06998	 0.46347
3.85000	 -0.00216	 0.46355
3.90000	 -0.00396	 0.47383
