
Automatic Data Collection:
Tue Feb 26 11:45:22 2019
Data points are recorded 50.000000 ms apart

time (s)	Lift (N)	Drag (N)
0.00000	 0.01150	 0.13365
0.05000	 0.00682	 0.12594
0.10000	 0.00266	 0.12767
0.15000	 0.00030	 0.13027
0.20000	 0.00512	 0.12354
0.25000	 0.00044	 0.12406
0.30000	 0.00621	 0.11558
0.35000	 0.01220	 0.11927
0.40000	 0.00454	 0.12865
0.45000	 0.00426	 0.12678
0.50000	 0.01235	 0.11347
0.55000	 0.00387	 0.11904
0.60000	 -0.00240	 0.12008
0.65000	 0.00111	 0.12262
0.70000	 0.01128	 0.12398
0.75000	 0.00418	 0.11511
0.80000	 0.00204	 0.13437
0.85000	 -0.00046	 0.11471
0.90000	 0.00782	 0.11275
0.95000	 0.00916	 0.11416
1.00000	 0.00326	 0.12773
1.05000	 0.00543	 0.12582
1.10000	 0.00897	 0.12175
1.15000	 0.00323	 0.11930
1.20000	 0.00440	 0.12493
1.25000	 0.00466	 0.13119
1.30000	 -0.00261	 0.12605
1.35000	 0.00198	 0.12695
1.40000	 -0.00463	 0.12530
1.45000	 -0.00692	 0.12014
1.50000	 0.01116	 0.11283
1.55000	 0.01368	 0.11641
1.60000	 -0.00399	 0.12640
1.65000	 0.00550	 0.12305
1.70000	 -0.00001	 0.11624
1.75000	 0.01235	 0.12320
1.80000	 0.00815	 0.13962
1.85000	 -0.00094	 0.12470
1.90000	 -0.00212	 0.11973
1.95000	 -0.00658	 0.10634
2.00000	 -0.00001	 0.12813
2.05000	 0.00002	 0.11641
2.10000	 0.00475	 0.11751
2.15000	 0.00864	 0.11041
2.20000	 0.00796	 0.13774
2.25000	 0.00877	 0.13821
2.30000	 0.00923	 0.14147
2.35000	 0.00207	 0.12810
2.40000	 0.00097	 0.12444
2.45000	 -0.00069	 0.12986
2.50000	 0.00103	 0.11307
2.55000	 0.00455	 0.10969
2.60000	 0.00072	 0.12299
2.65000	 0.01052	 0.12963
2.70000	 0.01615	 0.12164
2.75000	 0.00728	 0.12478
2.80000	 0.00460	 0.13252
2.85000	 0.01252	 0.13419
2.90000	 0.00781	 0.11191
2.95000	 -0.00029	 0.10221
3.00000	 0.00455	 0.12198
3.05000	 0.00294	 0.12588
3.10000	 0.00171	 0.11921
3.15000	 0.00430	 0.10498
3.20000	 0.00737	 0.12196
3.25000	 0.01041	 0.11543
3.30000	 0.00629	 0.11872
3.35000	 0.01041	 0.10666
3.40000	 0.00661	 0.12363
3.45000	 0.00201	 0.12686
3.50000	 0.00967	 0.12885
3.55000	 0.00319	 0.12077
3.60000	 0.00365	 0.11763
3.65000	 0.00815	 0.12493
3.70000	 0.00967	 0.11716
3.75000	 0.00438	 0.11333
3.80000	 0.00291	 0.13385
3.85000	 0.00222	 0.12311
3.90000	 0.00944	 0.12178
3.95000	 0.00419	 0.11529
4.00000	 0.00897	 0.12452
4.05000	 0.00370	 0.13122
4.10000	 0.00869	 0.12043
4.15000	 -0.00109	 0.11500
4.20000	 0.00647	 0.12591
4.25000	 0.00215	 0.12715
4.30000	 -0.00325	 0.11734
4.35000	 0.00530	 0.10986
4.40000	 0.00460	 0.11838
4.45000	 0.00191	 0.13445
4.50000	 0.00185	 0.12891
4.55000	 0.00776	 0.11947
4.60000	 0.00768	 0.11979
4.65000	 0.00444	 0.13373
4.70000	 -0.00286	 0.13111
4.75000	 0.00201	 0.13142
4.80000	 0.00650	 0.12421
4.85000	 0.00866	 0.13806
4.90000	 0.01527	 0.14190
4.95000	 0.01147	 0.11217
5.00000	 0.00123	 0.11956
5.05000	 -0.00142	 0.11910
5.10000	 0.00607	 0.12424
5.15000	 0.00043	 0.11488
5.20000	 -0.00143	 0.12123
5.25000	 0.00522	 0.13174
5.30000	 0.00254	 0.13134
5.35000	 0.00188	 0.12121
5.40000	 -0.00187	 0.12874
5.45000	 -0.00388	 0.13763
5.50000	 -0.00097	 0.13541
5.55000	 0.00530	 0.13451
5.60000	 0.00213	 0.11520
5.65000	 0.00685	 0.13134
5.70000	 -0.00378	 0.13041
5.75000	 -0.00041	 0.12080
5.80000	 0.00317	 0.11722
5.85000	 0.00209	 0.13137
5.90000	 0.00232	 0.11953
5.95000	 0.00115	 0.11529
6.00000	 -0.00275	 0.11055
6.05000	 -0.00119	 0.12756
6.10000	 -0.00235	 0.13985
6.15000	 0.00165	 0.11852
6.20000	 -0.00122	 0.12536
6.25000	 -0.00058	 0.13702
6.30000	 0.00317	 0.12880
6.35000	 0.01368	 0.12170
6.40000	 0.01127	 0.10767
6.45000	 0.00672	 0.13471
6.50000	 -0.00032	 0.12600
6.55000	 -0.00112	 0.12398
6.60000	 0.00036	 0.11653
6.65000	 -0.00196	 0.13613
6.70000	 0.00463	 0.12337
6.75000	 0.00517	 0.13177
6.80000	 0.00861	 0.11806
6.85000	 0.00789	 0.13261
6.90000	 0.00806	 0.13532
6.95000	 0.00399	 0.11872
7.00000	 0.00773	 0.11523
7.05000	 0.00790	 0.12245
7.10000	 0.00252	 0.12784
7.15000	 0.00235	 0.11647
7.20000	 -0.00351	 0.11321
7.25000	 0.00238	 0.11731
7.30000	 0.00702	 0.13976
7.35000	 0.00238	 0.12426
7.40000	 0.00157	 0.12268
7.45000	 -0.00861	 0.12865
7.50000	 0.00374	 0.11947
7.55000	 0.01010	 0.11341
7.60000	 0.00376	 0.10790
7.65000	 0.00300	 0.12799
7.70000	 0.00621	 0.13090
7.75000	 0.00933	 0.12187
7.80000	 0.01570	 0.10784
7.85000	 -0.00040	 0.12874
7.90000	 0.00491	 0.12972
7.95000	 0.00782	 0.12510
8.00000	 0.00771	 0.10597
8.05000	 -0.00063	 0.11353
8.10000	 -0.00337	 0.12652
8.15000	 -0.00067	 0.11592
8.20000	 -0.00241	 0.12069
8.25000	 0.00771	 0.12187
8.30000	 0.00340	 0.13298
8.35000	 0.00855	 0.12793
8.40000	 0.00368	 0.12660
8.45000	 0.00097	 0.10761
8.50000	 0.00008	 0.11913
8.55000	 0.00497	 0.11283
8.60000	 0.00958	 0.11575
8.65000	 0.00961	 0.12805
8.70000	 0.00975	 0.13099
8.75000	 0.00340	 0.13191
8.80000	 0.00347	 0.12152
8.85000	 -0.00064	 0.11304
8.90000	 -0.00122	 0.12888
8.95000	 -0.00196	 0.11711
9.00000	 0.00277	 0.12441
9.05000	 -0.00264	 0.11806
9.10000	 0.00286	 0.13538
9.15000	 0.00751	 0.13633
9.20000	 0.00274	 0.12080
9.25000	 0.00672	 0.12083
9.30000	 -0.00198	 0.13266
9.35000	 -0.00326	 0.13041
9.40000	 0.00432	 0.12493
9.45000	 0.00246	 0.12473
9.50000	 -0.00872	 0.12380
9.55000	 0.00236	 0.12305
9.60000	 0.01021	 0.11347
9.65000	 0.00319	 0.11139
9.70000	 0.00091	 0.12704
9.75000	 0.01514	 0.14138
9.80000	 0.00503	 0.14617
9.85000	 0.00153	 0.13503
9.90000	 0.00314	 0.12831
9.95000	 -0.00054	 0.11783
