
Automatic Data Collection:
Tue Feb 26 11:51:48 2019
Data points are recorded 50.000000 ms apart

time (s)	Lift (N)	Drag (N)
0.00000	 0.00077	 0.15148
0.05000	 -0.00401	 0.17039
0.10000	 -0.00337	 0.16358
0.15000	 -0.00174	 0.16690
0.20000	 -0.00325	 0.16239
0.25000	 -0.00570	 0.16086
0.30000	 -0.00632	 0.16516
0.35000	 0.00851	 0.15925
0.40000	 -0.00356	 0.16817
0.45000	 0.00176	 0.15749
0.50000	 -0.00330	 0.17278
0.55000	 0.00416	 0.15749
0.60000	 0.00376	 0.16156
0.65000	 -0.00036	 0.15899
0.70000	 0.00224	 0.16262
0.75000	 -0.00446	 0.16736
0.80000	 0.00447	 0.16903
0.85000	 -0.00683	 0.17284
0.90000	 -0.00370	 0.16502
0.95000	 0.00407	 0.17446
1.00000	 -0.00896	 0.16528
1.05000	 -0.00505	 0.17065
1.10000	 -0.00551	 0.16225
1.15000	 0.00688	 0.16646
1.20000	 0.00371	 0.16234
1.25000	 0.00103	 0.16895
1.30000	 0.00185	 0.16387
1.35000	 0.00365	 0.17532
1.40000	 0.00157	 0.16202
1.45000	 -0.01376	 0.16892
1.50000	 -0.01048	 0.16008
1.55000	 -0.00596	 0.17174
1.60000	 -0.00032	 0.16173
1.65000	 -0.00508	 0.17111
1.70000	 -0.00227	 0.16768
1.75000	 0.00162	 0.16782
1.80000	 0.00294	 0.16961
1.85000	 0.00311	 0.16098
1.90000	 -0.00616	 0.17146
1.95000	 -0.00410	 0.15827
2.00000	 -0.00233	 0.17971
2.05000	 0.00250	 0.15965
2.10000	 -0.00976	 0.18020
2.15000	 0.00340	 0.15841
2.20000	 0.00302	 0.17446
2.25000	 -0.00616	 0.16242
2.30000	 -0.00416	 0.17362
2.35000	 0.00165	 0.16537
2.40000	 0.00861	 0.16574
2.45000	 0.00348	 0.16609
2.50000	 -0.00571	 0.17882
2.55000	 -0.00241	 0.16349
2.60000	 0.00289	 0.17483
2.65000	 0.00077	 0.15345
2.70000	 -0.00157	 0.17428
2.75000	 0.00657	 0.15985
2.80000	 0.00244	 0.17642
2.85000	 0.00204	 0.16260
2.90000	 -0.00519	 0.17420
2.95000	 -0.00742	 0.16880
3.00000	 0.00222	 0.17004
3.05000	 -0.00103	 0.16557
3.10000	 -0.00420	 0.16972
3.15000	 -0.00866	 0.17299
3.20000	 0.00454	 0.16415
3.25000	 0.00283	 0.16912
3.30000	 -0.00285	 0.16698
3.35000	 -0.00305	 0.17426
3.40000	 0.00008	 0.16632
3.45000	 -0.00785	 0.16424
3.50000	 -0.00295	 0.16799
3.55000	 -0.00150	 0.17674
3.60000	 0.00520	 0.16493
3.65000	 -0.00165	 0.17325
3.70000	 0.00008	 0.16551
3.75000	 -0.00308	 0.17454
3.80000	 0.00536	 0.15876
3.85000	 0.00469	 0.16926
3.90000	 0.00525	 0.16254
3.95000	 -0.00347	 0.17570
4.00000	 0.01012	 0.16629
4.05000	 0.00392	 0.17336
4.10000	 0.00036	 0.16776
4.15000	 0.00013	 0.16617
4.20000	 0.00271	 0.17117
4.25000	 0.00624	 0.16081
4.30000	 -0.00823	 0.17146
4.35000	 -0.00810	 0.15809
4.40000	 -0.00195	 0.17732
4.45000	 0.01168	 0.16459
4.50000	 -0.00407	 0.17656
4.55000	 -0.00629	 0.16664
4.60000	 0.00861	 0.17501
4.65000	 -0.00069	 0.16514
4.70000	 -0.00505	 0.17428
4.75000	 -0.00103	 0.15893
4.80000	 0.01165	 0.17125
4.85000	 0.00731	 0.16918
4.90000	 -0.00382	 0.18280
4.95000	 -0.00702	 0.16681
5.00000	 -0.00277	 0.17942
5.05000	 0.00240	 0.16081
5.10000	 -0.00471	 0.16695
5.15000	 -0.01003	 0.16467
5.20000	 -0.00198	 0.16848
5.25000	 0.00309	 0.16643
5.30000	 -0.00038	 0.17140
5.35000	 -0.00595	 0.18017
5.40000	 0.00433	 0.16632
5.45000	 -0.00486	 0.16906
5.50000	 -0.00111	 0.15902
5.55000	 -0.00973	 0.16834
5.60000	 -0.00207	 0.15506
5.65000	 0.00379	 0.17942
5.70000	 0.00863	 0.16375
5.75000	 -0.00044	 0.17974
5.80000	 0.00063	 0.16135
5.85000	 0.00053	 0.17307
5.90000	 -0.00696	 0.16482
5.95000	 -0.00610	 0.16260
6.00000	 0.00311	 0.16340
6.05000	 0.00382	 0.17356
6.10000	 -0.00030	 0.16975
6.15000	 -0.00703	 0.17469
6.20000	 0.00553	 0.16848
6.25000	 0.00207	 0.16903
6.30000	 -0.00005	 0.16182
6.35000	 -0.00539	 0.17359
6.40000	 0.00150	 0.15870
6.45000	 0.00226	 0.16990
6.50000	 0.00326	 0.15980
6.55000	 -0.00334	 0.17665
6.60000	 -0.00213	 0.17203
6.65000	 0.00071	 0.17348
6.70000	 -0.00094	 0.16920
6.75000	 -0.00340	 0.17192
6.80000	 -0.01272	 0.17362
6.85000	 0.00298	 0.16271
6.90000	 -0.00353	 0.17172
6.95000	 -0.00573	 0.16747
7.00000	 0.00824	 0.18020
7.05000	 0.00399	 0.16796
7.10000	 0.00001	 0.17134
7.15000	 -0.00871	 0.17668
7.20000	 0.00174	 0.16433
7.25000	 0.00509	 0.16742
7.30000	 -0.00164	 0.16727
7.35000	 -0.00212	 0.17131
