
Automatic Data Collection:
Tue Feb 26 11:51:26 2019
Data points are recorded 50.000000 ms apart

time (s)	Lift (N)	Drag (N)
0.00000	 -0.00112	 0.10025
0.05000	 -0.00457	 0.10646
0.10000	 -0.00548	 0.10594
0.15000	 0.00289	 0.10911
0.20000	 0.00182	 0.10686
0.25000	 -0.00627	 0.10715
0.30000	 -0.00734	 0.10712
0.35000	 -0.00320	 0.10253
0.40000	 0.00058	 0.10510
0.45000	 -0.00291	 0.10354
0.50000	 -0.00281	 0.10954
0.55000	 0.00405	 0.10305
0.60000	 0.00069	 0.11341
0.65000	 -0.00620	 0.09953
0.70000	 -0.00193	 0.11376
0.75000	 0.00427	 0.10178
0.80000	 0.00191	 0.10995
0.85000	 -0.00990	 0.10008
0.90000	 -0.00612	 0.10178
0.95000	 0.00061	 0.10859
1.00000	 0.00229	 0.09964
1.05000	 -0.00201	 0.11278
1.10000	 -0.00775	 0.10016
1.15000	 -0.00193	 0.10744
1.20000	 0.00254	 0.09956
1.25000	 -0.00317	 0.10550
1.30000	 -0.00390	 0.10516
1.35000	 -0.00122	 0.10775
1.40000	 0.00410	 0.10790
1.45000	 -0.00627	 0.10902
1.50000	 -0.00820	 0.10868
1.55000	 -0.00429	 0.10845
1.60000	 0.00153	 0.10620
1.65000	 -0.00269	 0.10389
1.70000	 -0.00471	 0.10490
1.75000	 -0.00468	 0.10383
1.80000	 0.00224	 0.10920
1.85000	 0.00102	 0.09950
1.90000	 -0.00452	 0.10902
1.95000	 0.00164	 0.10115
2.00000	 0.00255	 0.10579
2.05000	 -0.00827	 0.10224
2.10000	 -0.00523	 0.10418
2.15000	 -0.00382	 0.10917
2.20000	 -0.00002	 0.10801
2.25000	 -0.00368	 0.10602
2.30000	 -0.00747	 0.10695
2.35000	 -0.00280	 0.10703
2.40000	 0.00188	 0.10201
2.45000	 -0.00269	 0.10516
2.50000	 -0.00869	 0.10741
2.55000	 -0.00254	 0.10198
2.60000	 0.00294	 0.10475
2.65000	 -0.00193	 0.10718
2.70000	 -0.00753	 0.11053
2.75000	 -0.00575	 0.10729
2.80000	 0.00095	 0.10934
2.85000	 -0.00108	 0.10345
2.90000	 -0.00365	 0.10325
2.95000	 -0.00536	 0.10868
3.00000	 0.00317	 0.10484
3.05000	 0.00392	 0.10868
3.10000	 -0.00759	 0.10169
3.15000	 -0.00229	 0.11211
3.20000	 0.00205	 0.10060
3.25000	 -0.00238	 0.11387
3.30000	 -0.00851	 0.11327
3.35000	 -0.00199	 0.10057
3.40000	 -0.00139	 0.11390
3.45000	 -0.00153	 0.09661
3.50000	 -0.00725	 0.11266
3.55000	 -0.00280	 0.10039
3.60000	 0.00350	 0.10900
3.65000	 0.00326	 0.09892
3.70000	 -0.00646	 0.11422
3.75000	 -0.00471	 0.10013
3.80000	 -0.00371	 0.11260
3.85000	 0.00083	 0.10051
3.90000	 -0.00871	 0.11070
3.95000	 -0.00602	 0.10293
4.00000	 -0.00250	 0.10868
4.05000	 0.00221	 0.10256
4.10000	 -0.00505	 0.10914
4.15000	 -0.00776	 0.10735
4.20000	 -0.00297	 0.10591
4.25000	 0.00329	 0.10660
4.30000	 -0.00544	 0.10270
4.35000	 -0.00237	 0.11004
4.40000	 0.00402	 0.10392
4.45000	 -0.00416	 0.11159
4.50000	 -0.00637	 0.11079
4.55000	 -0.00480	 0.10429
4.60000	 0.00060	 0.11266
4.65000	 -0.00064	 0.09803
4.70000	 -0.00635	 0.11226
4.75000	 -0.00492	 0.10319
4.80000	 -0.00010	 0.10949
4.85000	 0.00376	 0.10363
4.90000	 -0.00680	 0.11229
4.95000	 -0.00514	 0.10198
5.00000	 -0.00075	 0.10778
5.05000	 0.00117	 0.10614
5.10000	 -0.00308	 0.10521
5.15000	 -0.00390	 0.10340
5.20000	 -0.00049	 0.10978
5.25000	 0.00415	 0.10819
5.30000	 -0.00145	 0.10599
5.35000	 -0.00598	 0.10819
5.40000	 -0.00354	 0.10634
5.45000	 -0.00077	 0.10674
5.50000	 -0.00620	 0.10660
5.55000	 -0.00854	 0.10721
5.60000	 0.00196	 0.10934
5.65000	 0.00081	 0.10773
5.70000	 -0.00292	 0.10660
5.75000	 -0.00606	 0.10879
5.80000	 0.00041	 0.10331
5.85000	 0.00264	 0.10334
5.90000	 -0.00261	 0.10256
5.95000	 -0.00249	 0.10969
6.00000	 -0.00109	 0.10354
6.05000	 0.00278	 0.11015
6.10000	 -0.00286	 0.10129
6.15000	 -0.00458	 0.10868
6.20000	 -0.00071	 0.10464
6.25000	 0.00328	 0.10914
6.30000	 -0.00148	 0.10366
6.35000	 -0.00514	 0.10972
6.40000	 -0.00379	 0.10718
6.45000	 0.00261	 0.11001
6.50000	 0.00026	 0.10285
6.55000	 -0.00765	 0.10845
6.60000	 -0.00706	 0.10550
6.65000	 0.00266	 0.10617
6.70000	 -0.00849	 0.10680
6.75000	 -0.00773	 0.10871
6.80000	 -0.00311	 0.10975
6.85000	 -0.00044	 0.10643
6.90000	 -0.00443	 0.10218
6.95000	 -0.00584	 0.11283
7.00000	 -0.00320	 0.10539
7.05000	 0.00165	 0.10859
7.10000	 0.00012	 0.09976
7.15000	 -0.00396	 0.11257
7.20000	 -0.00347	 0.10037
7.25000	 0.00303	 0.10957
7.30000	 0.00053	 0.10190
7.35000	 -0.00581	 0.11301
7.40000	 -0.00243	 0.10550
7.45000	 -0.00032	 0.11171
7.50000	 0.00202	 0.10149
7.55000	 -0.00485	 0.11107
7.60000	 -0.00509	 0.10178
7.65000	 0.00174	 0.10874
7.70000	 0.00319	 0.10267
7.75000	 -0.00421	 0.10957
7.80000	 -0.00665	 0.10773
7.85000	 0.00393	 0.11217
7.90000	 -0.00119	 0.10660
7.95000	 -0.00379	 0.10605
8.00000	 -0.00202	 0.10496
8.05000	 0.00210	 0.10900
8.10000	 -0.00247	 0.10409
8.15000	 -0.00834	 0.10778
8.20000	 -0.00559	 0.10406
8.25000	 0.00210	 0.11347
8.30000	 -0.00021	 0.10455
8.35000	 -0.00362	 0.11139
8.40000	 -0.00454	 0.10412
8.45000	 0.00089	 0.10472
8.50000	 0.00281	 0.10397
8.55000	 -0.00342	 0.10877
8.60000	 -0.00542	 0.10397
8.65000	 0.00112	 0.10496
8.70000	 0.00230	 0.10770
8.75000	 -0.00089	 0.10516
8.80000	 -0.00458	 0.11373
8.85000	 -0.00126	 0.10547
8.90000	 0.00699	 0.10686
8.95000	 0.00191	 0.10247
9.00000	 -0.00680	 0.11451
9.05000	 0.00463	 0.09785
9.10000	 0.00205	 0.11211
9.15000	 -0.00840	 0.09866
9.20000	 -0.00052	 0.11460
9.25000	 0.00207	 0.11058
9.30000	 0.00094	 0.09546
9.35000	 -0.00731	 0.11246
9.40000	 0.00122	 0.10094
9.45000	 -0.00007	 0.11581
9.50000	 0.00345	 0.10201
9.55000	 -0.00734	 0.11402
9.60000	 -0.00313	 0.10262
9.65000	 -0.00018	 0.10573
9.70000	 0.00309	 0.10143
9.75000	 -0.00638	 0.10438
9.80000	 -0.00192	 0.10536
9.85000	 -0.00237	 0.10521
9.90000	 0.00559	 0.10888
9.95000	 -0.00086	 0.10536
