
Automatic Data Collection:
Tue Feb 26 11:25:04 2019
Data points are recorded 50.000000 ms apart

time (s)	Lift (N)	Drag (N)
0.00000	 -0.00368	 0.11312
0.05000	 0.00505	 0.11413
0.10000	 -0.00060	 0.10143
0.15000	 0.00298	 0.10045
0.20000	 -0.00553	 0.10859
0.25000	 0.00799	 0.12429
0.30000	 -0.00474	 0.09748
0.35000	 -0.00798	 0.09604
0.40000	 -0.01124	 0.12369
0.45000	 -0.00216	 0.11027
0.50000	 -0.00913	 0.10646
0.55000	 -0.00040	 0.10045
0.60000	 0.00201	 0.10957
0.65000	 0.00606	 0.10498
0.70000	 -0.00168	 0.09090
0.75000	 0.00370	 0.09910
0.80000	 0.00733	 0.11471
0.85000	 0.00325	 0.12164
0.90000	 -0.00621	 0.11113
0.95000	 -0.00570	 0.10400
1.00000	 -0.00587	 0.10467
1.05000	 -0.01331	 0.10608
1.10000	 -0.00550	 0.10608
1.15000	 -0.00641	 0.10403
1.20000	 -0.00415	 0.11575
1.25000	 -0.01018	 0.12089
1.30000	 -0.00978	 0.11102
1.35000	 -0.00986	 0.09202
1.40000	 -0.00147	 0.09220
1.45000	 0.00286	 0.10530
1.50000	 0.00140	 0.11029
1.55000	 -0.00105	 0.11032
1.60000	 0.00081	 0.12421
1.65000	 0.00012	 0.11439
1.70000	 -0.00717	 0.10022
1.75000	 -0.00170	 0.09367
1.80000	 0.00533	 0.11431
1.85000	 -0.00136	 0.11278
1.90000	 -0.00334	 0.10397
1.95000	 -0.00891	 0.09676
2.00000	 0.00418	 0.11812
2.05000	 0.00405	 0.12031
2.10000	 0.00086	 0.10718
2.15000	 -0.00730	 0.09693
2.20000	 -0.00590	 0.11136
2.25000	 -0.00660	 0.11630
2.30000	 -0.01314	 0.10236
2.35000	 -0.00551	 0.09661
2.40000	 -0.00406	 0.10340
2.45000	 -0.00376	 0.12167
2.50000	 0.00134	 0.10646
2.55000	 -0.00164	 0.09589
2.60000	 -0.00050	 0.10620
2.65000	 0.00071	 0.12014
2.70000	 0.00199	 0.10276
2.75000	 -0.00201	 0.10178
2.80000	 -0.01396	 0.11050
2.85000	 -0.00910	 0.11217
2.90000	 -0.00609	 0.10524
2.95000	 0.00016	 0.10568
3.00000	 0.00252	 0.12724
3.05000	 0.00607	 0.12418
3.10000	 -0.00652	 0.11012
3.15000	 -0.00168	 0.10464
3.20000	 -0.00596	 0.11096
3.25000	 -0.00863	 0.12011
3.30000	 -0.00485	 0.11711
3.35000	 -0.00057	 0.10360
3.40000	 -0.00651	 0.10100
3.45000	 -0.00908	 0.11630
3.50000	 -0.00545	 0.09866
3.55000	 -0.00416	 0.09517
3.60000	 -0.00527	 0.09595
3.65000	 -0.00534	 0.12178
3.70000	 0.00167	 0.11552
3.75000	 -0.00128	 0.10282
3.80000	 -0.00202	 0.09378
3.85000	 0.00829	 0.11408
3.90000	 0.00889	 0.10856
3.95000	 0.00285	 0.10184
4.00000	 0.00362	 0.11431
4.05000	 -0.00435	 0.12476
4.10000	 -0.00764	 0.11563
4.15000	 -0.00202	 0.11027
4.20000	 -0.00395	 0.11486
4.25000	 0.00388	 0.12239
4.30000	 -0.00120	 0.10120
4.35000	 0.00071	 0.09884
4.40000	 -0.00083	 0.11217
4.45000	 -0.00004	 0.12874
4.50000	 -0.00545	 0.11812
4.55000	 -0.00731	 0.11552
4.60000	 -0.01285	 0.09748
4.65000	 -0.00796	 0.11855
4.70000	 0.00401	 0.11483
4.75000	 0.01103	 0.10931
4.80000	 0.00424	 0.10319
4.85000	 -0.00375	 0.11361
4.90000	 -0.01342	 0.11566
4.95000	 -0.00933	 0.10415
5.00000	 -0.00595	 0.10184
5.05000	 -0.00544	 0.12048
5.10000	 0.00478	 0.11638
5.15000	 0.00371	 0.10556
5.20000	 0.00052	 0.10695
5.25000	 -0.00647	 0.12695
5.30000	 0.00173	 0.11670
5.35000	 -0.00230	 0.10865
5.40000	 0.00210	 0.10247
5.45000	 -0.00578	 0.11994
5.50000	 -0.00125	 0.11451
5.55000	 0.00195	 0.11096
5.60000	 0.00502	 0.10418
5.65000	 -0.00216	 0.11148
5.70000	 0.00047	 0.11497
5.75000	 -0.01111	 0.10698
5.80000	 -0.00421	 0.09936
