Time,Integral 1200,Integral 7400
1548369782.717649,20820.000000,27812.000000
1548369782.715345,18815.000000,22186.000000
1548369782.715863,17519.000000,21064.000000
1548369782.716124,18586.000000,21671.000000
1548369782.716542,19027.000000,24605.000000
1548369782.716959,16406.000000,22113.000000
1548369782.717649,20820.000000,28406.000000
1548369782.717763,20378.000000,24766.000000
1548369782.717914,22789.000000,28913.000000
1548369782.718307,22006.000000,29251.000000
1548369782.718624,19165.000000,21123.000000
1548369782.718981,20409.000000,25671.000000
1548369782.719427,19785.000000,24873.000000
1548369782.719657,16724.000000,20907.000000
1548369782.720035,20508.000000,25474.000000
1548369782.720587,18712.000000,24473.000000
1548369782.720860,8171.000000,13956.000000
1548369782.720946,16588.000000,21303.000000
1548369782.721787,17481.000000,23224.000000
1548369782.721859,20698.000000,38272.000000
1548369782.721881,9506.000000,16500.000000
1548369782.721989,18646.000000,23974.000000
1548369782.722166,18995.000000,23772.000000
1548369782.722372,17729.000000,21103.000000
1548369782.722666,14455.000000,18709.000000
1548369782.723348,18558.000000,22015.000000
1548369782.724245,5150.000000,6637.000000
1548369782.724466,16657.000000,20566.000000
1548369782.725022,20175.000000,25588.000000
1548369782.725140,19507.000000,24651.000000
1548369782.725262,20236.000000,26830.000000
1548369782.726163,18535.000000,23263.000000
1548369782.726834,20583.000000,27148.000000
1548369782.726982,22356.000000,27348.000000
1548369782.727288,19865.000000,25885.000000
1548369782.727390,19854.000000,25383.000000
1548369782.727503,15119.000000,17520.000000
1548369782.727608,18649.000000,23133.000000
1548369782.727751,15126.000000,17507.000000
1548369782.728160,21107.000000,26198.000000
1548369782.728290,20806.000000,26611.000000
1548369782.729364,18320.000000,21638.000000
1548369782.729750,22210.000000,28854.000000
1548369782.729950,8034.000000,13738.000000
1548369782.730300,21648.000000,29359.000000
1548369782.730540,17883.000000,21956.000000
1548369782.730924,18656.000000,23758.000000
1548369782.731089,16282.000000,19721.000000
1548369782.733603,16562.000000,19934.000000
1548369782.733930,17239.000000,20679.000000
1548369782.734139,19853.000000,24848.000000
1548369782.734502,20865.000000,51784.000000
1548369782.734543,19373.000000,25961.000000
1548369782.734943,19116.000000,24210.000000
1548369782.735237,20719.000000,27449.000000
1548369782.735758,19232.000000,25427.000000
1548369782.736797,15894.000000,25965.000000
1548369782.737688,21186.000000,29517.000000
1548369782.738373,18307.000000,50766.000000
1548369782.738945,19299.000000,23863.000000
1548369782.739252,17190.000000,22000.000000
1548369782.739418,17384.000000,20234.000000
1548369782.739485,15555.000000,18864.000000
1548369782.739891,16959.000000,45513.000000
1548369782.740060,17868.000000,21475.000000
1548369782.740307,22085.000000,30460.000000
1548369782.740470,21867.000000,27740.000000
1548369782.741602,18008.000000,22756.000000
1548369782.742449,22069.000000,28924.000000
1548369782.742527,20915.000000,28320.000000
1548369782.743857,20928.000000,26204.000000
1548369782.744018,22807.000000,28912.000000
1548369782.744518,16781.000000,20450.000000
1548369782.744606,14781.000000,17529.000000
1548369782.744821,19100.000000,23801.000000
1548369782.745833,18103.000000,21823.000000
1548369782.746392,16476.000000,20325.000000
1548369782.746650,6725.000000,10047.000000
1548369782.748328,20741.000000,26570.000000
1548369782.748430,20934.000000,26724.000000
1548369782.749581,17487.000000,23020.000000
1548369782.749687,17197.000000,18810.000000
1548369782.749876,22873.000000,30873.000000
1548369782.750007,17809.000000,21896.000000
1548369782.750104,17804.000000,23331.000000
1548369782.751120,23551.000000,30900.000000
1548369782.752523,19746.000000,25399.000000
1548369782.753362,15951.000000,18630.000000
1548369782.753721,22071.000000,29462.000000
1548369782.753927,22340.000000,28177.000000
1548369782.754194,20451.000000,26491.000000
1548369782.754626,18147.000000,21752.000000
1548369782.756116,5747.000000,7268.000000
1548369782.756558,20174.000000,25412.000000
1548369782.756661,21309.000000,25850.000000
1548369782.757524,20677.000000,27013.000000
1548369782.758087,17843.000000,23276.000000
1548369782.758869,16747.000000,19620.000000
1548369782.759690,17416.000000,22361.000000
1548369782.761190,20352.000000,26146.000000
1548369782.761929,20727.000000,25218.000000
1548369782.762147,18881.000000,24165.000000
1548369782.764031,19779.000000,25428.000000
1548369782.764153,17412.000000,20641.000000
1548369782.765872,17907.000000,22388.000000
1548369782.766432,17643.000000,21454.000000
1548369782.767229,20471.000000,26758.000000
1548369782.767509,20236.000000,26267.000000
1548369782.767741,20407.000000,26856.000000
1548369782.767802,20264.000000,27104.000000
1548369782.768480,17877.000000,21415.000000
1548369782.768889,7261.000000,7184.000000
1548369782.769379,13819.000000,17208.000000
1548369782.769535,15991.000000,18418.000000
1548369782.769929,18009.000000,24358.000000
1548369782.771040,16865.000000,18919.000000
1548369782.771221,21603.000000,28440.000000
1548369782.771587,17408.000000,21181.000000
1548369782.771644,21659.000000,27008.000000
1548369782.772082,19275.000000,23998.000000
1548369782.772296,21831.000000,28974.000000
1548369782.773018,17695.000000,21225.000000
1548369782.773346,19925.000000,23467.000000
1548369782.773450,26482.000000,39744.000000
1548369782.774283,21537.000000,27732.000000
1548369782.774548,20235.000000,25344.000000
1548369782.774648,18174.000000,22885.000000
1548369782.774712,18812.000000,23592.000000
1548369782.776398,15837.000000,19746.000000
1548369782.776921,18387.000000,22941.000000
1548369782.777123,22634.000000,28260.000000
1548369782.777444,17550.000000,20280.000000
1548369782.777770,19345.000000,24744.000000
