>>Logging Name:Logging Name
>>FROM:01-24-2019 14:58:52   TO:01-24-2019 16:22:07
>>Sample Points:1000
>>Sample Rate:5 sec.
>>Temperature Unit:Celsius
>>Temperature(LowAlarm:0.0-HighAlarm:40.0)   Relative Humidity(LowAlarm:35.0-HighAlarm:75.0)
----------------------------------------------------------------------------------------------
NO.	DATE	TIME	TEMPERATURE	RELATIVE-HUMIDITY	DEW-POINT
    1	01-24-2019	14:58:52	21.6	39.6	7.2
    2	01-24-2019	14:58:57	21.6	39.9	7.3
    3	01-24-2019	14:59:02	21.6	39.9	7.3
    4	01-24-2019	14:59:07	21.6	39.7	7.3
    5	01-24-2019	14:59:12	21.6	39.5	7.2
    6	01-24-2019	14:59:17	21.6	39.4	7.2
    7	01-24-2019	14:59:22	21.6	39.2	7.1
    8	01-24-2019	14:59:27	21.6	39.1	7.1
    9	01-24-2019	14:59:32	21.6	39.0	7.0
   10	01-24-2019	14:59:37	21.6	38.8	6.9
   11	01-24-2019	14:59:42	21.6	38.7	6.9
   12	01-24-2019	14:59:47	21.6	38.5	6.8
   13	01-24-2019	14:59:52	21.6	38.3	6.7
   14	01-24-2019	14:59:57	21.6	38.2	6.7
   15	01-24-2019	15:00:02	21.6	38.0	6.6
   16	01-24-2019	15:00:07	21.6	37.9	6.6
   17	01-24-2019	15:00:12	21.6	37.8	6.6
   18	01-24-2019	15:00:17	21.6	37.7	6.5
   19	01-24-2019	15:00:22	21.6	37.6	6.5
   20	01-24-2019	15:00:27	21.5	37.5	6.4
   21	01-24-2019	15:00:32	21.5	37.5	6.4
   22	01-24-2019	15:00:37	21.5	37.4	6.3
   23	01-24-2019	15:00:42	21.5	37.3	6.3
   24	01-24-2019	15:00:47	21.5	37.2	6.2
   25	01-24-2019	15:00:52	21.5	37.1	6.2
   26	01-24-2019	15:00:57	21.5	37.0	6.2
   27	01-24-2019	15:01:02	21.5	36.9	6.1
   28	01-24-2019	15:01:07	21.5	36.8	6.1
   29	01-24-2019	15:01:12	21.5	36.6	6.0
   30	01-24-2019	15:01:17	21.5	36.5	6.0
   31	01-24-2019	15:01:22	21.5	36.4	5.9
   32	01-24-2019	15:01:27	21.5	36.3	5.9
   33	01-24-2019	15:01:32	21.4	36.2	5.8
   34	01-24-2019	15:01:37	21.5	36.2	5.8
   35	01-24-2019	15:01:42	21.4	36.1	5.7
   36	01-24-2019	15:01:47	21.4	35.9	5.6
   37	01-24-2019	15:01:52	21.4	35.9	5.6
   38	01-24-2019	15:01:57	21.4	35.7	5.6
   39	01-24-2019	15:02:02	21.4	35.6	5.5
   40	01-24-2019	15:02:07	21.4	35.5	5.5
   41	01-24-2019	15:02:12	21.4	35.4	5.4
   42	01-24-2019	15:02:17	21.4	35.3	5.4
   43	01-24-2019	15:02:22	21.4	35.3	5.4
   44	01-24-2019	15:02:27	21.4	35.2	5.4
   45	01-24-2019	15:02:32	21.3	35.1	5.2
   46	01-24-2019	15:02:37	21.3	35.0	5.2
   47	01-24-2019	15:02:42	21.3	35.0	5.2
   48	01-24-2019	15:02:47	21.3	34.9	5.1
   49	01-24-2019	15:02:52	21.3	34.8	5.1
   50	01-24-2019	15:02:57	21.3	34.7	5.1
   51	01-24-2019	15:03:02	21.3	34.6	5.0
   52	01-24-2019	15:03:07	21.2	34.6	4.9
   53	01-24-2019	15:03:12	21.2	34.5	4.9
   54	01-24-2019	15:03:17	21.2	34.4	4.8
   55	01-24-2019	15:03:22	21.2	34.3	4.8
   56	01-24-2019	15:03:27	21.2	34.2	4.8
   57	01-24-2019	15:03:32	21.2	34.1	4.7
   58	01-24-2019	15:03:37	21.2	34.1	4.7
   59	01-24-2019	15:03:42	21.1	34.0	4.6
   60	01-24-2019	15:03:47	21.1	33.9	4.6
   61	01-24-2019	15:03:52	21.1	33.9	4.6
   62	01-24-2019	15:03:57	21.1	33.8	4.5
   63	01-24-2019	15:04:02	21.1	33.7	4.5
   64	01-24-2019	15:04:07	21.1	33.6	4.4
   65	01-24-2019	15:04:12	21.0	33.6	4.3
   66	01-24-2019	15:04:17	21.0	33.5	4.3
