
Automatic Data Collection:
Thu Feb 21 16:11:16 2019
Data points are recorded 50.000000 ms apart

time (s)	Lift (N)	Drag (N)
0.00000	 -0.00188	 0.04922
0.05000	 -0.00468	 0.05262
0.10000	 0.00011	 0.03915
0.15000	 -0.00284	 0.04858
0.20000	 -0.00327	 0.06570
0.25000	 0.00243	 0.05482
0.30000	 -0.00206	 0.04033
0.35000	 -0.00586	 0.03880
0.40000	 -0.00839	 0.05049
0.45000	 0.00085	 0.06117
0.50000	 0.00144	 0.04752
0.55000	 0.00045	 0.05415
0.60000	 -0.00534	 0.04795
0.65000	 -0.00230	 0.04446
0.70000	 -0.00051	 0.03487
0.75000	 -0.00397	 0.05571
0.80000	 -0.01327	 0.05906
0.85000	 -0.00875	 0.05078
0.90000	 0.00108	 0.03617
0.95000	 0.00336	 0.03874
1.00000	 -0.00481	 0.05075
1.05000	 -0.00639	 0.04671
1.10000	 0.00025	 0.03655
1.15000	 -0.00526	 0.04272
1.20000	 -0.00943	 0.06504
1.25000	 -0.00858	 0.05444
1.30000	 -0.00030	 0.04258
1.35000	 -0.00487	 0.03435
1.40000	 -0.00566	 0.05554
1.45000	 0.00239	 0.05710
1.50000	 0.00211	 0.04405
1.55000	 -0.00271	 0.04053
1.60000	 -0.00606	 0.05834
1.65000	 0.00243	 0.05707
1.70000	 0.00640	 0.03764
1.75000	 -0.00194	 0.04590
1.80000	 -0.00634	 0.05973
1.85000	 -0.00264	 0.05811
1.90000	 0.00164	 0.03707
1.95000	 0.00025	 0.04786
2.00000	 -0.00546	 0.06729
2.05000	 -0.00451	 0.05372
2.10000	 -0.00298	 0.03490
2.15000	 -0.00481	 0.03744
2.20000	 -0.00963	 0.05398
2.25000	 -0.00451	 0.06749
2.30000	 0.00312	 0.05912
2.35000	 0.00020	 0.04806
2.40000	 -0.00344	 0.05998
2.45000	 -0.00211	 0.06397
2.50000	 0.00364	 0.04229
2.55000	 -0.00518	 0.04171
2.60000	 -0.00423	 0.05205
2.65000	 0.00222	 0.05710
2.70000	 0.00157	 0.05095
2.75000	 -0.00546	 0.04218
2.80000	 -0.00332	 0.05375
2.85000	 0.00225	 0.05519
