
Automatic Data Collection:
Thu Feb 21 16:35:17 2019
Data points are recorded 50.000000 ms apart

time (s)	Lift (N)	Drag (N)
0.00000	 0.00077	 0.04653
0.05000	 0.00429	 0.03606
0.10000	 0.00019	 0.04919
0.15000	 -0.00253	 0.05326
0.20000	 0.00036	 0.05860
0.25000	 0.00391	 0.04423
0.30000	 0.00102	 0.04659
0.35000	 -0.00371	 0.04740
0.40000	 0.00070	 0.05104
0.45000	 0.00022	 0.04042
0.50000	 -0.00326	 0.04489
0.55000	 -0.00357	 0.05906
0.60000	 0.00192	 0.04477
0.65000	 0.00029	 0.04573
0.70000	 -0.00293	 0.04778
0.75000	 -0.00464	 0.05424
0.80000	 0.00107	 0.04449
0.85000	 0.00318	 0.04016
0.90000	 -0.00047	 0.05384
0.95000	 -0.00118	 0.05592
1.00000	 0.00364	 0.04867
1.05000	 0.00264	 0.03943
1.10000	 -0.00374	 0.04881
1.15000	 -0.00580	 0.05545
1.20000	 -0.00006	 0.05303
1.25000	 0.00363	 0.04521
1.30000	 0.00108	 0.05211
1.35000	 -0.00209	 0.05159
1.40000	 0.00102	 0.04936
1.45000	 0.00464	 0.03955
1.50000	 -0.00000	 0.04573
1.55000	 -0.00223	 0.05170
1.60000	 0.00440	 0.05626
1.65000	 0.00243	 0.04532
1.70000	 -0.00205	 0.04769
1.75000	 -0.00397	 0.05768
1.80000	 0.00254	 0.04397
1.85000	 0.00174	 0.03972
1.90000	 -0.00371	 0.05124
1.95000	 -0.00431	 0.05465
2.00000	 0.00166	 0.04174
2.05000	 0.00305	 0.04079
2.10000	 -0.00099	 0.05182
2.15000	 -0.00116	 0.05401
2.20000	 0.00302	 0.04498
2.25000	 0.00296	 0.04036
2.30000	 -0.00307	 0.04431
2.35000	 -0.00168	 0.05375
2.40000	 0.00180	 0.04824
2.45000	 0.00220	 0.03646
2.50000	 -0.00006	 0.04720
2.55000	 -0.00223	 0.05286
2.60000	 0.00143	 0.05127
2.65000	 0.00431	 0.03990
2.70000	 -0.00169	 0.04538
2.75000	 -0.00433	 0.05444
2.80000	 0.00186	 0.05713
2.85000	 -0.00003	 0.04001
2.90000	 -0.00323	 0.04783
2.95000	 -0.00470	 0.05574
3.00000	 -0.00144	 0.04469
3.05000	 -0.00481	 0.04368
3.10000	 -0.00754	 0.05187
3.15000	 -0.00279	 0.05693
3.20000	 -0.00070	 0.04180
3.25000	 -0.00248	 0.03718
