
Automatic Data Collection:
Thu Feb 21 16:36:38 2019
Data points are recorded 50.000000 ms apart

time (s)	Lift (N)	Drag (N)
0.00000	 0.01186	 0.14383
0.05000	 0.01268	 0.12025
0.10000	 0.00380	 0.13457
0.15000	 -0.01157	 0.12770
0.20000	 0.00268	 0.14118
0.25000	 0.00785	 0.13041
0.30000	 -0.00172	 0.14522
0.35000	 0.00741	 0.15812
0.40000	 0.00535	 0.14984
0.45000	 0.00191	 0.13561
0.50000	 -0.00282	 0.13021
0.55000	 -0.01084	 0.13266
0.60000	 0.00257	 0.13520
0.65000	 0.00110	 0.11832
0.70000	 -0.01436	 0.13581
0.75000	 -0.00458	 0.16358
0.80000	 -0.00245	 0.14770
0.85000	 -0.00490	 0.13794
0.90000	 -0.00710	 0.13679
0.95000	 -0.01112	 0.12129
1.00000	 -0.00222	 0.12031
1.05000	 -0.00214	 0.12764
1.10000	 0.00568	 0.15463
1.15000	 -0.00141	 0.16231
1.20000	 0.00316	 0.15209
1.25000	 0.00045	 0.12778
1.30000	 -0.00090	 0.12628
1.35000	 -0.00619	 0.12530
1.40000	 0.00219	 0.12400
1.45000	 -0.00471	 0.14476
1.50000	 -0.00307	 0.15818
1.55000	 -0.00692	 0.15099
1.60000	 -0.01256	 0.13191
1.65000	 -0.01391	 0.11537
1.70000	 0.00203	 0.11399
1.75000	 -0.00016	 0.13953
1.80000	 0.00135	 0.13483
1.85000	 -0.00380	 0.12810
1.90000	 -0.00220	 0.16421
1.95000	 0.00195	 0.14274
2.00000	 0.00999	 0.11099
2.05000	 0.00637	 0.13211
2.10000	 -0.00014	 0.14842
2.15000	 0.00540	 0.14940
2.20000	 0.00690	 0.12438
2.25000	 0.00386	 0.13015
2.30000	 -0.00127	 0.15033
2.35000	 0.00036	 0.14626
2.40000	 0.00254	 0.13396
2.45000	 0.00592	 0.12960
2.50000	 0.00533	 0.15004
2.55000	 0.00626	 0.14784
2.60000	 0.00679	 0.14606
2.65000	 0.00402	 0.12366
2.70000	 -0.00678	 0.13933
2.75000	 0.00611	 0.13024
2.80000	 0.00859	 0.14109
2.85000	 -0.00040	 0.13457
2.90000	 0.00014	 0.14245
2.95000	 0.00540	 0.14279
3.00000	 0.00754	 0.13976
3.05000	 -0.00623	 0.14115
3.10000	 -0.01321	 0.15316
3.15000	 -0.00482	 0.12770
3.20000	 -0.00284	 0.12311
3.25000	 -0.00850	 0.12219
3.30000	 -0.00696	 0.14239
3.35000	 0.00406	 0.14574
3.40000	 0.00628	 0.13809
3.45000	 0.00180	 0.15116
3.50000	 -0.00605	 0.16427
3.55000	 -0.00265	 0.14813
3.60000	 0.00429	 0.10923
3.65000	 -0.00158	 0.12969
3.70000	 -0.01180	 0.14346
3.75000	 -0.00422	 0.14686
3.80000	 0.00386	 0.14389
3.85000	 0.00546	 0.13318
3.90000	 -0.00715	 0.13895
3.95000	 0.00547	 0.15062
4.00000	 0.00408	 0.13223
4.05000	 -0.00256	 0.11864
4.10000	 -0.00772	 0.15272
4.15000	 -0.00608	 0.15731
4.20000	 -0.00827	 0.14181
4.25000	 -0.00929	 0.13520
4.30000	 -0.00586	 0.12923
4.35000	 0.00422	 0.14248
4.40000	 0.00039	 0.12444
4.45000	 -0.00138	 0.13936
4.50000	 -0.00420	 0.15379
4.55000	 0.00178	 0.14435
4.60000	 -0.00216	 0.11800
4.65000	 -0.00315	 0.14643
4.70000	 -0.00516	 0.15073
4.75000	 0.00054	 0.12602
4.80000	 -0.00003	 0.13191
4.85000	 -0.00586	 0.15440
4.90000	 0.00195	 0.15800
4.95000	 -0.00264	 0.14496
5.00000	 0.00445	 0.13413
5.05000	 0.00538	 0.12447
5.10000	 -0.00074	 0.14308
5.15000	 -0.00475	 0.15945
5.20000	 -0.00383	 0.12464
5.25000	 -0.00703	 0.13408
5.30000	 -0.00569	 0.14744
5.35000	 -0.00106	 0.11962
5.40000	 0.00180	 0.12383
5.45000	 -0.00395	 0.13125
5.50000	 0.00309	 0.14753
5.55000	 0.00899	 0.13286
5.60000	 0.00088	 0.12270
5.65000	 -0.00112	 0.14842
5.70000	 -0.00160	 0.15965
5.75000	 0.00301	 0.13584
5.80000	 0.00673	 0.12392
5.85000	 -0.00082	 0.14721
5.90000	 -0.00338	 0.14297
5.95000	 0.00048	 0.13569
6.00000	 -0.00059	 0.12940
6.05000	 -0.00820	 0.14317
6.10000	 -0.00554	 0.13971
6.15000	 -0.00611	 0.14022
6.20000	 0.00639	 0.14100
6.25000	 0.00512	 0.14741
6.30000	 -0.00502	 0.15619
6.35000	 0.00630	 0.13685
6.40000	 -0.00137	 0.12247
6.45000	 0.00357	 0.12077
6.50000	 0.00073	 0.14427
6.55000	 0.01180	 0.14819
6.60000	 -0.00112	 0.15518
6.65000	 -0.00568	 0.15656
6.70000	 -0.00248	 0.14216
6.75000	 0.00521	 0.12649
6.80000	 -0.00403	 0.12960
6.85000	 0.00529	 0.15587
6.90000	 0.00823	 0.15342
6.95000	 0.00513	 0.13667
7.00000	 -0.00489	 0.13448
7.05000	 -0.00437	 0.15518
7.10000	 -0.00555	 0.14952
7.15000	 0.00881	 0.13053
7.20000	 0.00707	 0.12447
7.25000	 0.00834	 0.12265
7.30000	 -0.00507	 0.14403
7.35000	 0.00341	 0.14149
7.40000	 0.00290	 0.13572
7.45000	 -0.00352	 0.14932
7.50000	 0.00290	 0.15927
7.55000	 0.00437	 0.13390
7.60000	 -0.00540	 0.12034
7.65000	 -0.00681	 0.15021
7.70000	 -0.00056	 0.15463
7.75000	 -0.00417	 0.14346
7.80000	 -0.00946	 0.12628
7.85000	 -0.00355	 0.14265
7.90000	 -0.00037	 0.16239
7.95000	 0.00237	 0.13584
8.00000	 0.00768	 0.12487
8.05000	 0.00082	 0.14799
8.10000	 0.00105	 0.13601
8.15000	 -0.00017	 0.13884
8.20000	 -0.00211	 0.13731
8.25000	 -0.00623	 0.15197
8.30000	 -0.00837	 0.14704
8.35000	 0.00005	 0.13373
8.40000	 -0.00025	 0.12620
8.45000	 -0.00479	 0.14279
8.50000	 -0.00382	 0.14320
8.55000	 0.00088	 0.14799
8.60000	 -0.00119	 0.12654
8.65000	 0.00343	 0.13898
8.70000	 0.01132	 0.14115
8.75000	 0.00203	 0.13463
8.80000	 -0.00079	 0.14028
8.85000	 -0.00758	 0.16369
8.90000	 0.00338	 0.15154
8.95000	 0.00313	 0.13630
9.00000	 -0.00271	 0.13289
9.05000	 -0.00150	 0.14265
9.10000	 -0.00681	 0.13907
9.15000	 0.00392	 0.11257
9.20000	 0.00354	 0.13797
9.25000	 -0.00752	 0.16265
9.30000	 -0.00917	 0.15480
9.35000	 0.00566	 0.13064
9.40000	 0.00510	 0.14158
9.45000	 0.00775	 0.14441
9.50000	 0.01239	 0.13422
9.55000	 0.00419	 0.12522
9.60000	 -0.00495	 0.14634
9.65000	 -0.00253	 0.16118
9.70000	 0.00367	 0.15139
9.75000	 0.01281	 0.13852
9.80000	 0.00403	 0.11907
9.85000	 -0.00047	 0.13907
9.90000	 0.00118	 0.13662
9.95000	 -0.00121	 0.13284
