
Automatic Data Collection:
Thu Feb 21 16:19:53 2019
Data points are recorded 50.000000 ms apart

time (s)	Lift (N)	Drag (N)
0.00000	 -0.00560	 0.05540
0.05000	 0.00264	 0.03799
0.10000	 -0.00234	 0.04114
0.15000	 -0.00251	 0.04919
0.20000	 -0.00062	 0.04870
0.25000	 0.00341	 0.04004
0.30000	 -0.00157	 0.05358
0.35000	 -0.00637	 0.06460
0.40000	 -0.00163	 0.05560
0.45000	 0.00535	 0.03609
0.50000	 0.00243	 0.04073
0.55000	 -0.00394	 0.06483
0.60000	 -0.00169	 0.06749
0.65000	 -0.00454	 0.04766
0.70000	 -0.00337	 0.04079
0.75000	 -0.00316	 0.05739
0.80000	 0.00688	 0.04668
0.85000	 0.00566	 0.04379
0.90000	 0.00073	 0.05667
0.95000	 -0.00065	 0.06397
1.00000	 0.00143	 0.05568
1.05000	 -0.00036	 0.03863
1.10000	 -0.00144	 0.04480
1.15000	 -0.00388	 0.05906
1.20000	 -0.00309	 0.05874
1.25000	 0.00171	 0.04965
1.30000	 -0.00020	 0.05617
1.35000	 -0.00502	 0.06125
1.40000	 -0.00242	 0.05398
1.45000	 0.00388	 0.04558
1.50000	 0.00301	 0.04547
1.55000	 -0.00340	 0.05635
1.60000	 -0.00344	 0.06085
1.65000	 0.00295	 0.04483
1.70000	 0.00383	 0.04824
1.75000	 -0.00191	 0.06048
1.80000	 0.00575	 0.05923
1.85000	 0.00234	 0.04714
1.90000	 -0.00800	 0.03848
1.95000	 -0.00882	 0.05791
2.00000	 -0.00109	 0.05756
2.05000	 0.00220	 0.04977
2.10000	 -0.00244	 0.05860
2.15000	 -0.00371	 0.05606
2.20000	 0.00188	 0.05190
2.25000	 0.00070	 0.04711
2.30000	 -0.00228	 0.06232
2.35000	 -0.00403	 0.06348
2.40000	 0.00133	 0.05488
2.45000	 0.00811	 0.04122
2.50000	 0.00085	 0.05309
2.55000	 -0.00214	 0.06613
2.60000	 -0.00419	 0.06019
2.65000	 0.00527	 0.04541
2.70000	 0.00029	 0.04610
2.75000	 -0.00530	 0.06062
2.80000	 -0.00651	 0.05632
2.85000	 -0.00137	 0.04229
2.90000	 -0.00028	 0.05421
2.95000	 -0.00726	 0.06847
3.00000	 0.00127	 0.06694
3.05000	 0.00391	 0.05144
3.10000	 -0.00397	 0.03814
3.15000	 -0.00948	 0.06183
3.20000	 -0.00253	 0.05231
3.25000	 -0.00340	 0.04838
3.30000	 -0.00383	 0.05130
3.35000	 -0.00823	 0.05638
3.40000	 -0.00214	 0.05418
3.45000	 0.00050	 0.03663
3.50000	 -0.00333	 0.05017
3.55000	 -0.00836	 0.06717
3.60000	 -0.00644	 0.06804
3.65000	 0.00046	 0.04945
3.70000	 0.00431	 0.05147
3.75000	 -0.00346	 0.06183
3.80000	 -0.00213	 0.05825
3.85000	 0.00050	 0.05150
3.90000	 -0.00098	 0.05081
3.95000	 -0.00721	 0.06042
4.00000	 -0.00440	 0.06333
4.05000	 0.00141	 0.04931
4.10000	 -0.00059	 0.04249
4.15000	 -0.00664	 0.05398
4.20000	 0.00267	 0.05730
4.25000	 -0.00127	 0.04980
4.30000	 -0.00594	 0.05173
4.35000	 -0.00713	 0.06120
4.40000	 -0.00050	 0.05566
4.45000	 0.00620	 0.04275
4.50000	 -0.00101	 0.04899
4.55000	 -0.00718	 0.05433
4.60000	 -0.00397	 0.05822
4.65000	 0.00102	 0.05519
4.70000	 -0.00440	 0.06538
4.75000	 -0.00837	 0.06478
4.80000	 -0.00282	 0.05580
4.85000	 0.00490	 0.04402
4.90000	 0.00340	 0.04437
4.95000	 -0.00458	 0.05923
5.00000	 -0.00530	 0.06273
5.05000	 -0.00071	 0.05008
5.10000	 -0.00219	 0.04590
5.15000	 -0.01086	 0.05820
5.20000	 -0.00886	 0.06088
5.25000	 0.00215	 0.04625
5.30000	 0.00532	 0.04088
5.35000	 -0.00205	 0.06296
5.40000	 0.00242	 0.06455
5.45000	 0.00439	 0.05606
5.50000	 -0.00138	 0.04425
5.55000	 -0.00285	 0.06429
5.60000	 0.00291	 0.05687
5.65000	 0.00226	 0.03900
5.70000	 -0.00174	 0.05228
5.75000	 -0.00323	 0.06631
5.80000	 -0.00437	 0.06019
5.85000	 0.00073	 0.05329
5.90000	 -0.00520	 0.05029
5.95000	 -0.00983	 0.05854
6.00000	 -0.00318	 0.06157
6.05000	 0.00457	 0.04749
6.10000	 0.00312	 0.05375
6.15000	 -0.00239	 0.06198
6.20000	 -0.00541	 0.06330
6.25000	 0.00164	 0.05262
6.30000	 0.00177	 0.04717
6.35000	 -0.00217	 0.06062
6.40000	 -0.00682	 0.05765
6.45000	 0.00033	 0.05135
6.50000	 0.00262	 0.05326
6.55000	 -0.00565	 0.06466
6.60000	 -0.00073	 0.06203
6.65000	 0.00160	 0.05159
6.70000	 -0.00199	 0.04541
6.75000	 -0.00366	 0.06908
6.80000	 -0.00053	 0.05776
6.85000	 0.00426	 0.04506
6.90000	 0.00029	 0.05713
6.95000	 -0.00769	 0.06532
7.00000	 -0.00530	 0.06050
7.05000	 0.00051	 0.04131
7.10000	 -0.00315	 0.04959
7.15000	 -0.00602	 0.06867
7.20000	 -0.00144	 0.06654
7.25000	 0.00439	 0.05029
7.30000	 0.00504	 0.04703
7.35000	 -0.00231	 0.06414
7.40000	 -0.00518	 0.06267
7.45000	 0.00606	 0.05892
7.50000	 0.00540	 0.04547
7.55000	 -0.00341	 0.05369
7.60000	 -0.00580	 0.06452
7.65000	 0.00180	 0.05372
7.70000	 0.00228	 0.04267
7.75000	 -0.00042	 0.05713
7.80000	 0.00329	 0.07286
7.85000	 0.00465	 0.05424
7.90000	 -0.00090	 0.05003
7.95000	 -0.00637	 0.05488
8.00000	 -0.00557	 0.06183
8.05000	 0.00161	 0.05427
8.10000	 0.00203	 0.05658
8.15000	 -0.00267	 0.06304
8.20000	 -0.00126	 0.05482
8.25000	 0.00456	 0.04466
8.30000	 0.00126	 0.05516
8.35000	 -0.00679	 0.06079
8.40000	 -0.00338	 0.06154
8.45000	 0.00710	 0.05314
8.50000	 0.00485	 0.05236
8.55000	 -0.00109	 0.06345
8.60000	 -0.00487	 0.06385
8.65000	 -0.00287	 0.04919
8.70000	 -0.00566	 0.04350
8.75000	 -0.01042	 0.05794
8.80000	 -0.00886	 0.06475
8.85000	 -0.00347	 0.04980
8.90000	 0.00499	 0.03992
8.95000	 -0.00292	 0.05883
9.00000	 -0.00057	 0.06368
9.05000	 0.00411	 0.05869
9.10000	 -0.00543	 0.04873
9.15000	 -0.00810	 0.06455
9.20000	 -0.00150	 0.05860
9.25000	 0.00761	 0.04564
9.30000	 0.00820	 0.05314
9.35000	 0.00347	 0.06942
9.40000	 -0.00287	 0.06804
9.45000	 0.00064	 0.05736
9.50000	 -0.00051	 0.04965
9.55000	 -0.00355	 0.05975
9.60000	 -0.00056	 0.06325
9.65000	 0.00726	 0.05473
9.70000	 0.00307	 0.04691
9.75000	 -0.00613	 0.05978
9.80000	 -0.00312	 0.06013
9.85000	 0.00845	 0.04870
9.90000	 0.00428	 0.05236
9.95000	 -0.00344	 0.06224
