
Automatic Data Collection:
Thu Feb 21 16:19:00 2019
Data points are recorded 50.000000 ms apart

time (s)	Lift (N)	Drag (N)
0.00000	 -0.00017	 0.00102
0.05000	 0.00020	 -0.00014
0.10000	 0.00012	 0.00090
0.15000	 -0.00002	 0.00168
0.20000	 -0.00017	 -0.00063
0.25000	 0.00029	 0.00246
0.30000	 0.00025	 0.00018
0.35000	 0.00011	 0.00015
0.40000	 -0.00073	 0.00220
0.45000	 0.00056	 -0.00092
0.50000	 0.00017	 0.00488
0.55000	 0.00090	 -0.00144
0.60000	 0.00070	 0.00266
0.65000	 0.00096	 -0.00066
0.70000	 0.00050	 0.00286
0.75000	 0.00034	 -0.00043
0.80000	 -0.00036	 0.00353
0.85000	 -0.00045	 -0.00100
0.90000	 0.00102	 0.00543
0.95000	 0.00122	 -0.00184
1.00000	 0.00064	 0.00125
1.05000	 0.00076	 0.00032
1.10000	 0.00099	 0.00119
1.15000	 0.00057	 0.00347
1.20000	 -0.00009	 0.00174
1.25000	 0.00037	 -0.00048
1.30000	 0.00053	 0.00240
1.35000	 0.00065	 0.00278
1.40000	 0.00084	 -0.00069
1.45000	 0.00028	 0.00275
1.50000	 0.00095	 0.00145
1.55000	 0.00014	 0.00113
1.60000	 -0.00090	 0.00087
1.65000	 0.00017	 -0.00167
1.70000	 0.00037	 0.00503
1.75000	 0.00067	 -0.00224
1.80000	 0.00067	 0.00361
1.85000	 -0.00064	 -0.00100
1.90000	 0.00019	 0.00226
1.95000	 0.00043	 0.00061
2.00000	 -0.00042	 0.00263
2.05000	 -0.00017	 -0.00175
2.10000	 0.00087	 0.00503
2.15000	 0.00042	 -0.00057
2.20000	 -0.00008	 0.00110
2.25000	 0.00015	 0.00142
2.30000	 0.00085	 0.00093
2.35000	 0.00028	 0.00105
2.40000	 0.00017	 0.00209
2.45000	 0.00042	 -0.00040
2.50000	 0.00009	 0.00191
2.55000	 0.00054	 0.00237
2.60000	 0.00050	 -0.00187
2.65000	 0.00015	 0.00307
2.70000	 0.00059	 0.00056
2.75000	 0.00022	 0.00044
2.80000	 0.00006	 -0.00040
2.85000	 0.00008	 -0.00031
2.90000	 0.00028	 0.00512
2.95000	 0.00057	 -0.00216
3.00000	 0.00014	 0.00367
3.05000	 0.00029	 -0.00011
3.10000	 0.00096	 0.00295
3.15000	 -0.00008	 0.00041
3.20000	 0.00059	 0.00341
3.25000	 0.00012	 -0.00274
3.30000	 -0.00000	 0.00592
3.35000	 0.00040	 -0.00123
3.40000	 0.00067	 0.00128
3.45000	 0.00050	 -0.00106
3.50000	 -0.00009	 0.00157
3.55000	 0.00062	 -0.00037
3.60000	 -0.00011	 0.00180
3.65000	 0.00006	 -0.00121
3.70000	 0.00087	 0.00260
3.75000	 0.00045	 0.00272
3.80000	 -0.00036	 -0.00077
3.85000	 0.00105	 0.00295
3.90000	 0.00141	 0.00183
3.95000	 -0.00030	 0.00032
4.00000	 -0.00037	 0.00171
4.05000	 0.00029	 -0.00014
4.10000	 0.00102	 0.00497
4.15000	 0.00053	 -0.00242
4.20000	 0.00096	 0.00243
4.25000	 0.00070	 0.00032
4.30000	 0.00090	 0.00278
4.35000	 -0.00002	 0.00076
4.40000	 -0.00025	 0.00237
4.45000	 -0.00019	 -0.00317
4.50000	 0.00009	 0.00558
4.55000	 0.00053	 -0.00123
4.60000	 0.00091	 0.00061
4.65000	 0.00068	 0.00159
4.70000	 0.00121	 0.00131
4.75000	 -0.00009	 0.00064
4.80000	 -0.00023	 0.00174
4.85000	 -0.00008	 -0.00045
4.90000	 0.00022	 0.00284
4.95000	 -0.00014	 0.00307
5.00000	 0.00023	 -0.00155
5.05000	 0.00081	 0.00344
5.10000	 0.00108	 0.00214
5.15000	 -0.00045	 -0.00020
5.20000	 -0.00053	 0.00136
5.25000	 0.00067	 -0.00175
