
Automatic Data Collection:
Thu Feb 21 16:29:15 2019
Data points are recorded 50.000000 ms apart

time (s)	Lift (N)	Drag (N)
0.00000	 0.00256	 0.12213
0.05000	 -0.01127	 0.13965
0.10000	 -0.00786	 0.14759
0.15000	 0.00752	 0.13907
0.20000	 0.01137	 0.13240
0.25000	 0.00350	 0.16274
0.30000	 -0.00158	 0.14718
0.35000	 0.00039	 0.12432
0.40000	 -0.00222	 0.13015
0.45000	 0.00152	 0.14868
0.50000	 -0.00630	 0.14392
0.55000	 -0.00495	 0.13702
0.60000	 -0.00906	 0.13376
0.65000	 -0.01712	 0.15391
0.70000	 -0.00568	 0.14940
0.75000	 -0.00761	 0.15431
0.80000	 -0.00609	 0.12092
0.85000	 -0.00397	 0.12908
0.90000	 -0.00030	 0.12781
0.95000	 -0.00197	 0.11667
1.00000	 -0.00116	 0.14432
1.05000	 -0.00186	 0.14747
1.10000	 -0.00282	 0.13185
1.15000	 0.00313	 0.13237
1.20000	 -0.00000	 0.14450
1.25000	 -0.00397	 0.15904
1.30000	 0.00482	 0.14444
1.35000	 0.00839	 0.12265
1.40000	 0.00113	 0.11809
1.45000	 -0.00633	 0.12885
1.50000	 -0.00121	 0.12614
1.55000	 -0.00093	 0.13592
1.60000	 -0.00706	 0.14637
1.65000	 -0.02038	 0.16213
1.70000	 -0.00081	 0.15151
1.75000	 0.00189	 0.13093
1.80000	 -0.00132	 0.10836
1.85000	 -0.00509	 0.12845
1.90000	 -0.00577	 0.13001
1.95000	 -0.00383	 0.11546
2.00000	 -0.01081	 0.12585
2.05000	 -0.01323	 0.14764
2.10000	 0.00005	 0.13489
2.15000	 0.00921	 0.12611
2.20000	 -0.01203	 0.12626
2.25000	 -0.00999	 0.13766
2.30000	 0.00153	 0.13740
2.35000	 0.00346	 0.12308
2.40000	 -0.00161	 0.12842
2.45000	 -0.00096	 0.15347
2.50000	 0.00107	 0.14883
2.55000	 0.00153	 0.13538
2.60000	 -0.00287	 0.13402
2.65000	 -0.01140	 0.15365
2.70000	 -0.00769	 0.14083
2.75000	 -0.00217	 0.11661
2.80000	 -0.00645	 0.12810
2.85000	 -0.00932	 0.14692
2.90000	 -0.00851	 0.14383
2.95000	 -0.00592	 0.13240
3.00000	 -0.01236	 0.12989
3.05000	 -0.00850	 0.14614
3.10000	 -0.00053	 0.14167
3.15000	 -0.00879	 0.12464
3.20000	 -0.00772	 0.12631
3.25000	 -0.00637	 0.15451
3.30000	 -0.00211	 0.13174
3.35000	 0.00357	 0.12675
3.40000	 -0.00130	 0.14175
3.45000	 -0.00692	 0.13898
3.50000	 -0.00048	 0.14450
3.55000	 0.00184	 0.13546
3.60000	 -0.00668	 0.14245
3.65000	 -0.00755	 0.12689
3.70000	 -0.00335	 0.12784
3.75000	 -0.00560	 0.12473
3.80000	 -0.00101	 0.14808
3.85000	 -0.00354	 0.16713
3.90000	 -0.00008	 0.16207
3.95000	 0.00211	 0.12885
4.00000	 -0.01424	 0.13849
4.05000	 -0.02010	 0.13258
4.10000	 -0.00609	 0.13895
4.15000	 -0.00540	 0.11076
4.20000	 0.00513	 0.12712
4.25000	 0.00507	 0.15088
4.30000	 0.00994	 0.16409
4.35000	 -0.00741	 0.14245
4.40000	 -0.01586	 0.13500
4.45000	 -0.00816	 0.16049
4.50000	 0.00530	 0.10897
4.55000	 0.00597	 0.11581
4.60000	 0.00183	 0.16213
4.65000	 -0.00240	 0.16565
4.70000	 0.00020	 0.15105
4.75000	 0.01070	 0.15041
4.80000	 0.00906	 0.14753
4.85000	 0.00698	 0.13815
4.90000	 -0.00205	 0.14525
4.95000	 -0.00178	 0.13693
5.00000	 -0.00893	 0.15783
5.05000	 -0.01199	 0.14724
5.10000	 -0.00118	 0.14738
5.15000	 -0.00177	 0.11125
5.20000	 -0.01580	 0.14256
5.25000	 -0.01033	 0.16300
5.30000	 0.00104	 0.16095
5.35000	 -0.01149	 0.11566
5.40000	 0.00535	 0.11956
5.45000	 0.00518	 0.13235
5.50000	 0.00056	 0.12871
5.55000	 -0.00999	 0.14724
5.60000	 -0.00147	 0.15284
5.65000	 -0.00079	 0.16257
5.70000	 0.00169	 0.13907
5.75000	 -0.00106	 0.12605
5.80000	 -0.00149	 0.14937
5.85000	 0.01137	 0.14660
5.90000	 0.01382	 0.14551
5.95000	 0.00155	 0.15295
6.00000	 -0.00202	 0.15642
6.05000	 -0.00059	 0.13050
6.10000	 -0.00026	 0.11292
6.15000	 0.00295	 0.12770
6.20000	 -0.01113	 0.15108
6.25000	 -0.01278	 0.16430
6.30000	 0.00647	 0.15111
6.35000	 0.00856	 0.12773
6.40000	 0.00828	 0.13693
6.45000	 0.00084	 0.14193
6.50000	 0.00519	 0.14103
6.55000	 -0.00118	 0.13572
6.60000	 -0.00321	 0.15598
6.65000	 -0.00551	 0.15053
6.70000	 -0.00065	 0.14175
6.75000	 -0.00746	 0.11269
6.80000	 -0.01734	 0.12796
6.85000	 0.00445	 0.13090
6.90000	 0.01472	 0.12631
6.95000	 0.00623	 0.14311
7.00000	 -0.01135	 0.16052
7.05000	 -0.00740	 0.14458
7.10000	 0.00161	 0.12600
7.15000	 -0.00357	 0.12946
7.20000	 -0.00577	 0.15313
7.25000	 -0.00222	 0.15417
7.30000	 0.00141	 0.14551
7.35000	 -0.00690	 0.12397
7.40000	 -0.00628	 0.13428
7.45000	 0.00181	 0.12839
7.50000	 -0.00036	 0.11402
7.55000	 0.00825	 0.12926
7.60000	 -0.00161	 0.15454
7.65000	 -0.01196	 0.16233
7.70000	 0.00493	 0.13898
7.75000	 0.00175	 0.12100
7.80000	 0.00546	 0.14288
7.85000	 0.00355	 0.15974
7.90000	 0.00140	 0.13841
7.95000	 -0.00157	 0.12839
8.00000	 -0.00560	 0.14366
8.05000	 -0.00699	 0.14981
8.10000	 -0.00718	 0.13572
8.15000	 -0.00743	 0.13422
8.20000	 -0.00326	 0.14118
8.25000	 0.00023	 0.13258
8.30000	 0.00268	 0.12089
8.35000	 -0.00547	 0.13168
8.40000	 -0.01715	 0.15590
8.45000	 -0.00636	 0.14920
8.50000	 -0.00113	 0.12123
8.55000	 0.00250	 0.14066
8.60000	 0.00222	 0.14813
8.65000	 0.00217	 0.15079
8.70000	 -0.00143	 0.12617
8.75000	 0.00298	 0.13829
8.80000	 -0.00020	 0.14891
8.85000	 0.00133	 0.14655
8.90000	 0.00411	 0.13382
8.95000	 0.00037	 0.10692
9.00000	 -0.00130	 0.14655
9.05000	 0.00132	 0.15200
9.10000	 -0.00315	 0.12937
9.15000	 0.00411	 0.12663
9.20000	 -0.00606	 0.15212
9.25000	 0.00363	 0.15183
9.30000	 0.00871	 0.12118
9.35000	 -0.00532	 0.12524
9.40000	 -0.00689	 0.13823
9.45000	 0.00046	 0.14724
9.50000	 0.00710	 0.13362
9.55000	 -0.00202	 0.15059
9.60000	 -0.00868	 0.16326
9.65000	 -0.00620	 0.14831
9.70000	 0.00732	 0.12190
9.75000	 0.00467	 0.12576
9.80000	 -0.00481	 0.12129
9.85000	 -0.00397	 0.12955
9.90000	 0.00020	 0.15174
9.95000	 -0.00641	 0.16715
