
Automatic Data Collection:
Tue Feb 26 11:57:47 2019
Data points are recorded 50.000000 ms apart

time (s)	Lift (N)	Drag (N)
0.00000	 0.00405	 0.06463
0.05000	 0.00802	 0.07748
0.10000	 0.00664	 0.08591
0.15000	 0.01061	 0.07626
0.20000	 0.00277	 0.07271
0.25000	 0.00201	 0.07393
0.30000	 0.00730	 0.08998
0.35000	 0.01026	 0.07696
0.40000	 0.00216	 0.07448
0.45000	 -0.00026	 0.08723
0.50000	 0.00578	 0.08547
0.55000	 0.00880	 0.08126
0.60000	 0.00461	 0.06853
0.65000	 0.00102	 0.08487
0.70000	 0.00418	 0.08859
0.75000	 0.00874	 0.08033
0.80000	 0.00913	 0.07035
0.85000	 0.00768	 0.08686
0.90000	 0.00619	 0.08622
0.95000	 0.00782	 0.08198
1.00000	 0.00333	 0.06795
1.05000	 -0.00181	 0.08267
1.10000	 0.00176	 0.08943
1.15000	 0.00944	 0.08137
1.20000	 0.00061	 0.07196
1.25000	 0.00388	 0.08169
1.30000	 0.00133	 0.08175
1.35000	 0.00559	 0.08039
1.40000	 0.00531	 0.07658
1.45000	 0.00295	 0.07791
1.50000	 -0.00043	 0.09099
1.55000	 0.00516	 0.08377
1.60000	 0.00325	 0.07121
1.65000	 -0.00266	 0.08663
1.70000	 0.00233	 0.08354
1.75000	 0.01158	 0.07485
1.80000	 0.00764	 0.07003
1.85000	 0.00362	 0.08611
1.90000	 0.00629	 0.08365
1.95000	 0.00975	 0.08253
2.00000	 0.00543	 0.07329
2.05000	 0.00312	 0.09148
2.10000	 -0.00550	 0.08103
2.15000	 0.00018	 0.07638
2.20000	 0.00286	 0.07110
2.25000	 -0.00142	 0.07912
2.30000	 -0.00308	 0.08830
2.35000	 0.00378	 0.08478
2.40000	 0.00576	 0.07987
2.45000	 -0.00159	 0.07771
2.50000	 0.00049	 0.08764
2.55000	 0.00877	 0.08541
2.60000	 0.00669	 0.08039
2.65000	 0.00218	 0.07528
2.70000	 0.00038	 0.08530
2.75000	 0.01027	 0.07638
2.80000	 0.00878	 0.07035
2.85000	 0.00373	 0.08905
2.90000	 0.00485	 0.08351
2.95000	 0.01378	 0.07381
3.00000	 0.00115	 0.07052
3.05000	 -0.00226	 0.08397
3.10000	 0.00035	 0.08461
3.15000	 0.00356	 0.08085
