
Automatic Data Collection:
Tue Feb 26 11:30:53 2019
Data points are recorded 50.000000 ms apart

time (s)	Lift (N)	Drag (N)
0.00000	 -0.00412	 0.05799
0.05000	 -0.00359	 0.05892
0.10000	 -0.00727	 0.06019
0.15000	 -0.00995	 0.06007
0.20000	 -0.00289	 0.05733
0.25000	 -0.00044	 0.05932
0.30000	 -0.00513	 0.05670
0.35000	 -0.00714	 0.06007
0.40000	 -0.00497	 0.05583
0.45000	 -0.00150	 0.06296
0.50000	 -0.00643	 0.05609
0.55000	 -0.01040	 0.06180
0.60000	 -0.00337	 0.05713
0.65000	 -0.00168	 0.05756
0.70000	 -0.00258	 0.05257
0.75000	 -0.00354	 0.06215
0.80000	 -0.00103	 0.05525
0.85000	 -0.00136	 0.06218
0.90000	 -0.00589	 0.05560
0.95000	 -0.00571	 0.05967
1.00000	 -0.00339	 0.06117
1.05000	 -0.00233	 0.05854
1.10000	 -0.00373	 0.05981
1.15000	 -0.00578	 0.05713
1.20000	 -0.00134	 0.05413
1.25000	 0.00060	 0.05846
1.30000	 -0.00437	 0.05851
1.35000	 -0.00454	 0.06079
1.40000	 -0.00280	 0.05742
1.45000	 0.00008	 0.06452
1.50000	 -0.00423	 0.05693
1.55000	 -0.00810	 0.06602
1.60000	 -0.00392	 0.05528
1.65000	 -0.00309	 0.06391
1.70000	 -0.00432	 0.05672
1.75000	 -0.00761	 0.06440
1.80000	 -0.00368	 0.05693
1.85000	 -0.00266	 0.06357
1.90000	 -0.00348	 0.05652
1.95000	 -0.00061	 0.06501
2.00000	 -0.00188	 0.05851
2.05000	 -0.00229	 0.05877
2.10000	 -0.00514	 0.05606
2.15000	 -0.00764	 0.06160
2.20000	 -0.00254	 0.06053
2.25000	 -0.00196	 0.05921
2.30000	 -0.00509	 0.06053
2.35000	 -0.00840	 0.06368
2.40000	 -0.00319	 0.05696
2.45000	 -0.00207	 0.06152
2.50000	 -0.00340	 0.05912
2.55000	 -0.00705	 0.06535
2.60000	 -0.00232	 0.05814
2.65000	 0.00007	 0.06452
2.70000	 -0.00078	 0.05265
2.75000	 -0.00413	 0.06795
2.80000	 -0.00151	 0.05788
2.85000	 -0.00178	 0.06489
2.90000	 -0.00351	 0.05369
2.95000	 -0.00877	 0.06729
3.00000	 -0.00398	 0.05361
3.05000	 -0.00174	 0.06700
3.10000	 0.00046	 0.05522
3.15000	 -0.00727	 0.06738
3.20000	 -0.00322	 0.06178
3.25000	 -0.00291	 0.06533
3.30000	 -0.00837	 0.06160
3.35000	 -0.01006	 0.06039
3.40000	 -0.00547	 0.06033
3.45000	 -0.00575	 0.06082
3.50000	 -0.00838	 0.05987
3.55000	 -0.00499	 0.06463
3.60000	 -0.00313	 0.06166
3.65000	 -0.00089	 0.06264
3.70000	 -0.00658	 0.06218
3.75000	 -0.00502	 0.06784
3.80000	 -0.00528	 0.05964
3.85000	 -0.00105	 0.06743
3.90000	 -0.00227	 0.05811
3.95000	 -0.00492	 0.06902
4.00000	 -0.00792	 0.05681
4.05000	 -0.00219	 0.06657
4.10000	 -0.00607	 0.05496
4.15000	 -0.00818	 0.06697
4.20000	 -0.00700	 0.05874
4.25000	 -0.00063	 0.06677
4.30000	 -0.00167	 0.05592
4.35000	 -0.00531	 0.06862
4.40000	 -0.00426	 0.05970
4.45000	 -0.00285	 0.06475
4.50000	 -0.00657	 0.05661
4.55000	 -0.00347	 0.06077
4.60000	 -0.00229	 0.06446
4.65000	 0.00336	 0.05900
4.70000	 -0.00066	 0.06755
4.75000	 -0.00345	 0.06446
4.80000	 -0.00288	 0.06411
4.85000	 0.00241	 0.06059
4.90000	 -0.00464	 0.06388
4.95000	 -0.00661	 0.06134
5.00000	 -0.00390	 0.06250
5.05000	 -0.00019	 0.05814
5.10000	 -0.00288	 0.05967
5.15000	 -0.00674	 0.06521
5.20000	 -0.00357	 0.06359
5.25000	 -0.00108	 0.06469
5.30000	 -0.00320	 0.06085
5.35000	 -0.00770	 0.06290
5.40000	 -0.00407	 0.06114
5.45000	 -0.00088	 0.06235
5.50000	 0.00117	 0.06152
5.55000	 -0.00590	 0.06642
5.60000	 -0.00345	 0.06515
5.65000	 0.00165	 0.05886
5.70000	 -0.00133	 0.06498
5.75000	 -0.00623	 0.06524
5.80000	 -0.00161	 0.05950
5.85000	 -0.00108	 0.06763
5.90000	 -0.00499	 0.05834
5.95000	 -0.00778	 0.06726
6.00000	 -0.00392	 0.05635
6.05000	 0.00129	 0.06541
6.10000	 -0.00466	 0.05779
6.15000	 -0.00688	 0.06942
6.20000	 -0.00582	 0.05909
6.25000	 -0.00244	 0.06688
6.30000	 -0.00120	 0.05698
6.35000	 -0.00385	 0.06971
6.40000	 -0.00466	 0.05857
6.45000	 -0.00305	 0.06097
6.50000	 0.00019	 0.05719
6.55000	 -0.00647	 0.07052
6.60000	 -0.00609	 0.06085
6.65000	 -0.00212	 0.06417
6.70000	 -0.00018	 0.06062
6.75000	 -0.00629	 0.06455
6.80000	 -0.00340	 0.06359
6.85000	 -0.00123	 0.06128
6.90000	 -0.00571	 0.06331
6.95000	 -0.00237	 0.06582
7.00000	 -0.00347	 0.05903
7.05000	 -0.00043	 0.06556
7.10000	 -0.00401	 0.05906
7.15000	 -0.00354	 0.06937
7.20000	 -0.00401	 0.05938
7.25000	 -0.00067	 0.06296
7.30000	 -0.00151	 0.05603
7.35000	 -0.00536	 0.06862
7.40000	 -0.00506	 0.05941
7.45000	 0.00216	 0.06547
7.50000	 -0.00072	 0.05525
7.55000	 -0.00288	 0.06691
7.60000	 -0.00424	 0.06299
7.65000	 -0.00126	 0.06501
7.70000	 -0.00379	 0.05707
7.75000	 -0.00768	 0.06406
7.80000	 -0.00550	 0.06261
7.85000	 -0.00174	 0.06307
7.90000	 0.00047	 0.05716
7.95000	 -0.00013	 0.06258
8.00000	 -0.00167	 0.06512
8.05000	 0.00297	 0.06117
8.10000	 -0.00385	 0.06322
8.15000	 -0.00899	 0.06839
8.20000	 -0.00706	 0.06218
8.25000	 -0.00171	 0.06429
8.30000	 -0.00533	 0.05970
8.35000	 -0.00722	 0.06668
8.40000	 -0.00362	 0.06016
8.45000	 0.00019	 0.06432
8.50000	 -0.00243	 0.05716
8.55000	 -0.00516	 0.06455
8.60000	 -0.00291	 0.06322
8.65000	 -0.00060	 0.06388
8.70000	 -0.00302	 0.06152
8.75000	 -0.00398	 0.06634
8.80000	 -0.00435	 0.06123
8.85000	 -0.00018	 0.05545
8.90000	 -0.00061	 0.06160
8.95000	 -0.00488	 0.06374
9.00000	 -0.00758	 0.06388
9.05000	 -0.00409	 0.05984
9.10000	 -0.00599	 0.06417
9.15000	 -0.00897	 0.06175
9.20000	 -0.00354	 0.06804
9.25000	 -0.00212	 0.05860
9.30000	 -0.00257	 0.05880
9.35000	 -0.00637	 0.06743
9.40000	 -0.00269	 0.05860
9.45000	 0.00302	 0.06481
9.50000	 -0.00226	 0.06117
9.55000	 -0.00651	 0.06602
9.60000	 -0.00460	 0.06126
9.65000	 -0.00044	 0.06163
9.70000	 -0.00099	 0.06123
9.75000	 -0.00485	 0.06792
9.80000	 -0.00517	 0.06258
9.85000	 -0.00226	 0.06131
