Time,Voltage
728.000000,-0.598667
730.000000,1.401333
732.000000,0.401333
734.000000,-3.598667
736.000000,0.401333
738.000000,-2.598667
740.000000,2.401333
742.000000,0.401333
744.000000,0.401333
746.000000,1.401333
748.000000,-4.598667
750.000000,-0.598667
752.000000,1.401333
754.000000,0.401333
756.000000,0.401333
758.000000,0.401333
760.000000,-0.598667
762.000000,-0.598667
764.000000,1.401333
766.000000,-2.598667
768.000000,1.401333
770.000000,0.401333
772.000000,3.401333
774.000000,-4.598667
776.000000,3.401333
778.000000,0.401333
780.000000,-3.598667
782.000000,-1.598667
784.000000,1.401333
786.000000,-1.598667
788.000000,0.401333
790.000000,0.401333
792.000000,0.401333
794.000000,-2.598667
796.000000,0.401333
798.000000,1.401333
800.000000,0.401333
802.000000,-2.598667
804.000000,-2.598667
806.000000,0.401333
808.000000,0.401333
810.000000,-2.598667
812.000000,1.401333
814.000000,2.401333
816.000000,-1.598667
818.000000,0.401333
820.000000,1.401333
822.000000,2.401333
824.000000,-0.598667
826.000000,-2.598667
828.000000,0.401333
830.000000,0.401333
832.000000,0.401333
834.000000,-0.598667
836.000000,-1.598667
838.000000,-3.598667
840.000000,2.401333
842.000000,1.401333
844.000000,0.401333
846.000000,3.401333
848.000000,-2.598667
850.000000,-0.598667
852.000000,-0.598667
854.000000,1.401333
856.000000,1.401333
858.000000,-0.598667
860.000000,-2.598667
862.000000,1.401333
864.000000,0.401333
866.000000,0.401333
868.000000,3.401333
870.000000,0.401333
872.000000,-0.598667
874.000000,-4.598667
876.000000,-1.598667
878.000000,3.401333
880.000000,-3.598667
882.000000,0.401333
884.000000,2.401333
886.000000,1.401333
888.000000,0.401333
890.000000,-1.598667
892.000000,0.401333
894.000000,-1.598667
896.000000,-1.598667
898.000000,-1.598667
900.000000,-0.598667
902.000000,2.401333
904.000000,-1.598667
906.000000,-0.598667
908.000000,-0.598667
910.000000,0.401333
912.000000,1.401333
914.000000,1.401333
916.000000,1.401333
918.000000,-1.598667
920.000000,2.401333
922.000000,1.401333
924.000000,-4.598667
926.000000,-2.598667
928.000000,0.401333
930.000000,0.401333
932.000000,-1.598667
934.000000,-1.598667
936.000000,1.401333
938.000000,1.401333
940.000000,1.401333
942.000000,-0.598667
944.000000,4.401333
946.000000,-0.598667
948.000000,4.401333
950.000000,-0.598667
952.000000,-4.598667
954.000000,0.401333
956.000000,0.401333
958.000000,1.401333
960.000000,0.401333
962.000000,-4.598667
964.000000,-0.598667
966.000000,-1.598667
968.000000,0.401333
970.000000,0.401333
972.000000,-4.598667
974.000000,-0.598667
976.000000,-4.598667
978.000000,2.401333
980.000000,2.401333
982.000000,1.401333
984.000000,0.401333
986.000000,-1.598667
988.000000,-2.598667
990.000000,2.401333
992.000000,-1.598667
994.000000,0.401333
996.000000,-0.598667
998.000000,2.401333
1000.000000,-2.598667
1002.000000,1.401333
1004.000000,-1.598667
1006.000000,1.401333
1008.000000,1.401333
1010.000000,3.401333
1012.000000,1.401333
1014.000000,0.401333
1016.000000,-3.598667
1018.000000,1.401333
1020.000000,0.401333
1022.000000,0.401333
1024.000000,-4.598667
1026.000000,-4.598667
1028.000000,4.401333
1030.000000,-0.598667
1032.000000,-4.598667
1034.000000,1.401333
1036.000000,-0.598667
1038.000000,0.401333
1040.000000,0.401333
1042.000000,-0.598667
1044.000000,1.401333
1046.000000,0.401333
1048.000000,0.401333
1050.000000,1.401333
1052.000000,-2.598667
1054.000000,0.401333
1056.000000,1.401333
1058.000000,-0.598667
1060.000000,0.401333
1062.000000,4.401333
1064.000000,-0.598667
1066.000000,-1.598667
1068.000000,0.401333
1070.000000,0.401333
1072.000000,1.401333
1074.000000,1.401333
1076.000000,-0.598667
1078.000000,1.401333
1080.000000,-2.598667
1082.000000,0.401333
1084.000000,0.401333
1086.000000,-1.598667
1088.000000,0.401333
1090.000000,-1.598667
1092.000000,-2.598667
1094.000000,-0.598667
1096.000000,-3.598667
1098.000000,-2.598667
1100.000000,-0.598667
1102.000000,2.401333
1104.000000,-0.598667
1106.000000,2.401333
1108.000000,-0.598667
1110.000000,0.401333
1112.000000,0.401333
1114.000000,-3.598667
1116.000000,0.401333
1118.000000,-2.598667
1120.000000,-3.598667
1122.000000,1.401333
1124.000000,0.401333
1126.000000,-0.598667
1128.000000,0.401333
1130.000000,-0.598667
1132.000000,3.401333
1134.000000,1.401333
1136.000000,-0.598667
1138.000000,0.401333
1140.000000,-0.598667
1142.000000,0.401333
1144.000000,-1.598667
1146.000000,1.401333
1148.000000,-1.598667
1150.000000,0.401333
1152.000000,-0.598667
1154.000000,-2.598667
1156.000000,-0.598667
1158.000000,2.401333
1160.000000,-3.598667
1162.000000,1.401333
1164.000000,-2.598667
1166.000000,0.401333
1168.000000,-1.598667
1170.000000,1.401333
1172.000000,-1.598667
1174.000000,1.401333
1176.000000,0.401333
1178.000000,-4.598667
1180.000000,0.401333
1182.000000,-3.598667
1184.000000,0.401333
1186.000000,1.401333
1188.000000,-0.598667
1190.000000,-4.598667
1192.000000,2.401333
1194.000000,0.401333
1196.000000,0.401333
1198.000000,0.401333
1200.000000,-2.598667
1202.000000,-3.598667
1204.000000,0.401333
1206.000000,1.401333
1208.000000,0.401333
1210.000000,1.401333
1212.000000,1.401333
1214.000000,1.401333
1216.000000,0.401333
1218.000000,-3.598667
1220.000000,-0.598667
1222.000000,-0.598667
1224.000000,-2.598667
1226.000000,-1.598667
1228.000000,0.401333
1230.000000,0.401333
1232.000000,2.401333
1234.000000,0.401333
1236.000000,-2.598667
1238.000000,1.401333
1240.000000,-1.598667
1242.000000,0.401333
1244.000000,-5.598667
1246.000000,0.401333
1248.000000,-1.598667
1250.000000,0.401333
1252.000000,-0.598667
1254.000000,-3.598667
1256.000000,-0.598667
1258.000000,0.401333
1260.000000,-2.598667
1262.000000,0.401333
1264.000000,-1.598667
1266.000000,-1.598667
1268.000000,0.401333
1270.000000,0.401333
1272.000000,-0.598667
1274.000000,0.401333
1276.000000,2.401333
1278.000000,0.401333
1280.000000,0.401333
1282.000000,-0.598667
1284.000000,3.401333
1286.000000,-3.598667
1288.000000,2.401333
1290.000000,3.401333
1292.000000,0.401333
1294.000000,-2.598667
1296.000000,-0.598667
1298.000000,0.401333
1300.000000,1.401333
1302.000000,-0.598667
1304.000000,0.401333
1306.000000,1.401333
1308.000000,1.401333
1310.000000,2.401333
1312.000000,-2.598667
1314.000000,-1.598667
1316.000000,0.401333
1318.000000,-1.598667
1320.000000,-0.598667
1322.000000,-2.598667
1324.000000,-0.598667
1326.000000,-0.598667
1328.000000,0.401333
1330.000000,-2.598667
1332.000000,2.401333
1334.000000,-0.598667
1336.000000,1.401333
1338.000000,1.401333
1340.000000,-2.598667
1342.000000,0.401333
1344.000000,1.401333
1346.000000,2.401333
1348.000000,-0.598667
1350.000000,0.401333
1352.000000,-0.598667
1354.000000,-3.598667
1356.000000,0.401333
1358.000000,-2.598667
1360.000000,0.401333
1362.000000,-2.598667
1364.000000,0.401333
1366.000000,-1.598667
1368.000000,1.401333
1370.000000,0.401333
1372.000000,0.401333
1374.000000,0.401333
1376.000000,2.401333
1378.000000,1.401333
1380.000000,-0.598667
1382.000000,2.401333
1384.000000,-3.598667
1386.000000,1.401333
1388.000000,-0.598667
1390.000000,1.401333
1392.000000,-0.598667
1394.000000,1.401333
1396.000000,3.401333
1398.000000,1.401333
1400.000000,0.401333
1402.000000,1.401333
1404.000000,-0.598667
1406.000000,0.401333
1408.000000,3.401333
1410.000000,-2.598667
1412.000000,-0.598667
1414.000000,-1.598667
1416.000000,0.401333
1418.000000,-2.598667
1420.000000,5.401333
1422.000000,-1.598667
1424.000000,0.401333
1426.000000,-0.598667
1428.000000,1.401333
1430.000000,2.401333
1432.000000,-2.598667
1434.000000,-0.598667
1436.000000,1.401333
1438.000000,1.401333
1440.000000,0.401333
1442.000000,-0.598667
1444.000000,-0.598667
1446.000000,0.401333
1448.000000,-0.598667
1450.000000,-1.598667
1452.000000,0.401333
1454.000000,0.401333
1456.000000,0.401333
1458.000000,1.401333
1460.000000,-1.598667
1462.000000,1.401333
1464.000000,0.401333
1466.000000,1.401333
1468.000000,3.401333
1470.000000,-0.598667
1472.000000,1.401333
1474.000000,-1.598667
1476.000000,-0.598667
1478.000000,1.401333
1480.000000,-2.598667
1482.000000,-1.598667
1484.000000,-0.598667
1486.000000,-0.598667
1488.000000,-2.598667
1490.000000,-1.598667
1492.000000,-1.598667
1494.000000,0.401333
1496.000000,-1.598667
1498.000000,1.401333
1500.000000,2.401333
1502.000000,0.401333
1504.000000,-2.598667
1506.000000,1.401333
1508.000000,0.401333
1510.000000,1.401333
1512.000000,-2.598667
1514.000000,1.401333
1516.000000,-0.598667
1518.000000,1.401333
1520.000000,-0.598667
1522.000000,0.401333
1524.000000,0.401333
1526.000000,-2.598667
1528.000000,-0.598667
1530.000000,1.401333
1532.000000,0.401333
1534.000000,0.401333
1536.000000,-1.598667
1538.000000,0.401333
1540.000000,2.401333
1542.000000,2.401333
1544.000000,-1.598667
1546.000000,-0.598667
1548.000000,-2.598667
1550.000000,1.401333
1552.000000,-3.598667
1554.000000,-1.598667
1556.000000,-1.598667
1558.000000,-2.598667
1560.000000,-2.598667
1562.000000,-5.598667
1564.000000,-1.598667
1566.000000,-0.598667
1568.000000,0.401333
1570.000000,-2.598667
1572.000000,4.401333
1574.000000,-1.598667
1576.000000,0.401333
1578.000000,-4.598667
1580.000000,-0.598667
1582.000000,-3.598667
1584.000000,-2.598667
1586.000000,0.401333
1588.000000,0.401333
1590.000000,-0.598667
1592.000000,-4.598667
1594.000000,-0.598667
1596.000000,-1.598667
1598.000000,-2.598667
1600.000000,0.401333
1602.000000,0.401333
1604.000000,-0.598667
1606.000000,0.401333
1608.000000,1.401333
1610.000000,-2.598667
1612.000000,-1.598667
1614.000000,0.401333
1616.000000,-0.598667
1618.000000,-0.598667
1620.000000,-0.598667
1622.000000,-2.598667
1624.000000,2.401333
1626.000000,0.401333
1628.000000,1.401333
1630.000000,-2.598667
1632.000000,0.401333
1634.000000,1.401333
1636.000000,-1.598667
1638.000000,-1.598667
1640.000000,-1.598667
1642.000000,0.401333
1644.000000,-0.598667
1646.000000,1.401333
1648.000000,3.401333
1650.000000,-1.598667
1652.000000,1.401333
1654.000000,1.401333
1656.000000,0.401333
1658.000000,0.401333
1660.000000,-1.598667
1662.000000,-5.598667
1664.000000,0.401333
1666.000000,0.401333
1668.000000,0.401333
1670.000000,-1.598667
1672.000000,0.401333
1674.000000,5.401333
1676.000000,1.401333
1678.000000,-0.598667
1680.000000,1.401333
1682.000000,-2.598667
1684.000000,-0.598667
1686.000000,2.401333
1688.000000,-1.598667
1690.000000,0.401333
1692.000000,-0.598667
1694.000000,-1.598667
1696.000000,5.401333
1698.000000,-0.598667
1700.000000,1.401333
1702.000000,2.401333
1704.000000,-0.598667
1706.000000,1.401333
1708.000000,1.401333
1710.000000,0.401333
1712.000000,-0.598667
1714.000000,1.401333
1716.000000,0.401333
1718.000000,0.401333
1720.000000,-0.598667
1722.000000,0.401333
1724.000000,0.401333
1726.000000,0.401333
1728.000000,-0.598667
1730.000000,0.401333
1732.000000,0.401333
1734.000000,-0.598667
1736.000000,-0.598667
1738.000000,-1.598667
1740.000000,-3.598667
1742.000000,-4.598667
1744.000000,0.401333
1746.000000,-0.598667
1748.000000,0.401333
1750.000000,2.401333
1752.000000,0.401333
1754.000000,1.401333
1756.000000,1.401333
1758.000000,0.401333
1760.000000,-0.598667
1762.000000,-4.598667
1764.000000,4.401333
1766.000000,-1.598667
1768.000000,2.401333
1770.000000,1.401333
1772.000000,-1.598667
1774.000000,0.401333
1776.000000,0.401333
1778.000000,1.401333
1780.000000,0.401333
1782.000000,-0.598667
1784.000000,0.401333
1786.000000,0.401333
1788.000000,-0.598667
1790.000000,1.401333
1792.000000,1.401333
1794.000000,-2.598667
1796.000000,2.401333
1798.000000,0.401333
1800.000000,-0.598667
1802.000000,0.401333
1804.000000,0.401333
1806.000000,0.401333
1808.000000,0.401333
1810.000000,-1.598667
1812.000000,-0.598667
1814.000000,-1.598667
1816.000000,-2.598667
1818.000000,0.401333
1820.000000,0.401333
1822.000000,-2.598667
1824.000000,0.401333
1826.000000,0.401333
1828.000000,0.401333
1830.000000,0.401333
1832.000000,0.401333
1834.000000,-2.598667
1836.000000,-0.598667
1838.000000,0.401333
1840.000000,0.401333
1842.000000,-4.598667
1844.000000,-0.598667
1846.000000,4.401333
1848.000000,-6.598667
1850.000000,-0.598667
1852.000000,2.401333
1854.000000,1.401333
1856.000000,-0.598667
1858.000000,-3.598667
1860.000000,-2.598667
1862.000000,0.401333
1864.000000,0.401333
1866.000000,-3.598667
1868.000000,0.401333
1870.000000,1.401333
1872.000000,3.401333
1874.000000,-1.598667
1876.000000,-0.598667
1878.000000,1.401333
1880.000000,-2.598667
1882.000000,1.401333
1884.000000,-0.598667
1886.000000,0.401333
1888.000000,5.401333
1890.000000,1.401333
1892.000000,-0.598667
1894.000000,0.401333
1896.000000,0.401333
1898.000000,0.401333
1900.000000,-0.598667
1902.000000,-3.598667
1904.000000,0.401333
1906.000000,0.401333
1908.000000,0.401333
1910.000000,-1.598667
1912.000000,-0.598667
1914.000000,-0.598667
1916.000000,-0.598667
1918.000000,-2.598667
1920.000000,0.401333
1922.000000,-1.598667
1924.000000,0.401333
1926.000000,1.401333
1928.000000,0.401333
1930.000000,0.401333
1932.000000,0.401333
1934.000000,1.401333
1936.000000,-1.598667
1938.000000,-1.598667
1940.000000,1.401333
1942.000000,1.401333
1944.000000,0.401333
1946.000000,1.401333
1948.000000,1.401333
1950.000000,0.401333
1952.000000,-0.598667
1954.000000,-2.598667
1956.000000,0.401333
1958.000000,4.401333
1960.000000,1.401333
1962.000000,0.401333
1964.000000,-0.598667
1966.000000,1.401333
1968.000000,-0.598667
1970.000000,1.401333
1972.000000,1.401333
1974.000000,1.401333
1976.000000,0.401333
1978.000000,0.401333
1980.000000,-3.598667
1982.000000,-2.598667
1984.000000,0.401333
1986.000000,-0.598667
1988.000000,3.401333
1990.000000,0.401333
1992.000000,-6.598667
1994.000000,0.401333
1996.000000,2.401333
1998.000000,-0.598667
2000.000000,6.401333
2002.000000,0.401333
2004.000000,-0.598667
2006.000000,-0.598667
2008.000000,-2.598667
2010.000000,1.401333
2012.000000,-5.598667
2014.000000,1.401333
2016.000000,0.401333
2018.000000,0.401333
2020.000000,0.401333
2022.000000,-0.598667
2024.000000,1.401333
2026.000000,1.401333
2028.000000,2.401333
2030.000000,-1.598667
2032.000000,0.401333
2034.000000,-3.598667
2036.000000,0.401333
2038.000000,0.401333
2040.000000,-2.598667
2042.000000,1.401333
2044.000000,3.401333
2046.000000,0.401333
2048.000000,2.401333
2050.000000,2.401333
2052.000000,0.401333
2054.000000,1.401333
2056.000000,0.401333
2058.000000,0.401333
2060.000000,0.401333
2062.000000,1.401333
2064.000000,-0.598667
2066.000000,1.401333
2068.000000,1.401333
2070.000000,0.401333
2072.000000,0.401333
2074.000000,1.401333
2076.000000,1.401333
2078.000000,-4.598667
2080.000000,0.401333
2082.000000,-4.598667
2084.000000,3.401333
2086.000000,0.401333
2088.000000,0.401333
2090.000000,0.401333
2092.000000,0.401333
2094.000000,1.401333
2096.000000,-0.598667
2098.000000,1.401333
2100.000000,0.401333
2102.000000,-1.598667
2104.000000,0.401333
2106.000000,0.401333
2108.000000,2.401333
2110.000000,1.401333
2112.000000,-0.598667
2114.000000,-0.598667
2116.000000,0.401333
2118.000000,-0.598667
2120.000000,0.401333
2122.000000,1.401333
2124.000000,1.401333
2126.000000,2.401333
2128.000000,-0.598667
2130.000000,3.401333
2132.000000,-0.598667
2134.000000,1.401333
2136.000000,1.401333
2138.000000,-1.598667
2140.000000,-1.598667
2142.000000,2.401333
2144.000000,3.401333
2146.000000,-0.598667
2148.000000,0.401333
2150.000000,-3.598667
2152.000000,1.401333
2154.000000,0.401333
2156.000000,1.401333
2158.000000,-1.598667
2160.000000,3.401333
2162.000000,-2.598667
2164.000000,1.401333
2166.000000,0.401333
2168.000000,0.401333
2170.000000,-2.598667
2172.000000,1.401333
2174.000000,2.401333
2176.000000,0.401333
2178.000000,-0.598667
2180.000000,-2.598667
2182.000000,1.401333
2184.000000,-1.598667
2186.000000,-0.598667
2188.000000,1.401333
2190.000000,-2.598667
2192.000000,4.401333
2194.000000,0.401333
2196.000000,0.401333
2198.000000,1.401333
2200.000000,0.401333
2202.000000,0.401333
2204.000000,0.401333
2206.000000,1.401333
2208.000000,0.401333
2210.000000,0.401333
2212.000000,2.401333
2214.000000,0.401333
2216.000000,0.401333
2218.000000,1.401333
2220.000000,-3.598667
2222.000000,-0.598667
2224.000000,-2.598667
2226.000000,1.401333
2228.000000,1.401333
2230.000000,1.401333
2232.000000,1.401333
2234.000000,1.401333
2236.000000,1.401333
2238.000000,1.401333
2240.000000,-0.598667
2242.000000,1.401333
2244.000000,0.401333
2246.000000,3.401333
2248.000000,-2.598667
2250.000000,2.401333
2252.000000,1.401333
2254.000000,-1.598667
2256.000000,3.401333
2258.000000,-1.598667
2260.000000,3.401333
2262.000000,1.401333
2264.000000,-0.598667
2266.000000,1.401333
2268.000000,1.401333
2270.000000,2.401333
2272.000000,5.401333
2274.000000,1.401333
2276.000000,3.401333
2278.000000,0.401333
2280.000000,0.401333
2282.000000,1.401333
2284.000000,-0.598667
2286.000000,1.401333
2288.000000,-0.598667
2290.000000,-3.598667
2292.000000,2.401333
2294.000000,0.401333
2296.000000,2.401333
2298.000000,3.401333
2300.000000,1.401333
2302.000000,1.401333
2304.000000,-1.598667
2306.000000,1.401333
2308.000000,-1.598667
2310.000000,-2.598667
2312.000000,0.401333
2314.000000,-4.598667
2316.000000,-0.598667
2318.000000,-1.598667
2320.000000,5.401333
2322.000000,0.401333
2324.000000,3.401333
2326.000000,1.401333
2328.000000,0.401333
2330.000000,-0.598667
2332.000000,-2.598667
2334.000000,0.401333
2336.000000,0.401333
2338.000000,-2.598667
2340.000000,-0.598667
2342.000000,1.401333
2344.000000,0.401333
2346.000000,0.401333
2348.000000,2.401333
2350.000000,5.401333
2352.000000,1.401333
2354.000000,1.401333
2356.000000,-1.598667
2358.000000,-2.598667
2360.000000,-6.598667
2362.000000,0.401333
2364.000000,0.401333
2366.000000,0.401333
2368.000000,-0.598667
2370.000000,6.401333
2372.000000,5.401333
2374.000000,1.401333
2376.000000,1.401333
2378.000000,0.401333
2380.000000,2.401333
2382.000000,-1.598667
2384.000000,-2.598667
2386.000000,-6.598667
2388.000000,-2.598667
2390.000000,-2.598667
2392.000000,2.401333
2394.000000,1.401333
2396.000000,3.401333
2398.000000,4.401333
2400.000000,4.401333
2402.000000,2.401333
2404.000000,-0.598667
2406.000000,0.401333
2408.000000,1.401333
2410.000000,-6.598667
2412.000000,-1.598667
2414.000000,-2.598667
2416.000000,-1.598667
2418.000000,1.401333
2420.000000,-0.598667
2422.000000,4.401333
2424.000000,4.401333
2426.000000,3.401333
2428.000000,2.401333
2430.000000,3.401333
2432.000000,4.401333
2434.000000,-5.598667
2436.000000,-2.598667
2438.000000,-1.598667
2440.000000,0.401333
2442.000000,-1.598667
2444.000000,-2.598667
2446.000000,2.401333
2448.000000,5.401333
2450.000000,3.401333
2452.000000,3.401333
2454.000000,1.401333
2456.000000,1.401333
2458.000000,-1.598667
2460.000000,-6.598667
2462.000000,-5.598667
2464.000000,-4.598667
2466.000000,-4.598667
2468.000000,1.401333
2470.000000,2.401333
2472.000000,2.401333
2474.000000,2.401333
2476.000000,1.401333
2478.000000,3.401333
2480.000000,1.401333
2482.000000,-2.598667
2484.000000,-2.598667
2486.000000,-2.598667
2488.000000,0.401333
2490.000000,-3.598667
2492.000000,-6.598667
2494.000000,-1.598667
2496.000000,0.401333
2498.000000,0.401333
2500.000000,-0.598667
2502.000000,1.401333
2504.000000,3.401333
2506.000000,2.401333
2508.000000,4.401333
2510.000000,3.401333
2512.000000,-0.598667
2514.000000,-1.598667
2516.000000,0.401333
2518.000000,1.401333
2520.000000,-4.598667
2522.000000,-2.598667
2524.000000,-2.598667
2526.000000,1.401333
2528.000000,0.401333
2530.000000,2.401333
2532.000000,-0.598667
