Time,Integral 1200,Integral 7400
1546990406.021122,-839.000000,-2051.000000
1546990405.893820,-2528.000000,-5403.000000
1546990405.956901,-1190.000000,-1819.000000
1546990405.958936,-4719.000000,-7311.000000
1546990405.980973,-3411.000000,-5811.000000
1546990406.006872,142.000000,115.000000
1546990406.021122,-2191.000000,-3272.000000
1546990406.021725,-2663.000000,-4456.000000
1546990406.077322,210.000000,1293.000000
1546990406.118024,17268.000000,28632.000000
1546990406.118580,-1324.000000,-2732.000000
1546990406.126266,-3114.000000,-4102.000000
1546990406.143141,-1189.000000,-2246.000000
1546990406.152256,-2015.000000,-3706.000000
1546990406.162502,-1248.000000,-2245.000000
1546990406.182229,9979.000000,16506.000000
1546990406.203128,-3388.000000,-6215.000000
1546990406.207925,-1588.000000,-2778.000000
1546990406.226405,13057.000000,22562.000000
1546990406.232217,32496.000000,53540.000000
1546990406.282229,-5077.000000,-8911.000000
1546990406.296079,10814.000000,18829.000000
1546990406.315642,-5093.000000,-8305.000000
1546990406.348368,-308.000000,-506.000000
1546990406.355134,-2541.000000,-3350.000000
1546990406.362278,8128.000000,11082.000000
1546990406.389596,-747.000000,-1564.000000
1546990406.397963,65.000000,294.000000
1546990406.400959,-245.000000,-408.000000
1546990406.406130,9140.000000,16431.000000
1546990406.444819,-595.000000,-1402.000000
1546990406.446963,-2917.000000,-6892.000000
1546990406.449322,-2828.000000,-5075.000000
1546990406.450315,-2268.000000,-3694.000000
1546990406.458570,-4859.000000,-8724.000000
1546990406.481346,-205.000000,-1364.000000
1546990406.498600,-642.000000,-877.000000
1546990406.515050,-3065.000000,-5603.000000
1546990406.528548,11290.000000,20329.000000
1546990406.535159,-177.000000,-1164.000000
1546990406.547885,7797.000000,11965.000000
1546990406.553008,-1744.000000,-2918.000000
1546990406.561974,-3874.000000,-7264.000000
1546990406.575810,-4763.000000,-8223.000000
1546990406.618531,-4035.000000,-7449.000000
1546990406.653316,361.000000,-1675.000000
1546990406.669560,-2956.000000,-4226.000000
1546990406.682849,-121.000000,-720.000000
1546990406.684777,-1981.000000,-2684.000000
1546990406.706110,772.000000,-31.000000
1546990406.713099,-4733.000000,-8205.000000
1546990406.727498,13200.000000,24979.000000
1546990406.731232,-3582.000000,-5818.000000
1546990406.731442,-1860.000000,-4086.000000
1546990406.758739,-2417.000000,-4521.000000
1546990406.763597,11543.000000,19045.000000
1546990406.775561,16190.000000,25347.000000
1546990406.795742,-1323.000000,-2433.000000
1546990406.805703,7414.000000,12495.000000
1546990406.816167,-858.000000,-2464.000000
1546990406.823245,-5220.000000,-7923.000000
1546990406.824315,16147.000000,25409.000000
1546990406.877680,15799.000000,27211.000000
1546990406.883827,-3941.000000,-5881.000000
1546990406.886163,154.000000,-255.000000
1546990406.900747,-330.000000,-1023.000000
1546990406.903052,-2766.000000,-5734.000000
1546990406.919476,16438.000000,27644.000000
1546990406.925678,926.000000,694.000000
1546990406.932260,-142.000000,2.000000
1546990406.936904,-5357.000000,-8358.000000
1546990406.963280,12598.000000,20392.000000
1546990406.989881,-141.000000,1018.000000
1546990406.999936,-1735.000000,-4144.000000
1546990407.011968,-4509.000000,-8255.000000
1546990407.032611,-5351.000000,-9489.000000
1546990407.047187,-4427.000000,-6883.000000
1546990407.048068,7992.000000,11720.000000
1546990407.068913,-846.000000,-1807.000000
1546990407.107358,9039.000000,15028.000000
1546990407.121374,-1152.000000,-2527.000000
1546990407.132330,-1396.000000,-1693.000000
1546990407.135295,-780.000000,-2406.000000
1546990407.154050,113163.000000,192551.000000
1546990407.179250,240.000000,1771.000000
1546990407.202648,-2979.000000,-5574.000000
1546990407.228128,11838.000000,19177.000000
1546990407.231375,303.000000,59.000000
1546990407.242913,-699.000000,-1743.000000
1546990407.274374,-1412.000000,-3143.000000
1546990407.295067,172979.000000,292303.000000
