0.007	0.475	0.632	0.116	0.183	0.200	0.165
0.444	0.696	0.305	0.090	0.149	-0.034	0.144
0.373	0.781	0.770	0.232	0.423	0.439	0.247
0.498	0.878	0.626	0.187	0.304	0.328	0.027
-0.594	1.791	1.477	0.961	0.835	0.395	0.397
0.420	0.651	0.715	0.150	0.337	0.304	0.256
0.074	0.023	0.029	0.441	-0.093	0.219	0.197
-0.030	0.690	0.592	0.502	0.617	0.520	0.087
0.250	0.643	0.905	0.216	0.345	0.274	0.305
1.143	0.884	1.006	0.298	0.546	0.270	0.287
-1.720	0.872	1.389	0.708	1.062	0.623	0.671
1.232	0.242	0.179	0.001	-0.137	0.052	-0.467
0.325	0.263	0.506	0.634	0.643	0.333	-0.035
0.039	0.004	0.186	0.419	0.470	0.270	-0.285
0.123	0.680	0.782	0.225	0.452	0.320	0.186
0.308	0.803	0.841	0.437	0.852	0.459	0.264
0.590	1.304	0.724	0.322	0.744	0.552	0.415
0.203	0.777	0.582	0.160	0.120	0.356	-0.090
0.657	0.152	0.251	0.504	0.314	0.118	0.302
0.105	0.027	0.250	0.317	0.204	0.281	0.035
0.448	0.584	0.846	0.452	0.515	0.202	0.553
-1.071	0.031	0.073	0.900	0.288	0.411	-0.183
0.427	0.905	0.419	0.157	0.226	0.221	0.149
0.263	1.808	1.481	0.568	0.795	0.689	0.456
0.292	1.197	1.145	0.466	0.496	0.464	0.266
0.494	0.836	0.822	0.231	0.297	0.200	0.271
0.711	0.185	0.590	0.485	0.029	0.237	0.461
0.399	0.212	0.252	0.459	0.443	-0.162	0.374
0.345	0.814	0.318	0.104	0.184	0.070	0.128
0.187	0.951	0.389	0.191	0.224	0.059	0.215
0.279	0.781	0.568	0.137	0.228	0.349	0.245
-0.475	0.459	0.738	0.173	0.236	-0.055	0.214
-0.408	0.337	0.507	0.408	0.260	0.284	0.219
0.316	1.361	1.182	0.433	0.686	0.620	0.460
-0.540	0.296	0.686	0.313	0.265	0.305	-0.267
0.413	0.856	0.708	0.246	0.416	0.432	0.320
0.398	1.435	1.065	0.375	0.528	0.383	0.207
-0.232	0.554	0.737	0.605	0.548	0.366	0.403
0.085	0.650	-0.296	0.508	-0.298	-0.098	0.195
-0.271	1.579	1.366	0.546	0.844	0.577	0.502
0.660	1.281	0.869	0.381	0.565	0.615	0.132
0.347	0.758	0.814	0.264	0.315	0.152	0.185
1.066	1.742	0.820	0.340	0.497	0.414	0.142
-0.392	0.786	0.700	0.155	0.397	0.129	0.308
0.822	0.719	0.597	0.503	-0.044	0.113	0.255
-0.133	2.144	1.371	0.422	0.537	0.349	0.303
-0.785	0.409	0.685	-0.219	0.034	0.598	-0.469
0.973	1.668	0.836	0.368	0.726	0.426	0.460
0.212	0.775	0.258	0.202	0.081	0.133	0.058
0.025	2.060	1.530	0.560	0.702	0.592	0.442
-0.662	0.722	0.861	0.536	0.693	0.240	0.552
0.232	0.850	0.662	0.150	0.218	0.190	0.210
-0.758	1.395	1.469	0.976	0.949	0.424	0.369
0.354	0.126	0.113	0.320	0.545	0.022	-0.050
-0.886	2.066	1.476	0.488	0.637	0.431	0.416
0.181	0.635	0.471	0.012	0.127	0.009	0.046
0.160	0.446	0.447	-0.020	0.157	0.055	0.079
-0.247	0.605	0.764	0.525	0.457	0.509	0.549
-1.235	1.196	1.294	0.790	1.013	0.556	0.749
-0.091	0.538	0.675	0.080	0.162	0.197	-0.061
0.313	0.509	0.183	-0.006	0.111	0.061	0.052
-0.031	-0.009	0.166	0.466	0.230	0.311	0.047
-0.042	-0.075	0.089	0.248	-0.059	0.201	0.205
0.237	0.751	0.502	0.131	0.117	0.204	0.150
0.208	0.632	0.868	0.735	0.524	0.394	0.393
0.056	0.473	0.388	-0.013	-0.030	0.111	0.144
0.186	0.851	1.100	0.272	0.450	0.198	0.274
1.253	0.772	0.844	0.193	0.475	0.322	0.475
-0.041	0.105	0.405	0.401	0.162	0.067	0.059
0.711	0.208	0.450	0.549	0.390	0.165	0.154
0.088	0.486	0.659	0.156	0.266	0.165	0.084
0.243	0.554	0.697	0.139	0.204	0.128	0.224
0.311	0.699	0.237	0.062	0.178	-0.053	0.111
0.331	0.732	0.766	0.233	0.318	0.285	0.262
0.479	0.824	0.648	0.179	0.381	0.283	0.284
0.759	0.874	0.645	0.196	0.273	0.289	0.277
0.409	-0.049	0.415	0.533	0.453	0.193	0.271
-0.567	0.655	0.600	-0.086	0.128	-0.078	0.343
0.063	0.261	0.367	0.436	0.453	0.230	-0.047
0.639	2.175	1.518	0.494	0.660	0.333	0.411
-1.153	0.386	0.930	0.448	0.473	0.342	-0.023
0.067	0.672	0.210	0.174	0.039	-0.053	0.024
0.502	0.779	0.274	0.192	0.021	0.027	0.231
0.418	0.917	0.668	0.245	0.292	0.378	0.095
0.741	2.406	1.449	0.466	0.607	0.377	0.329
-0.082	0.336	0.682	0.273	0.324	0.004	0.215
-0.033	0.297	0.420	0.251	0.019	0.353	-0.368
0.262	0.571	0.667	0.117	0.306	0.304	0.282
-0.031	0.304	0.688	0.270	0.399	0.031	0.232
-0.936	0.090	0.475	0.142	-0.508	0.842	-0.234
0.077	0.681	0.747	0.117	0.074	0.200	0.161
0.126	0.440	0.109	-0.125	-0.063	0.144	-0.085
0.125	0.444	0.564	0.076	-0.078	0.334	-0.235
0.712	0.372	0.683	0.183	0.118	0.110	0.001
0.226	1.333	0.698	0.367	0.419	0.469	0.127
0.454	0.834	0.634	0.203	0.286	0.312	0.304
0.210	0.877	0.271	0.187	-0.090	0.201	0.086
0.098	0.841	0.291	0.158	0.058	-0.688	0.904
0.236	0.193	0.298	0.463	0.033	0.290	0.118
0.614	0.209	0.400	0.506	0.538	0.228	0.364
0.919	0.579	0.741	0.191	0.179	0.105	0.052
0.252	0.786	0.262	0.154	0.037	0.092	0.032
0.992	1.099	0.942	0.277	0.316	0.650	0.218
0.353	0.526	0.146	-0.109	0.131	0.131	-0.133
0.676	1.084	0.630	0.258	0.197	0.671	-0.193
0.082	0.641	0.893	0.172	0.161	0.098	0.262
0.395	0.949	0.372	0.196	0.098	0.152	0.109
0.291	0.356	0.618	0.641	0.341	0.355	0.368
0.389	0.262	0.361	0.454	0.552	0.214	0.233
0.363	0.635	0.742	0.129	0.147	0.384	-0.075
0.805	0.588	0.443	-0.019	0.116	0.019	0.291
0.863	0.346	0.482	0.248	0.697	0.317	0.441
0.296	0.591	0.611	0.091	0.185	0.139	0.125
-0.049	0.316	0.593	0.187	0.187	0.010	0.169
0.125	2.430	1.412	0.459	0.582	0.446	0.240
-0.079	0.268	0.582	0.259	0.131	0.055	0.081
0.292	0.829	0.300	0.099	0.010	0.104	0.022
-0.120	0.604	0.779	0.619	0.464	0.284	0.535
0.194	0.566	0.642	0.112	0.077	0.237	-0.093
0.319	1.243	0.959	0.324	0.486	0.730	0.009
0.958	0.724	0.358	0.110	0.138	-0.008	-0.248
-0.097	0.076	0.540	0.120	-0.049	0.249	-0.460
1.056	1.203	1.003	0.352	0.545	0.598	0.390
0.948	1.170	0.485	0.231	0.149	0.339	-0.195
0.585	0.586	0.308	0.072	-0.039	0.006	-0.074
0.127	0.603	0.663	0.081	0.042	0.590	-0.180
0.164	0.313	0.525	0.651	0.436	0.488	0.313
0.560	0.253	0.439	0.653	0.491	0.274	0.210
0.385	1.147	0.688	0.349	0.317	0.440	0.239
1.494	1.978	1.147	0.404	0.376	0.433	0.282
-0.269	0.066	0.217	0.595	0.303	-0.029	0.129
-0.520	-0.047	0.126	0.193	-0.189	-0.047	0.254
0.209	0.922	0.718	0.170	0.289	0.126	0.259
0.228	0.794	0.265	0.096	-0.129	0.386	-0.047
-0.066	0.105	0.152	0.522	0.181	-0.002	0.096
0.716	2.243	1.493	0.503	0.614	0.416	0.210
-0.258	0.150	0.574	0.270	0.180	-0.006	0.152
-1.313	0.254	0.423	0.029	0.866	0.450	-0.469
-0.129	0.848	0.663	0.183	0.247	0.292	0.126
-0.380	0.695	0.714	0.624	0.489	0.449	0.194
-0.308	0.555	0.525	0.176	0.181	-0.151	0.258
-0.300	0.022	0.397	0.193	0.080	-0.446	0.068
-0.176	-0.018	0.437	0.073	0.063	-0.243	0.174
0.964	1.648	1.058	0.363	0.419	0.498	0.146
0.441	0.125	0.360	0.447	0.396	0.319	-0.059
0.383	1.367	0.946	0.316	0.384	0.295	0.222
0.431	0.764	0.239	0.091	0.067	0.073	-0.032
0.408	1.476	1.115	0.454	0.602	0.739	0.865
0.011	2.060	1.428	0.445	0.595	0.278	0.220
0.523	0.582	0.295	0.076	0.102	-0.075	0.042
0.441	2.322	1.533	0.505	0.643	0.327	0.261
0.204	0.126	0.558	0.599	0.215	0.324	0.262
-0.050	0.131	0.106	0.496	-0.033	0.377	0.118
0.455	0.706	0.853	0.249	0.312	0.280	0.153
-0.466	1.165	1.095	0.337	0.649	0.596	0.426
0.526	0.795	0.728	0.196	0.378	0.758	0.071
0.333	1.012	0.813	0.285	0.370	0.566	0.358
0.909	2.504	1.406	0.491	0.588	0.356	0.335
0.744	1.092	0.992	0.356	0.512	0.285	0.378
-0.597	2.017	1.433	0.482	0.762	0.720	0.552
0.027	0.270	0.599	0.212	0.164	0.222	-0.025
0.340	0.516	0.710	0.179	0.254	0.241	0.152
0.154	1.595	1.196	0.444	0.693	0.891	0.151
0.049	0.349	0.635	0.648	0.315	0.416	-0.001
0.268	0.832	0.493	0.115	0.155	0.167	0.119
-0.242	0.728	0.492	0.064	0.052	0.163	-0.059
0.805	0.801	0.370	0.035	0.216	-0.043	-0.053
0.513	1.182	0.876	0.242	0.446	0.226	0.221
-0.379	0.619	0.695	0.565	0.882	0.933	0.056
-0.046	0.496	0.658	-0.179	0.034	0.217	-0.124
0.287	0.851	0.313	0.173	0.156	-0.007	0.122
0.164	1.157	1.040	0.390	0.742	0.411	0.342
0.604	0.795	0.384	0.112	0.126	0.089	0.007
0.148	0.444	0.480	-0.037	0.056	0.162	0.239
0.349	0.770	0.736	0.256	0.587	0.362	0.303
-0.126	0.274	0.426	0.339	0.338	-0.012	0.015
0.280	0.312	0.623	0.352	0.413	-0.009	0.097
-0.310	1.580	1.463	0.939	1.294	0.388	0.417
0.029	0.774	0.749	0.141	0.247	0.281	-0.094
0.304	0.876	0.325	0.219	0.140	0.174	0.168
0.323	1.097	0.529	0.221	0.216	0.231	0.169
-0.133	-0.144	0.590	0.780	0.527	0.138	-0.167
-0.387	1.045	0.541	0.152	0.167	0.178	-0.002
0.196	0.862	0.459	0.154	0.202	0.177	0.075
0.029	0.537	0.718	0.372	0.459	0.145	0.325
0.236	0.054	0.206	0.168	0.028	-0.037	0.208
-0.093	0.461	0.670	0.537	0.383	0.294	0.303
0.205	0.503	0.567	0.140	0.211	0.022	-0.056
0.199	0.816	0.217	0.231	0.086	0.240	0.060
0.198	0.416	0.537	0.048	0.118	0.102	0.032
0.976	0.170	0.222	0.288	0.622	0.199	-0.027
-0.864	1.019	0.333	0.059	-0.027	0.157	0.149
0.269	0.193	0.343	0.790	0.555	0.341	0.212
-0.155	0.618	0.675	0.384	0.310	0.558	0.050
0.265	0.190	0.466	0.306	0.241	0.217	0.192
0.034	0.243	0.375	0.468	0.157	0.312	0.058
-0.529	0.381	0.542	0.142	-0.332	-0.162	0.274
-0.221	0.081	0.141	0.382	0.419	0.531	-0.972
0.291	0.664	0.499	0.022	0.112	0.130	-0.170
-0.157	0.392	0.462	0.187	0.304	0.061	-0.034
-0.057	0.218	0.653	0.283	0.227	0.221	0.181
0.503	0.593	0.264	-0.039	0.212	0.022	0.065
1.390	2.266	1.459	0.514	0.625	0.415	0.353
-0.670	0.067	0.499	0.150	-0.107	0.349	0.221
0.409	0.671	0.045	0.224	-0.149	0.166	0.118
0.337	0.559	0.206	-0.018	0.088	-0.048	0.009
0.433	0.774	0.735	0.171	0.281	0.295	0.196
0.654	2.130	1.463	0.502	0.730	0.372	0.265
0.506	1.013	0.544	0.206	0.437	0.297	0.129
0.198	0.571	0.673	0.197	0.262	0.283	0.222
0.320	0.706	0.618	0.215	0.184	0.210	-0.679
0.180	0.436	0.357	0.240	0.214	0.409	0.244
0.133	0.455	0.678	0.392	0.303	0.086	0.167
0.167	0.619	0.404	0.063	0.089	0.069	0.154
0.729	1.645	1.203	0.487	0.601	0.777	0.362
-0.973	0.721	0.856	0.923	1.265	0.865	0.424
0.915	1.901	1.346	0.459	0.637	0.527	0.318
0.821	0.478	0.679	0.322	-0.109	0.143	0.194
0.285	0.669	0.663	0.164	0.398	0.538	0.085
0.493	2.535	1.657	0.600	0.800	0.469	0.340
0.272	0.070	0.444	0.461	0.348	0.316	0.100
-0.013	0.279	0.470	0.456	0.401	0.580	0.311
0.252	1.399	0.854	0.342	0.483	0.199	0.281
0.337	0.935	0.498	0.283	0.346	0.228	0.178
0.211	2.267	1.572	0.527	0.700	0.396	0.289
-0.655	0.032	0.565	0.396	0.467	0.184	0.107
0.337	0.026	0.045	0.242	0.369	-0.018	-0.158
0.589	0.716	0.235	0.054	0.018	0.400	-0.268
0.391	1.054	0.673	0.240	0.203	0.540	-0.003
0.443	1.161	0.736	0.391	0.411	0.541	0.299
0.439	0.159	0.446	0.621	0.579	0.282	0.149
0.176	0.388	0.803	0.279	0.184	0.305	0.104
0.259	0.491	0.185	-0.175	0.103	-0.088	0.077
0.576	0.615	0.841	0.324	0.451	0.141	0.314
0.318	0.566	0.728	0.199	0.268	0.575	-0.054
0.222	0.581	0.587	0.067	0.167	0.026	0.272
0.154	0.107	0.294	0.471	0.294	0.281	0.029
0.497	0.169	0.317	0.175	-0.395	0.537	-0.040
0.798	1.306	1.203	0.435	0.597	0.278	0.194
0.482	2.185	1.548	0.477	0.551	0.502	0.242
0.098	2.321	1.453	0.454	0.628	0.501	0.302
-0.337	0.410	0.567	0.507	0.338	0.190	0.158
-0.947	0.525	0.414	-0.061	0.027	0.549	-0.420
0.196	0.766	0.851	0.248	0.489	0.322	0.231
0.425	1.416	0.910	0.356	0.418	0.523	0.128
0.143	0.280	0.646	0.299	0.166	0.205	0.066
0.126	0.411	0.680	0.512	0.455	0.309	0.427
0.892	1.825	1.469	0.486	0.474	0.503	0.278
0.199	0.567	0.633	0.074	0.181	0.233	0.138
-0.139	0.356	0.520	0.486	0.536	0.705	-0.122
0.291	0.386	0.145	-0.147	0.077	-0.132	-0.042
0.577	2.462	1.616	0.540	0.700	0.374	0.293
0.149	0.279	0.032	-0.184	0.029	0.003	-0.013
-0.161	0.364	0.682	0.573	0.261	0.173	0.324
0.454	0.881	0.630	0.231	-0.081	0.460	0.187
0.503	0.967	0.422	0.151	0.266	0.115	0.115
0.633	1.140	0.898	0.387	0.732	0.658	0.522
-0.058	0.800	0.601	0.065	0.207	-0.126	0.361
-1.044	0.264	0.898	0.013	-0.028	0.406	-0.171
0.792	0.842	0.440	0.163	0.212	0.222	-0.038
0.196	0.636	0.526	0.038	0.207	0.111	0.011
1.227	0.180	0.403	0.395	0.311	0.144	0.067
0.755	1.008	0.918	0.312	0.559	0.456	0.303
0.314	0.888	1.021	0.298	0.647	0.806	0.334
-0.389	0.481	0.737	0.075	0.029	48.005	-47.476
1.112	2.213	1.420	0.504	0.570	0.867	-0.084
-0.482	0.403	0.644	0.575	0.561	0.661	0.207
0.297	0.264	0.504	0.554	0.204	0.183	0.203
-0.970	0.589	0.507	-0.056	0.090	0.274	-0.399
-0.173	1.191	0.958	0.267	0.380	0.782	-0.037
0.348	0.651	0.770	0.223	0.545	0.271	0.281
0.057	0.966	1.289	0.967	1.117	0.504	0.387
0.466	0.597	0.095	-0.072	0.001	0.011	0.009
-0.088	0.224	0.342	0.456	0.476	0.665	-0.328
0.399	1.042	0.472	0.274	0.220	0.616	-0.100
0.656	1.899	1.405	0.469	0.524	0.824	-0.061
-2.064	2.245	1.454	0.432	0.803	0.329	0.139
0.632	1.204	0.866	0.361	0.518	0.775	0.484
0.067	0.380	0.670	0.472	0.397	0.222	0.371
0.139	0.936	0.763	0.238	0.293	0.338	0.182
-0.396	1.129	1.476	0.761	0.659	0.409	0.428
0.360	0.128	0.332	0.353	0.570	0.337	0.084
0.637	1.060	1.041	0.217	0.551	0.182	0.181
0.042	1.630	1.096	0.406	0.528	0.493	0.341
0.434	0.160	0.363	0.599	0.233	0.172	-0.019
0.226	1.500	1.348	0.468	0.696	0.511	0.230
0.118	0.150	0.340	0.473	0.181	0.082	0.172
0.280	0.362	0.787	0.648	1.026	0.398	0.323
0.222	0.883	0.962	0.300	0.417	0.268	0.255
-0.327	0.201	0.545	0.385	-0.060	-0.151	0.400
-0.392	0.743	0.379	0.009	0.113	0.014	0.273
0.235	0.186	0.517	0.422	0.137	0.231	0.021
0.514	0.140	0.617	0.187	0.334	0.313	-0.141
1.120	0.166	0.400	0.153	0.010	-0.568	0.952
0.090	0.261	0.719	0.180	-0.008	0.060	0.210
0.597	0.263	0.368	0.427	-0.451	0.287	-0.128
0.518	1.308	0.693	0.332	0.405	0.780	-0.132
1.091	0.519	0.671	0.456	0.827	0.851	-0.104
0.771	0.448	0.643	0.196	0.111	0.169	0.090
0.203	0.147	0.538	0.273	0.227	-0.057	0.101
-0.439	2.336	1.503	0.493	0.634	0.381	0.232
0.420	0.107	0.413	-0.384	0.099	-0.336	-0.649
0.521	0.894	1.051	0.359	0.734	0.451	0.434
-0.587	0.418	0.586	0.158	-0.033	0.281	0.227
-1.185	1.702	0.419	0.025	-0.343	1.050	-0.150
-0.101	0.304	0.527	0.564	0.452	0.373	0.062
-1.010	0.063	0.283	0.674	-0.248	-0.145	0.079
-0.318	0.783	0.918	0.880	0.703	0.664	0.473
0.025	0.171	0.419	0.568	0.321	-0.068	-0.141
-0.253	0.008	0.458	0.711	-0.196	0.188	0.421
0.978	1.666	0.826	0.356	0.681	0.805	0.123
0.369	0.043	0.122	0.478	0.222	-0.104	-0.082
0.097	0.804	0.932	0.587	0.607	0.472	0.617
-0.110	0.034	0.189	0.333	0.287	-0.010	-0.451
0.282	0.378	0.512	0.497	0.374	0.250	0.181
-0.035	0.023	0.096	0.325	0.412	-0.152	0.045
0.182	0.814	0.429	0.162	0.114	0.362	-0.120
0.993	1.413	0.586	0.295	0.337	0.255	-0.102
0.699	0.273	0.667	0.457	0.210	0.266	0.208
0.429	2.361	1.541	0.504	0.538	0.479	0.281
-0.077	1.753	1.284	0.503	0.547	0.850	0.033
0.449	0.877	0.824	0.231	0.360	0.345	0.240
0.035	0.507	0.744	0.177	0.286	0.183	0.252
0.714	0.312	0.542	0.437	0.512	0.496	0.085
0.485	0.842	0.598	0.182	0.251	0.258	0.214
-0.325	0.504	0.764	0.411	0.421	0.237	0.394
0.239	0.774	0.550	0.168	0.223	0.317	0.143
-0.311	1.107	1.187	0.559	0.620	0.315	0.429
0.105	0.298	0.536	0.469	0.350	0.300	0.370
0.061	0.211	0.590	0.270	0.195	-0.028	0.038
0.198	1.034	1.167	0.877	0.761	0.547	0.633
0.018	0.268	0.554	0.492	0.543	0.359	0.315
0.020	0.144	0.105	0.491	0.131	0.514	-0.368
0.388	0.675	0.938	0.491	0.552	0.097	0.351
0.111	0.403	0.636	0.520	0.356	0.202	0.296
0.134	0.192	0.458	0.625	0.465	0.294	0.181
0.277	0.703	0.245	0.104	-0.029	0.109	0.083
0.605	1.138	0.537	0.234	0.265	0.212	0.193
-0.107	1.364	1.391	0.519	0.821	0.912	0.302
-0.716	2.073	1.494	0.745	0.548	0.785	-0.015
-0.042	0.269	0.339	0.476	0.155	0.254	0.029
0.213	2.142	1.385	0.452	0.686	0.174	0.259
0.183	0.209	0.404	0.456	0.123	0.231	0.203
0.582	0.798	0.330	0.090	0.131	0.078	-0.003
0.091	1.959	1.474	0.547	0.550	0.887	0.020
-0.237	1.129	1.475	0.735	0.543	0.666	0.092
-0.056	0.173	0.328	0.560	0.466	0.013	-0.167
0.496	0.660	0.358	0.009	-0.038	0.275	-0.059
-0.144	1.140	1.066	0.684	0.782	0.342	0.485
0.599	0.654	0.738	0.272	-0.015	-0.275	0.932
0.202	0.588	0.552	-0.093	-0.083	0.326	0.101
0.845	1.547	0.792	0.346	0.476	0.307	0.318
0.479	0.447	0.620	0.660	0.620	0.661	0.150
0.927	1.384	0.714	0.360	0.616	0.555	0.555
-0.097	0.221	0.612	0.206	0.021	-0.098	-0.538
-0.047	0.999	0.966	0.358	0.600	0.480	0.315
0.227	0.499	0.739	0.215	0.133	-0.013	0.319
-0.065	0.541	0.616	0.098	0.015	0.166	0.119
-0.309	0.353	0.640	0.540	0.557	0.486	0.054
0.174	0.778	0.581	0.118	0.046	-0.054	0.599
0.279	0.391	0.199	-0.022	-0.020	0.115	0.051
0.392	0.732	0.899	0.873	0.540	0.686	0.694
-0.057	0.238	0.430	0.581	0.383	0.101	0.337
-1.226	2.719	1.631	0.559	0.722	0.666	0.435
0.250	0.393	0.668	0.362	0.292	0.167	0.400
-0.314	0.525	0.809	0.590	0.473	0.279	0.160
0.507	0.966	0.392	0.211	0.113	0.056	0.165
1.023	1.722	0.829	0.354	0.541	0.339	0.406
0.108	0.528	0.754	0.181	0.295	0.129	0.252
0.640	1.484	1.034	0.394	0.460	0.761	0.153
-0.737	0.423	0.455	0.030	-0.276	0.273	0.366
-0.433	0.446	0.713	0.691	0.516	0.392	0.233
0.069	0.235	0.485	0.669	0.578	0.422	0.112
-1.021	0.680	1.217	0.852	1.150	0.548	0.743
0.201	0.596	0.513	0.002	-0.006	0.097	0.168
0.817	1.514	1.104	0.411	0.686	0.573	0.523
0.258	0.774	0.155	0.218	-0.134	0.146	0.124
0.074	0.179	0.390	0.508	0.402	0.487	0.181
0.498	0.176	0.405	0.590	0.231	0.156	0.326
0.658	0.797	0.929	0.268	0.440	0.452	0.425
0.480	1.543	0.960	0.355	0.339	0.423	0.287
0.107	2.274	1.502	0.512	0.509	0.436	0.427
-0.120	0.433	0.581	0.035	0.017	-0.326	0.668
0.312	0.309	0.529	0.625	0.683	0.221	0.318
0.301	0.835	0.324	0.204	0.141	0.068	0.280
-0.253	0.151	0.626	0.309	0.198	-0.062	0.208
0.381	0.890	1.011	0.393	0.614	0.425	0.579
0.297	1.025	0.455	0.236	0.297	0.183	0.139
0.029	0.296	0.694	0.205	0.146	0.249	0.145
-0.121	0.483	0.613	0.607	0.358	0.335	0.267
0.534	0.791	0.918	0.731	0.458	0.423	0.433
0.209	0.319	0.608	0.027	-0.138	-0.030	-0.236
0.104	0.700	0.819	0.799	0.570	0.517	0.319
0.264	0.389	0.576	0.402	-0.051	0.438	0.412
0.281	0.430	0.641	0.401	0.183	0.168	0.275
-0.045	0.151	0.539	0.249	0.149	0.114	0.103
0.051	0.021	0.282	0.363	0.091	-0.103	0.297
0.243	0.612	0.713	0.181	0.168	0.167	0.183
0.459	0.820	1.059	0.712	0.814	0.408	0.558
0.019	0.536	0.730	0.219	0.191	0.212	0.232
1.474	1.220	1.163	0.629	0.907	0.479	0.654
-0.059	0.118	0.453	0.219	-0.045	-0.008	0.217
0.619	0.841	0.410	0.132	0.261	0.143	-0.056
1.049	1.802	0.897	0.332	0.549	0.255	0.380
0.064	0.548	0.753	0.126	0.253	-0.031	0.367
0.204	0.392	0.564	0.127	-0.119	-0.164	0.339
0.394	0.392	0.586	0.140	0.142	-0.171	0.246
0.182	0.611	0.678	0.154	0.156	0.294	0.222
0.096	0.888	0.636	0.142	0.277	0.147	0.288
0.116	0.012	0.178	0.439	-0.059	-0.245	0.582
0.455	1.038	0.455	0.211	0.180	0.100	0.202
-0.041	0.086	0.429	0.180	0.033	0.053	0.260
0.013	0.083	0.169	0.479	0.013	0.158	0.036
0.202	0.682	0.782	0.323	0.419	0.046	0.416
0.207	1.085	0.680	0.396	0.582	0.606	0.650
-0.830	0.074	0.160	0.455	0.205	0.495	0.006
1.171	1.725	0.879	0.409	0.444	0.431	0.409
0.515	0.676	0.342	0.091	0.069	0.206	-0.195
1.156	1.759	0.778	0.310	0.333	0.305	0.255
0.432	0.894	0.468	0.206	0.157	0.207	0.034
0.583	0.913	0.411	0.141	-0.026	-0.031	0.058
0.018	0.754	0.228	0.101	-0.125	0.227	0.202
0.317	1.104	0.778	0.275	0.312	0.266	0.246
1.634	1.582	0.764	0.300	0.299	0.177	0.257
-0.108	0.228	0.526	0.365	0.018	0.090	0.332
0.262	0.113	0.441	0.190	0.208	-0.180	0.324
-0.610	1.601	1.453	0.853	0.791	0.613	0.549
0.444	0.961	1.007	0.332	0.441	0.374	0.358
0.522	1.396	0.947	0.391	0.701	0.398	0.397
0.018	0.748	0.705	0.168	0.286	0.151	0.286
-0.012	0.908	1.229	1.092	0.735	0.289	0.514
1.601	2.117	1.323	0.411	0.431	0.442	0.383
0.686	1.219	0.562	0.256	0.391	0.137	-0.048
0.001	1.113	1.183	0.467	0.738	0.555	0.692
0.778	0.318	0.468	0.526	0.556	0.494	0.387
0.114	0.343	0.522	0.377	0.342	-0.242	0.627
