0.105,240,235,2 s
0.034,400,159,9 s
0.028,126,475,5 s
0.060,933,514,7 s
0.217,105,547,5 s
0.054,801,864,5 s
0.149,699,640,5 s
0.067,822,010,0 s
0.087,507,797,6 s
0.074,683,638,5 s
0.051,828,564,4 s
0.077,303,026,7 s
0.093,009,262,4 s
0.104,481,564,4 s
0.072,570,694,0 s
0.120,302,656,3 s
0.111,273,312,3 s
0.056,283,014,2 s
0.046,717,214,8 s
0.061,724,852,2 s
0.043,494,105,5 s
0.047,538,167,8 s
0.066,505,270,4 s
0.196,238,918,0 s
0.080,822,415,5 s
0.032,962,307,2 s
0.080,811,158,3 s
0.195,356,821,2 s
0.124,686,614,3 s
0.091,883,349,2 s
0.099,962,624,3 s
0.139,271,872,2 s
0.025,982,744,4 s
0.165,073,655,2 s
0.050,407,668,7 s
0.065,476,808,5 s
0.049,281,231,4 s
0.051,027,342,0 s
0.099,900,064,2 s
0.069,920,582,7 s
0.177,575,896,8 s
0.268,765,391,0 s
0.104,095,460,0 s
0.067,762,167,5 s
0.048,414,428,7 s
0.175,280,283,5 s
0.044,453,855,2 s
0.103,453,387,6 s
0.064,951,182,7 s
0.061,471,695,0 s
0.108,072,875,8 s
0.090,915,105,2 s
0.084,557,455,7 s
0.163,090,216,7 s
0.217,309,416,2 s
0.068,211,507,0 s
0.058,565,305,2 s
0.072,858,486,3 s
0.137,811,562,0 s
0.090,082,314,0 s
0.056,726,773,5 s
0.085,478,073,5 s
0.025,643,151,6 s
0.054,353,220,5 s
0.135,970,208,0 s
0.185,265,198,7 s
0.083,549,021,2 s
0.129,290,042,0 s
0.156,995,647,7 s
0.077,448,816,0 s
0.026,280,493,6 s
0.180,820,875,2 s
0.084,096,733,2 s
0.123,356,375,7 s
0.109,687,091,7 s
0.116,241,903,7 s
0.056,847,969,2 s
0.059,927,473,3 s
0.079,916,156,0 s
0.077,154,307,0 s
0.295,114,618,3 s
0.155,800,983,7 s
0.061,679,049,8 s
