0.008,992,487,77 s
0.009,903,542,00 s
0.051,939,335,33 s
0.017,204,593,04 s
0.011,276,730,82 s
0.009,330,703,61 s
0.009,835,979,80 s
0.040,992,738,3  s
0.025,513,979,29 s
0.016,038,821,61 s
0.011,717,857,31 s
0.016,161,713,25 s
0.007,384,215,29 s
0.037,358,972,1  s
0.014,945,920,43 s
0.014,865,166,9  s
0.043,254,719,8  s
0.003,219,476,99 s
0.004,605,628,29 s
0.004,460,565,61 s
0.013,514,760,92 s
0.010,437,232,25 s
0.020,470,105,9  s
0.029,590,732,82 s
0.009,620,695,61 s
0.025,402,813,6  s
0.017,719,534,46 s
0.062,792,101,5  s
0.006,238,309,17 s
0.028,852,646,92 s
0.292,156,414,2  s
0.019,887,702,1  s
0.009,768,418,16 s
0.020,399,601,57 s
0.152,533,081,2  s
0.013,618,339,83 s
0.073,733,998,3  s
0.105,234,847,0  s
0.038,939,049,5  s
0.029,132,116,9  s
0.019,181,524,6  s
0.010,385,798,05 s
0.020,475,622,46 s
0.009,817,106,13 s
0.031,991,333,87 s
0.026,806,089,25 s
0.027,720,331,5  s
0.210,080,103,5  s
0.012,655,709,32 s
0.015,347,763,87 s
0.018,028,617,8  s
0.011,065,173,82 s
0.031,202,171,32 s
0.013,889,503,21 s
0.027,008,740,7  s
0.009,434,975,36 s
0.056,457,215,7  s
0.010,117,076,03 s
0.011,161,413,96 s
0.046,895,421,9  s
0.019,386,238,7  s
0.019,213,013,50 s
0.011,007,750,79 s
0.031,265,128,8  s
0.013,104,259,41 s
0.053,195,664,1  s
0.008,404,997,29 s
0.009,538,627,04 s
0.016,567,686,4  s
0.027,061,838,4  s
0.011,273,874,69 s
0.004,593,868,75 s
0.019,555,513,83 s
0.018,722,466,2  s
0.011,015,029,36 s
0.008,466,501,92 s
0.039,717,207,5  s
0.005,816,940,65 s
0.011,721,580,31 s
0.018,161,136,7  s
0.028,104,687,1  s
0.015,650,993,75 s
0.013,289,155,8  s
0.031,820,398,0  s
0.024,750,061,23 s
0.053,395,348,6  s
0.066,727,071,3  s
0.024,911,228,7  s
0.007,101,456,90 s
0.015,006,813,0  s
0.008,871,101,27 s
0.053,427,511,3  s
0.042,691,638,1  s
0.031,240,051,9  s
0.028,957,372,0  s
0.012,366,358,19 s
0.009,067,323,00 s
0.042,981,248,5  s
0.006,582,639,58 s
0.028,324,216,18 s
0.008,556,088,66 s
0.008,861,086,96 s
0.008,133,471,38 s
0.074,423,931,2  s
0.045,359,937,2  s
0.011,121,405,18 s
0.022,566,852,1  s
0.124,268,865,2  s
0.010,142,001,06 s
0.012,616,720,87 s
0.158,147,718,3  s
0.014,332,448,69 s
0.022,651,797,54 s
0.042,773,945,6  s
0.011,143,912,13 s
0.012,797,585,43 s
0.007,651,863,42 s
0.041,162,818,9  s
0.059,125,398,9  s
0.036,302,729,3  s
0.002,925,402,45 s
0.051,196,005,2  s
0.007,793,484,10 s
0.011,833,063,0  s
0.033,512,924,5  s
0.023,878,450,4  s
0.045,470,925,2  s
0.034,208,245,6  s
0.004,024,193,95 s
0.017,285,502,6  s
0.014,384,397,8  s
0.039,380,654,4  s
0.065,685,956,0  s
0.134,653,952,2  s
0.024,679,445,3  s
0.226,828,719,5  s
0.033,160,911,0  s
0.010,286,128,29 s
0.038,802,615,4  s
0.006,745,410,07 s
0.037,381,771,1  s
0.065,121,799,1  s
0.059,071,993,7  s
0.078,196,741,6  s
0.043,974,934,3  s
0.008,986,861,86 s
0.007,907,841,88 s
0.009,156,416,77 s
0.028,706,452,10 s
0.026,654,825,0  s
0.153,958,192,0  s
0.021,260,929,9  s
0.016,627,126,6  s
0.009,678,679,88 s
0.008,298,704,32 s
0.008,403,860,39 s
0.010,171,396,08 s
0.019,955,619,4  s
0.015,147,920,5  s
0.009,570,309,13 s
0.005,628,255,45 s
0.012,917,051,27 s
0.009,230,141,25 s
0.007,265,166,93 s
0.011,662,671,75 s
0.036,548,092,5  s
0.016,658,560,9  s
0.009,499,742,12 s
0.029,713,366,9  s
0.008,869,237,79 s
0.019,865,268,7  s
0.013,411,694,77 s
0.009,726,541,58 s
0.028,138,222,4  s
0.011,850,214,81 s
0.025,027,614,4  s
0.089,361,629,8  s
0.038,396,276,7  s
0.017,361,191,87 s
0.041,699,003,5  s
0.088,477,752,2  s
0.007,416,038,85 s
0.009,181,967,18 s
0.036,073,987,9  s
0.193,474,746,7  s
0.128,359,570,2  s
0.081,027,472,4  s
0.015,357,119,00 s
0.032,370,764,3  s
0.092,337,281,8  s
0.166,863,033,0  s
0.050,884,157,8  s
0.021,067,989,46 s
0.020,132,513,9  s
0.010,610,598,08 s
0.033,234,605,9  s
0.032,640,319,3  s
0.015,176,814,86 s
0.022,095,666,9  s
0.003,687,432,19 s
0.099,016,762,1  s
0.020,701,915,7  s
0.016,682,397,4  s
0.015,211,718,9  s
0.017,608,496,7  s
0.003,973,851,54 s
0.009,545,100,60 s
0.015,681,302,4  s
0.007,372,521,38 s
