0.007,842,305,22 s
0.016,450,185,4  s
0.021,690,100,3  s
0.009,203,692,23 s
0.021,365,155,79 s
0.067,173,892,3  s
0.023,881,475,9  s
0.015,564,047,2  s
0.031,479,350,0  s
0.026,149,519,0  s
0.029,618,664,2  s
0.021,606,779,4  s
0.011,585,529,31 s
0.030,611,688,2  s
0.033,476,783,3  s
0.029,265,046,5  s
0.010,598,372,57 s
0.057,895,872,0  s
0.029,427,600,0  s
0.024,278,857,7  s
0.071,736,498,2  s
0.027,647,197,2  s
0.043,403,349,5  s
0.018,885,549,23 s
0.028,340,133,09 s
0.024,991,754,4  s
0.016,160,744,56 s
0.019,379,677,2  s
0.022,479,507,55 s
0.042,264,202,4  s
0.032,087,712,7  s
0.013,075,095,0  s
0.033,835,595,0  s
0.065,924,084,1  s
0.026,763,614,0  s
0.041,533,564,5  s
0.011,660,448,6  s
0.041,290,468,6  s
0.005,760,434,62 s
0.018,738,781,73 s
0.015,448,042,41 s
0.024,737,504,4  s
0.019,552,187,0  s
0.053,408,197,3  s
0.030,798,443,0  s
0.034,950,758,0  s
0.053,202,158,7  s
0.030,251,771,4  s
0.055,790,122,2  s
0.007,251,044,19 s
0.020,392,010,7  s
0.041,314,293,8  s
0.053,635,384,0  s
0.015,476,140,2  s
0.009,769,697,00 s
0.029,174,026,2  s
0.017,212,077,95 s
0.014,409,005,0  s
0.050,646,889,4  s
0.010,393,363,45 s
0.017,765,832,82 s
0.043,697,292,4  s
0.007,522,417,67 s
0.025,442,506,1  s
0.017,344,136,4  s
0.009,980,661,61 s
0.006,513,706,06 s
0.028,347,976,1  s
0.013,448,308,56 s
0.014,927,939,27 s
0.028,430,745,4  s
0.070,693,779,5  s
0.039,683,470,45 s
0.013,699,681,00 s
0.030,638,285,2  s
0.014,021,267,1  s
0.027,402,349,50 s
0.036,934,524,6  s
0.118,900,021,8  s
0.044,596,234,6  s
0.024,690,125,6  s
0.013,108,942,67 s
0.038,031,317,0  s
0.008,035,380,85 s
0.020,072,595,36 s
0.075,086,045,6  s
0.027,868,514,5  s
0.052,583,366,4  s
0.035,063,184,3  s
0.018,547,892,41 s
0.029,691,152,7  s
0.014,134,640,7  s
0.014,307,473,32 s
0.048,436,583,5  s
0.014,274,729,53 s
0.029,567,782,8  s
0.143,826,643,0  s
0.016,777,974,58 s
0.018,728,075,2  s
0.018,056,242,73 s
0.011,080,888,09 s
0.033,143,448,6  s
0.056,220,868,7  s
0.013,805,337,0  s
0.025,609,991,4  s
0.014,620,509,0  s
0.135,040,657,3  s
0.026,466,947,00 s
0.006,389,256,59 s
0.041,337,652,8  s
0.005,009,007,64 s
0.068,423,564,3  s
0.016,455,545,17 s
0.021,272,445,56 s
0.023,392,212,0  s
0.013,156,395,25 s
0.046,423,417,9  s
0.006,269,423,97 s
0.006,359,912,74 s
0.022,146,217,5  s
0.023,717,972,14 s
0.039,679,282,7  s
0.012,311,402,9  s
0.038,002,724,8  s
0.022,810,642,0  s
0.014,502,653,1  s
0.015,131,785,47 s
0.009,192,764,56 s
0.013,098,524,41 s
0.009,300,865,23 s
0.076,796,646,8  s
0.117,554,004,3  s
0.010,728,266,7  s
0.071,438,540,0  s
0.023,563,491,7  s
0.025,769,007,7  s
0.005,530,356,67 s
0.007,267,609,08 s
0.026,453,968,1  s
0.010,779,838,75 s
0.051,570,553,8  s
0.010,109,517,5  s
0.011,779,113,13 s
0.023,298,629,9  s
0.015,370,904,50 s
0.020,903,848,7  s
0.017,438,638,7  s
0.023,617,009,4  s
0.033,195,724,1  s
0.038,766,248,2  s
0.036,213,281,0  s
0.037,357,545,5  s
0.009,617,523,90 s
0.026,446,484,7  s
0.018,153,843,18 s
0.027,124,977,9  s
0.020,127,096,1  s
0.008,728,087,16 s
0.016,965,344,32 s
0.010,010,411,00 s
0.009,315,996,47 s
0.009,583,786,86 s
0.018,544,386,0  s
0.015,199,181,3  s
0.032,019,336,3  s
0.048,559,840,6  s
0.025,348,211,66 s
0.039,492,493,2  s
0.021,165,092,3  s
0.024,486,437,7  s
0.012,244,951,5  s
0.028,946,333,6  s
0.030,513,979,64 s
0.021,178,656,4  s
0.037,310,771,7  s
0.009,866,860,23 s
0.011,134,830,0  s
0.019,429,721,4  s
0.018,092,038,8  s
0.054,814,589,4  s
0.046,676,990,0  s
0.102,204,845,3  s
0.019,322,346,13 s
0.006,474,602,77 s
0.082,517,665,7  s
0.033,692,185,0  s
0.007,984,239,91 s
0.011,163,222,78 s
0.036,535,778,4  s
0.008,989,650,85 s
0.012,492,260,8  s
0.046,990,066,7  s
0.018,303,494,2  s
0.013,066,804,7  s
0.016,349,445,4  s
0.009,355,034,36 s
0.007,916,664,75 s
0.093,551,894,5  s
0.043,995,820,4  s
0.058,365,271,2  s
0.011,506,068,87 s
0.052,521,734,3  s
0.008,553,992,79 s
0.010,454,494,8  s
0.007,387,964,67 s
0.011,240,760,23 s
0.008,615,639,81 s
0.014,099,667,3  s
0.009,866,130,88 s
0.030,636,551,7  s
0.021,822,753,0  s
0.051,742,828,3  s
0.066,923,876,3  s
0.017,988,610,6  s
0.025,881,962,0  s
0.006,730,216,05 s
0.026,417,823,82 s
0.068,476,206,7  s
0.020,362,318,7  s
0.153,030,060,0  s
0.016,291,311,6  s
0.014,024,734,91 s
0.013,019,812,1  s
0.034,434,247,1  s
0.031,550,467,3  s
0.008,568,159,97 s
0.043,159,265,6  s
0.013,368,045,30 s
0.012,203,092,6  s
0.042,890,842,7  s
0.011,703,019,50 s
0.018,021,926,7  s
0.040,065,072,2  s
0.015,997,605,1  s
0.011,818,608,86 s
0.058,001,070,8  s
0.034,033,880,1  s
0.012,829,617,0  s
0.016,156,284,41 s
0.033,253,260,1  s
0.036,677,513,9  s
0.009,214,347,33 s
0.012,589,461,4  s
0.014,240,717,91 s
0.018,227,239,8  s
0.018,448,344,7  s
0.010,217,135,00 s
0.031,974,471,2  s
0.064,821,736,9  s
0.009,003,584,12 s
0.014,408,244,2  s
0.077,141,761,88 s
0.009,528,378,77 s
0.016,923,725,6  s
0.013,368,405,2  s
0.028,829,590,41 s
0.065,194,663,2  s
0.016,815,803,4  s
0.004,071,553,35 s
0.031,892,001,2  s
0.012,432,180,95 s
0.008,424,152,43 s
0.031,461,282,5  s
0.021,160,674,71 s
0.053,370,280,5  s
0.019,968,529,55 s
0.004,095,655,75 s
0.026,747,076,5  s
0.074,630,877,7  s
0.014,949,894,2  s
0.011,683,901,43 s
0.031,678,835,05 s
0.014,717,322,50 s
0.032,016,552,8  s
0.060,377,314,8  s
0.011,176,172,2  s
0.017,219,442,2  s
0.017,647,969,0  s
0.027,278,959,1  s
0.021,615,767,6  s
0.014,442,784,95 s
0.088,051,295,2  s
0.013,250,949,14 s
0.006,580,924,84 s
0.019,858,386,2  s
0.008,936,122,75 s
0.021,867,614,00 s
0.058,950,104,8  s
0.026,305,596,5  s
0.018,754,487,64 s
0.044,371,327,8  s
0.012,312,171,00 s
0.026,634,858,4  s
0.016,613,893,9  s
0.013,314,476,13 s
0.020,733,911,8  s
0.018,802,842,3  s
0.035,876,819,45 s
0.008,130,749,33 s
0.025,796,527,8  s
0.060,856,673,4  s
0.018,386,976,4  s
0.038,529,096,5  s
0.077,446,471,2  s
0.023,351,802,59 s
0.012,095,398,8  s
0.050,398,212,1  s
0.015,315,106,3  s
0.019,264,209,38 s
0.014,788,789,4  s
0.009,753,761,46 s
0.055,667,557,6  s
0.024,048,954,3  s
0.040,927,524,8  s
