,art,bart,mlem,osem,ospml_hybrid,ospml_quad,pml_hybrid,pml_quad,sirt,tv
n_iter,[ 1  2  3  4  5  6  7  8  9 10 11],"[  1  11  21  31  41  51  61  71  81  91 101 111 121 131 141 151 161 171
 181 191 201 211 221 231 241 251]",[ 1  6 11 16 21 26 31 36 41 46 51 56 61],[ 1  6 11 16 21 26 31 36 41 46 51 56 61],"[  1  11  21  31  41  51  61  71  81  91 101 111 121 131 141 151 161 171
 181 191 201]","[  1  11  21  31  41  51  61  71  81  91 101 111 121 131 141 151 161 171
 181 191 201]",[  1  11  21  31  41  51  61  71  81  91 101 111 121 131 141],"[  1  11  21  31  41  51  61  71  81  91 101 111 121 131 141 151 161 171
 181 191 201]",[  1  21  41  61  81 101 121 141 161 181 201 221 241 261 281 301],[  1  31  61  91 121 151 181 211 241 271 301 331 361]
mse,"[7991.30921183 6526.06821417 6183.42601755 6208.67499123 6366.70862361
 6500.58961056 6571.72761636 6609.52915731 6647.78336154 6699.58209954
 6762.65374522]","[125255.59790448  55045.44483143  32159.25020454  21113.54072508
  15242.46399796  11926.08877536   9963.18050429   8757.25261334
   7993.78063639   7498.55456158   7171.00056576   6950.97149774
   6801.39680172   6698.83096859   6628.11516403   6579.26059014
   6545.57777252   6522.52434587   6506.97872148   6496.77429312
   6490.39381859   6486.76695715   6485.13390428   6484.95294407
   6485.8356062    6487.50281341]","[126997.50776525  37643.2655737   19369.49909585  14860.43474879
  13509.45847876  13406.26457311  13863.42657211  14592.95725918
  15458.84146197  16390.031821    17347.22462731  18308.06890941
  19259.83385763]","[126997.50776525  37643.2655737   19369.49909585  14860.43474879
  13509.45847876  13406.26457311  13863.42657211  14592.95725918
  15458.84146197  16390.031821    17347.22462731  18308.06890941
  19259.83385763]","[127728.81716349  20294.38698133  11392.11834622   9022.98314235
   8148.834304     7774.3947688    7597.3897522    7506.57576021
   7456.4941772    7427.0737314    7408.82741734   7396.97892373
   7388.982847     7383.40623722   7379.40689122   7376.46833825
   7374.26181529   7372.57389984   7371.25996956   7370.22085455
   7369.38789121]","[127728.99500021  20474.38964995  11541.31327509   9202.65642507
   8370.35219857   8026.08991525   7866.86291818   7785.82423212
   7741.0364785    7714.51231077   7697.8857744    7686.96892242
   7679.52211531   7674.27701645   7670.47989555   7667.66497266
   7665.53346663   7663.88836271   7662.59712419   7661.56795188
   7660.73585156]","[127698.60768825  19821.39310396  11717.57396177   9889.77073192
   9273.70846689   9014.75969493   8889.12532679   8820.58554569
   8779.12326116   8751.51170356   8731.37627688   8715.54020947
   8702.42253598   8691.21919852   8681.48625497]","[127698.60768825  19869.60356741  11390.77975187   9218.89945693
   8346.00507092   7907.04843995   7656.02382295   7498.59400925
   7392.43951339   7316.64504302   7260.10543196   7216.52357721
   7182.08548139   7154.3336951    7131.60534749   7112.73452086
   7096.87941254   7083.41925973   7071.88637235   7061.92243451
   7053.24893698]","[125255.59790448  32159.25020454  15242.46399796   9963.18050429
   7993.78063639   7171.00056576   6801.39680172   6628.11516403
   6545.57777252   6506.97872148   6490.39381859   6485.13390428
   6485.8356062    6489.753574     6495.46476508   6502.22688896]","[147295.60331435  31831.57281275  14354.45341691   9244.55456725
   7370.26562222   6580.05882681   6219.80596368   6051.12429536
   5974.82371966   5946.23214421   5942.11387098   5950.75547626
   5965.58577441]"
var,"[4651.9146685  5097.50677271 5045.41444503 5011.58646828 5024.48815515
 5064.93841304 5113.19146565 5162.03834143 5212.09214858 5264.92086415
 5320.85541848]","[8497.1240666  3985.61739454 2992.49619231 2824.82758768 2907.87709159
 3069.35222196 3248.71268292 3423.15016489 3584.11324103 3728.87016083
 3857.19657266 3969.96995111 4068.52861704 4154.36166663 4228.95409997
 4293.70823296 4349.90817738 4398.70686281 4441.12525973 4478.05890413
 4510.28805121 4538.48872951 4563.24432364 4585.05735506 4604.35909385
 4621.51963014]","[ 8544.77782416  4094.27613431  6156.99373484  7236.90159904
  8137.16052521  9154.51651163 10244.33064954 11363.64252926
 12485.95684499 13594.79982514 14680.34886453 15737.21088358
 16762.92033471]","[ 8544.77782416  4094.27613431  6156.99373484  7236.90159904
  8137.16052521  9154.51651163 10244.33064954 11363.64252926
 12485.95684499 13594.79982514 14680.34886453 15737.21088358
 16762.92033471]","[8584.55516933 4618.20882622 4347.60134783 3789.47188584 3510.73089778
 3376.35853938 3309.96229546 3275.75375635 3257.26824253 3246.78736543
 3240.57087018 3236.73216613 3234.27910837 3232.66568028 3231.5778226
 3230.8300459  3230.30624073 3229.93399723 3229.66554336 3229.46900605
 3229.32363113]","[8584.5662817  4542.49213345 4188.2682121  3616.68390232 3352.07136633
 3232.74002071 3176.40457895 3148.11983636 3132.99128981 3124.40774011
 3119.27755632 3116.07359244 3113.99795288 3112.61225746 3111.66315865
 3110.99855552 3110.52419987 3110.17961548 3109.92506088 3109.73387458
 3109.58806253]","[8582.77446463 5147.17132129 5888.80445977 6015.66851586 6114.08761355
 6191.66377625 6252.46578773 6299.52921023 6335.77416951 6363.56767212
 6384.71089135 6400.6834855  6412.73803717 6421.88828574 6428.90602775]","[8582.77446463 5004.64180331 5451.85072344 5258.6908783  5109.07097952
 5009.86911229 4946.07192603 4903.87936066 4874.52659036 4853.03201835
 4836.6462522  4823.80987479 4813.56477497 4805.26907243 4798.4668287
 4792.82570626 4788.09916668 4784.10282638 4780.69560854 4777.76804111
 4775.23491629]","[8497.1240666  2992.49619231 2907.87709159 3248.71268292 3584.11324103
 3857.19657266 4068.52861704 4228.95409997 4349.90817738 4441.12525973
 4510.28805121 4563.24432364 4604.35909385 4636.85604884 4663.10194884
 4684.82912119]","[9147.31616359 2953.14899031 2807.83778661 3071.58205959 3326.75413146
 3539.64524883 3714.89753092 3859.82507793 3980.66041071 4082.8285372
 4169.46154013 4243.4574544  4306.85618405]"
bias,"[57.7874947  37.79631518 33.73442711 34.59896708 36.63632717 37.88998809
 38.1907862  38.04590406 37.89051613 37.8769222  37.97101956]","[341.69939104 225.96421716 170.78276849 135.23576871 111.06118542
  94.11023618  81.94185635  73.03493992  66.40532656  61.39775567
  57.56564942  54.59854894  52.27684176  50.4427329   48.98123175
  47.80745085  46.85797259  46.0848943   45.45166072  44.93011673
  44.49837938  44.13930479  43.83936109  43.58779174  43.37599004
  43.19702748]","[344.16962379 183.16383224 114.94566265  87.31284642  73.29596137
  65.20542969  60.15892222  56.82705984  54.52416544  52.86995362
  51.64180247  50.70362932  49.9691257 ]","[344.16962379 183.16383224 114.94566265  87.31284642  73.29596137
  65.20542969  60.15892222  56.82705984  54.52416544  52.86995362
  51.64180247  50.70362932  49.9691257 ]","[345.17280019 125.20454527  83.93162097  72.34301111  68.10362256
  66.31769168  65.47845032  65.04476923  64.80143467  64.6551341
  64.56203642  64.49997487  64.45699139  64.42624121  64.40364173
  64.38663132  64.3735627   64.36334285  64.35522066  64.34867402
  64.34333112]","[345.1730417  126.22162064  85.74989833  74.73936394  70.83982519
  69.23402267  68.48692094  68.10069306  67.88258384  67.75031048
  67.66541375  67.60839689  67.56866258  67.54009742  67.51901019
  67.5030845   67.49080876  67.48117328  67.47349156  67.46728153
  67.46219526]","[345.13161725 121.13720231  76.34637845  62.2422864   56.21050483
  53.13281395  51.34841321  50.21012184  49.43024471  48.86659423
  48.44239244  48.11295796  47.85064784  47.63749482  47.46135509]","[345.13161725 121.92194948  77.06444724  62.93018813  56.89406025
  53.82545241  52.05719832  50.93834164  50.1788095   49.63479651
  49.22864186  48.91537286  48.66745017  48.46714993  48.30257259
  48.16543174  48.04976843  47.95118803  47.86638449  47.79282784
  47.72854513]","[341.69939104 170.78276849 111.06118542  81.94185635  66.40532656
  57.56564942  52.27684176  48.98123175  46.85797259  45.45166072
  44.49837938  43.83936109  43.37599004  43.0452962   42.80610723
  42.63094847]","[371.68304663 169.93652881 107.45517963  78.56826654  63.58861133
  55.13994539  50.04906026  46.81131506  44.65605568  43.16715889
  42.10287794  41.31946299  40.7275041 ]"
im_best,"[[ -6.08977248 -12.72921461 -22.39026352 ...  12.26583586   1.42206655
   -3.15354284]
 [ -8.79681767  -3.92098486 -12.12792811 ...  -7.96099907   2.23020467
    9.11586515]
 [-19.32296922  -8.53378178  -4.66051629 ...   2.68267721  10.2003647
    5.5014741 ]
 ...
 [  0.39827883   3.01125155  -3.91073332 ...  -4.15822333 -19.2596981
  -13.79922098]
 [  0.54252499  -1.88851451  -4.17620605 ... -28.19826004 -12.63653753
   -1.0903485 ]
 [-11.9556071    7.80920881 -16.70333926 ...  -9.76002996 -34.70674227
  -22.80566922]]","[[-11.5620727   -6.80473411 -20.32132812 ...  10.44614897  -2.52611735
   -4.97654865]
 [  1.00684721  -6.24828581 -16.3152077  ... -19.94150579   8.40394313
   19.83508244]
 [-19.70728385  -7.07442252   0.38952837 ...   2.45993777  17.37577457
    7.32405795]
 ...
 [  5.77724033  11.13544623  -4.07979125 ... -26.54484189 -36.9064569
  -37.71453738]
 [  0.53988714  -2.49840711 -12.9389585  ... -45.22395945 -34.62182909
  -15.90394891]
 [-10.62781359  13.35356651 -31.67738803 ... -19.69516767 -63.08279172
  -43.21533981]]","[[7.59667994e-09 5.73109433e-08 2.07793262e-08 ... 3.79981688e-07
  2.83852006e-06 6.57221768e-07]
 [9.70698166e-08 8.46182857e-08 2.36763643e-08 ... 4.01086197e-07
  3.78340256e-06 2.76112772e-06]
 [5.26674561e-09 2.23499126e-08 8.38461535e-08 ... 1.02669930e-06
  6.45455161e-07 5.72563556e-07]
 ...
 [7.25211337e-07 6.40413554e-07 3.51741610e-07 ... 1.75961896e-08
  1.21167352e-08 2.54579743e-08]
 [1.10063366e-07 2.66955296e-07 1.67407328e-07 ... 1.76155892e-08
  1.48166786e-08 1.69196254e-08]
 [3.39670358e-08 7.18696683e-07 3.95999323e-08 ... 1.94247684e-08
  1.21002693e-08 2.27972738e-09]]","[[7.59667994e-09 5.73109433e-08 2.07793262e-08 ... 3.79981688e-07
  2.83852006e-06 6.57221768e-07]
 [9.70698166e-08 8.46182857e-08 2.36763643e-08 ... 4.01086197e-07
  3.78340256e-06 2.76112772e-06]
 [5.26674561e-09 2.23499126e-08 8.38461535e-08 ... 1.02669930e-06
  6.45455161e-07 5.72563556e-07]
 ...
 [7.25211337e-07 6.40413554e-07 3.51741610e-07 ... 1.75961896e-08
  1.21167352e-08 2.54579743e-08]
 [1.10063366e-07 2.66955296e-07 1.67407328e-07 ... 1.76155892e-08
  1.48166786e-08 1.69196254e-08]
 [3.39670358e-08 7.18696683e-07 3.95999323e-08 ... 1.94247684e-08
  1.21002693e-08 2.27972738e-09]]","[[-3.14781924e-14  2.44195107e-14  7.65090582e-07 ...  2.39558305e-06
  -5.55743404e-15  1.34306724e-06]
 [ 6.19977031e-15 -3.00262095e-15  1.84776198e-14 ...  1.42549403e-16
   1.71631713e-06  1.03402279e-15]
 [ 1.16912127e-06  1.69134749e-06  3.48272543e-08 ...  2.30487116e-06
   2.17473753e-06  1.10303270e-07]
 ...
 [ 1.23051040e-14  1.22080865e-06  2.94040110e-06 ...  1.56824764e-14
  -4.84984374e-14  8.41905381e-08]
 [ 9.76048209e-07 -2.87186240e-15  1.72573903e-06 ...  9.89032920e-15
  -1.12467090e-14 -6.01127498e-15]
 [ 1.28512507e-15  2.21272906e-06  2.51538569e-06 ...  1.59131463e-14
   2.20266188e-14  1.79816385e-14]]","[[ 2.31339104e-14  2.44195107e-14  7.65090582e-07 ...  2.39558275e-06
  -5.55743404e-15  1.34306724e-06]
 [ 6.19977031e-15 -1.55797981e-16  1.84776153e-14 ...  4.52023708e-17
   1.71631713e-06 -1.05572861e-15]
 [ 1.16912127e-06  1.69134749e-06  3.48273642e-08 ...  2.30487085e-06
   2.17473722e-06  1.10303357e-07]
 ...
 [ 2.01199096e-15  1.22080850e-06  2.94040080e-06 ...  1.56824741e-14
  -4.84984281e-14  8.41905477e-08]
 [ 9.76048209e-07 -2.07787129e-15  1.72573857e-06 ... -4.55158861e-15
  -1.12467066e-14  1.89716180e-15]
 [ 1.38946760e-16  2.21272891e-06  2.51538569e-06 ...  1.79460535e-14
  -9.78220033e-15  1.79816385e-14]]","[[-1.96119624e-06 -4.66405540e-06  1.38497945e-05 ...  1.53073797e-05
  -3.09994726e-06  1.45879346e-05]
 [-3.17934903e-06 -4.78087474e-07 -4.62068145e-06 ... -2.85867846e-06
   1.29177146e-05 -1.93652090e-06]
 [ 3.37949388e-06  1.41562642e-05 -1.13721308e-06 ...  1.35701790e-05
   1.42757475e-05 -1.04015884e-06]
 ...
 [-3.20231869e-06  9.22024890e-07  1.50102803e-05 ... -4.13038616e-06
  -5.11760545e-06  1.38454891e-05]
 [ 1.31964212e-05 -2.30048830e-06  1.25595155e-05 ...  6.96455525e-07
  -2.95214685e-06 -1.22766501e-07]
 [-1.99797396e-06  1.31312794e-05  1.49134703e-05 ... -2.34239671e-06
  -4.61399559e-06 -1.98266417e-06]]","[[-1.96119624e-06 -4.66405540e-06  1.38497920e-05 ...  1.53073772e-05
  -3.09994664e-06  1.45879333e-05]
 [-3.17934903e-06 -4.78087398e-07 -4.62068023e-06 ... -2.85867754e-06
   1.29177121e-05 -1.93652074e-06]
 [ 3.37949358e-06  1.41562618e-05 -1.13721277e-06 ...  1.35701778e-05
   1.42757438e-05 -1.04015877e-06]
 ...
 [-3.20231839e-06  9.22024584e-07  1.50102791e-05 ... -4.13038554e-06
  -5.11760421e-06  1.38454854e-05]
 [ 1.31964188e-05 -2.30048769e-06  1.25595130e-05 ...  6.96455447e-07
  -2.95214654e-06 -1.22766491e-07]
 [-1.99797381e-06  1.31312781e-05  1.49134678e-05 ... -2.34239671e-06
  -4.61399559e-06 -1.98266417e-06]]","[[-11.47178455  -6.6042995  -19.90602722 ...  10.42983771  -2.09724251
   -4.86539313]
 [  1.20788327  -5.85531068 -16.32291244 ... -19.50320324   8.4451924
   19.77609832]
 [-19.58621565  -6.72596387   0.70976652 ...   2.68331697  17.25212222
    7.5638095 ]
 ...
 [  5.8997425   11.04181128  -4.01207474 ... -26.17103913 -36.84112085
  -37.12647911]
 [  0.42314194  -2.44898046 -12.82145097 ... -44.57394032 -34.27774463
  -15.86682184]
 [-10.65759927  13.3444933  -31.71533547 ... -19.60950632 -62.0927087
  -42.62545472]]","[[ -6.99758034  -7.06454995  -7.1181214  ...  -3.62505935  -3.62531661
   -3.62614707]
 [ -7.01867261  -7.08857908  -7.14421687 ...  -3.63761082  -3.63771699
   -3.63865597]
 [ -7.03716438  -7.10913904  -7.16612674 ...  -3.64559671  -3.64568277
   -3.64670444]
 ...
 [ -5.20494865  -5.23563462  -5.26125192 ... -13.44795156 -13.44522435
  -13.44307224]
 [ -5.20422749  -5.23485883  -5.26030337 ... -13.4434795  -13.4395188
  -13.43616833]
 [ -5.20369843  -5.23435395  -6.03202971 ... -13.44124152 -13.4362516
  -45.19807693]]"
iter_best,3,231,26,26,201,201,141,201,221,301
