
Automatic Data Collection:
Thu Feb 21 16:46:13 2019
Data points are recorded 50.000000 ms apart

time (s)	Lift (N)	Drag (N)
0.00000	 0.00873	 0.14077
0.05000	 0.00523	 0.13748
0.10000	 -0.00377	 0.13858
0.15000	 -0.00465	 0.13263
0.20000	 0.00045	 0.14660
0.25000	 -0.01146	 0.16886
0.30000	 0.00461	 0.15890
0.35000	 0.00687	 0.12464
0.40000	 0.00205	 0.13572
0.45000	 -0.00811	 0.16257
0.50000	 -0.00157	 0.16759
0.55000	 -0.00169	 0.14323
0.60000	 -0.00011	 0.14314
0.65000	 -0.00039	 0.16687
0.70000	 0.00416	 0.15255
0.75000	 0.01098	 0.12060
0.80000	 0.00254	 0.13890
0.85000	 -0.01069	 0.14507
0.90000	 -0.00287	 0.13676
0.95000	 0.00416	 0.11771
1.00000	 -0.01168	 0.12296
1.05000	 -0.01459	 0.14741
1.10000	 -0.01005	 0.16170
1.15000	 -0.00121	 0.13971
1.20000	 -0.00005	 0.13754
1.25000	 -0.00423	 0.14683
1.30000	 -0.00093	 0.15209
1.35000	 0.01625	 0.14245
1.40000	 0.00630	 0.14219
1.45000	 -0.00417	 0.16092
1.50000	 0.00014	 0.16153
1.55000	 0.00470	 0.12524
1.60000	 0.00290	 0.14401
1.65000	 0.00068	 0.15379
1.70000	 0.01146	 0.16300
1.75000	 0.00820	 0.15096
1.80000	 0.00033	 0.14369
1.85000	 -0.00482	 0.14854
1.90000	 0.00377	 0.13598
1.95000	 0.00785	 0.11682
2.00000	 -0.00194	 0.14112
2.05000	 -0.00949	 0.16638
2.10000	 -0.00112	 0.16008
2.15000	 0.01873	 0.14144
2.20000	 0.00771	 0.13402
2.25000	 -0.00425	 0.14092
2.30000	 -0.00578	 0.13038
2.35000	 -0.00475	 0.13463
2.40000	 0.00070	 0.14043
2.45000	 -0.01010	 0.15904
2.50000	 0.00313	 0.17446
2.55000	 0.00437	 0.14643
2.60000	 0.00467	 0.12499
2.65000	 0.01282	 0.14034
2.70000	 0.01244	 0.15627
2.75000	 0.01056	 0.13624
