
Automatic Data Collection:
Thu Feb 21 16:45:42 2019
Data points are recorded 50.000000 ms apart

time (s)	Lift (N)	Drag (N)
0.00000	 -0.00278	 0.09321
0.05000	 -0.00344	 0.10374
0.10000	 0.00490	 0.09240
0.15000	 -0.00285	 0.08189
0.20000	 -0.00864	 0.09355
0.25000	 -0.01224	 0.09122
0.30000	 -0.00005	 0.09246
0.35000	 0.00516	 0.08749
0.40000	 -0.00236	 0.10337
0.45000	 -0.00478	 0.10250
0.50000	 0.00302	 0.09243
0.55000	 0.00653	 0.07335
0.60000	 0.00554	 0.09393
0.65000	 -0.00250	 0.09832
0.70000	 0.00212	 0.10241
0.75000	 0.00316	 0.09477
0.80000	 0.00177	 0.09029
0.85000	 0.00341	 0.10013
0.90000	 0.00247	 0.08792
0.95000	 0.00319	 0.09401
1.00000	 -0.00371	 0.09612
1.05000	 0.00468	 0.10677
1.10000	 0.00941	 0.08282
1.15000	 0.00026	 0.08524
1.20000	 -0.00307	 0.11107
1.25000	 -0.00008	 0.09482
1.30000	 0.00299	 0.07696
1.35000	 0.00315	 0.09061
1.40000	 -0.00648	 0.09477
1.45000	 -0.00214	 0.10140
1.50000	 0.00321	 0.09580
1.55000	 -0.00810	 0.07491
1.60000	 -0.01372	 0.10236
1.65000	 -0.00199	 0.09064
1.70000	 0.00231	 0.08042
1.75000	 0.00929	 0.08544
1.80000	 0.00405	 0.09739
1.85000	 -0.00312	 0.11205
1.90000	 -0.00181	 0.09696
1.95000	 -0.00363	 0.07554
2.00000	 -0.00645	 0.09762
2.05000	 0.01023	 0.08533
2.10000	 0.00921	 0.09122
2.15000	 0.00025	 0.09777
2.20000	 -0.00510	 0.10091
2.25000	 0.00313	 0.08665
2.30000	 0.00327	 0.07869
2.35000	 -0.00439	 0.10259
2.40000	 -0.00436	 0.09947
2.45000	 0.00155	 0.09531
2.50000	 0.00071	 0.09453
2.55000	 -0.00002	 0.09202
2.60000	 -0.00417	 0.10002
2.65000	 0.00329	 0.09096
2.70000	 0.00699	 0.07999
2.75000	 0.01050	 0.09505
2.80000	 0.00022	 0.10897
2.85000	 0.00524	 0.10796
2.90000	 0.00654	 0.09985
2.95000	 0.00200	 0.08986
3.00000	 -0.00399	 0.10158
3.05000	 -0.00518	 0.09407
3.10000	 0.00288	 0.07635
3.15000	 0.00101	 0.09041
3.20000	 0.00577	 0.10083
3.25000	 0.00968	 0.10553
3.30000	 0.00260	 0.07820
3.35000	 -0.00330	 0.10441
3.40000	 -0.00217	 0.10475
3.45000	 0.00502	 0.08804
3.50000	 0.00110	 0.08391
3.55000	 -0.00259	 0.09598
3.60000	 -0.00141	 0.10207
3.65000	 0.00381	 0.10019
3.70000	 0.00091	 0.07710
