
Automatic Data Collection:
Thu Feb 21 16:00:30 2019
Data points are recorded 50.000000 ms apart

time (s)	Lift (N)	Drag (N)
0.00000	 -0.00682	 0.09780
0.05000	 -0.00085	 0.10025
0.10000	 -0.00458	 0.09277
0.15000	 -0.00535	 0.08466
0.20000	 -0.00842	 0.08351
0.25000	 -0.00425	 0.09477
0.30000	 0.00113	 0.09681
0.35000	 -0.01244	 0.11249
0.40000	 -0.01296	 0.11627
0.45000	 -0.00074	 0.10360
0.50000	 0.00606	 0.07147
0.55000	 0.00713	 0.08550
0.60000	 -0.00310	 0.10611
0.65000	 -0.01862	 0.11517
0.70000	 -0.00166	 0.10995
0.75000	 0.00267	 0.09583
0.80000	 -0.00619	 0.11546
0.85000	 -0.00141	 0.11413
0.90000	 0.00848	 0.11508
0.95000	 -0.00810	 0.09494
1.00000	 -0.00972	 0.10908
1.05000	 -0.00482	 0.10591
1.10000	 -0.00264	 0.09713
1.15000	 0.00327	 0.08729
1.20000	 -0.00281	 0.09970
1.25000	 -0.00844	 0.09869
1.30000	 -0.00704	 0.09136
1.35000	 -0.01172	 0.09843
1.40000	 -0.01044	 0.11364
1.45000	 0.00105	 0.11803
1.50000	 -0.00326	 0.10833
1.55000	 -0.00678	 0.09133
1.60000	 -0.01064	 0.10250
1.65000	 0.00403	 0.10781
1.70000	 0.00357	 0.09436
1.75000	 -0.00389	 0.10723
1.80000	 -0.01013	 0.10391
1.85000	 -0.00634	 0.10703
1.90000	 -0.00057	 0.09768
1.95000	 0.00554	 0.09491
2.00000	 -0.01160	 0.10576
2.05000	 -0.00527	 0.09976
2.10000	 0.00197	 0.09575
2.15000	 0.00901	 0.09159
2.20000	 0.00385	 0.11711
2.25000	 0.01002	 0.11734
2.30000	 0.00671	 0.10510
2.35000	 -0.01115	 0.09254
2.40000	 0.00451	 0.09309
2.45000	 0.00274	 0.09067
2.50000	 0.00695	 0.09413
2.55000	 -0.00160	 0.10706
2.60000	 -0.00265	 0.11185
2.65000	 0.01707	 0.10371
2.70000	 0.00881	 0.10106
2.75000	 0.00262	 0.10296
2.80000	 -0.01056	 0.12675
2.85000	 0.00247	 0.11913
2.90000	 -0.01458	 0.09586
2.95000	 -0.00048	 0.09277
3.00000	 -0.00121	 0.09393
3.05000	 0.00248	 0.09557
3.10000	 0.00941	 0.09528
3.15000	 -0.00273	 0.11667
3.20000	 -0.00496	 0.12897
3.25000	 -0.00048	 0.11073
3.30000	 -0.00124	 0.08657
3.35000	 -0.00124	 0.07811
3.40000	 -0.00783	 0.09350
3.45000	 -0.00996	 0.10117
3.50000	 -0.01022	 0.11832
3.55000	 0.00298	 0.11947
3.60000	 -0.00501	 0.12530
3.65000	 0.00028	 0.10631
3.70000	 0.00592	 0.10112
3.75000	 -0.00946	 0.08836
3.80000	 -0.00901	 0.10158
3.85000	 -0.00679	 0.10744
3.90000	 0.01075	 0.11454
3.95000	 0.00921	 0.12972
4.00000	 -0.00240	 0.10865
4.05000	 -0.00160	 0.07860
4.10000	 -0.00141	 0.06986
4.15000	 -0.00313	 0.09479
4.20000	 -0.01199	 0.10923
4.25000	 -0.00095	 0.11139
4.30000	 0.00160	 0.08784
4.35000	 0.00211	 0.10123
4.40000	 -0.00603	 0.11713
4.45000	 -0.01148	 0.09647
4.50000	 0.00254	 0.08966
4.55000	 0.00169	 0.09756
4.60000	 -0.00509	 0.10747
4.65000	 -0.00129	 0.09863
4.70000	 0.00065	 0.08847
4.75000	 -0.00980	 0.07817
4.80000	 -0.01202	 0.11003
4.85000	 0.00126	 0.10533
4.90000	 -0.00133	 0.10455
4.95000	 -0.00468	 0.09142
5.00000	 0.00574	 0.09655
5.05000	 0.00904	 0.10137
5.10000	 0.00566	 0.11638
5.15000	 -0.01087	 0.12063
5.20000	 -0.01935	 0.09907
5.25000	 -0.01047	 0.07369
5.30000	 -0.00820	 0.06215
5.35000	 -0.00982	 0.10218
5.40000	 -0.00823	 0.13295
5.45000	 -0.00242	 0.12270
5.50000	 -0.00650	 0.10807
5.55000	 -0.00327	 0.10524
5.60000	 -0.00565	 0.09332
5.65000	 -0.00178	 0.10319
5.70000	 -0.00084	 0.09197
5.75000	 -0.00400	 0.09907
5.80000	 0.00200	 0.10319
5.85000	 0.01223	 0.10146
5.90000	 -0.00099	 0.08931
5.95000	 -0.00185	 0.09797
6.00000	 -0.00335	 0.10798
6.05000	 -0.01188	 0.11390
6.10000	 -0.00568	 0.10088
6.15000	 -0.01062	 0.08842
6.20000	 -0.00574	 0.10337
6.25000	 0.00408	 0.10207
6.30000	 0.00806	 0.09982
6.35000	 -0.00048	 0.11214
6.40000	 0.00084	 0.12201
6.45000	 -0.00926	 0.10158
6.50000	 -0.00994	 0.09964
6.55000	 -0.01290	 0.09927
6.60000	 -0.00366	 0.09122
6.65000	 0.00084	 0.09029
6.70000	 0.00623	 0.09624
6.75000	 -0.00644	 0.10565
6.80000	 -0.01427	 0.11586
6.85000	 -0.00737	 0.09381
6.90000	 -0.00140	 0.08764
6.95000	 -0.00244	 0.10019
7.00000	 0.00769	 0.10859
7.05000	 0.01101	 0.11595
7.10000	 -0.00157	 0.09087
7.15000	 -0.01169	 0.10210
7.20000	 0.00070	 0.11350
7.25000	 0.00557	 0.11419
7.30000	 0.00119	 0.09586
7.35000	 -0.01005	 0.09266
7.40000	 -0.00518	 0.10207
7.45000	 0.00088	 0.10316
7.50000	 -0.00163	 0.10054
7.55000	 0.00780	 0.10250
7.60000	 -0.00358	 0.10807
7.65000	 -0.00163	 0.10594
7.70000	 0.00067	 0.09632
7.75000	 0.00474	 0.11321
7.80000	 -0.00240	 0.11768
7.85000	 0.00329	 0.10957
7.90000	 -0.00188	 0.09517
7.95000	 -0.00040	 0.10215
8.00000	 -0.00530	 0.10518
8.05000	 -0.00599	 0.11200
8.10000	 -0.00724	 0.10715
8.15000	 -0.00774	 0.09471
8.20000	 -0.02059	 0.10051
8.25000	 0.00434	 0.10080
8.30000	 -0.00078	 0.09084
8.35000	 0.00239	 0.11061
8.40000	 0.00327	 0.11503
8.45000	 0.00290	 0.12242
8.50000	 -0.00698	 0.08868
8.55000	 -0.01566	 0.09142
8.60000	 -0.01169	 0.09739
8.65000	 -0.01069	 0.09003
8.70000	 -0.01121	 0.08691
8.75000	 -0.00290	 0.10270
8.80000	 -0.00174	 0.11552
8.85000	 -0.00276	 0.12028
8.90000	 -0.00892	 0.10911
8.95000	 -0.01928	 0.11852
9.00000	 -0.01745	 0.10798
9.05000	 -0.01324	 0.08934
9.10000	 0.00186	 0.08100
9.15000	 -0.00030	 0.09918
9.20000	 -0.00003	 0.11791
9.25000	 0.00025	 0.10565
9.30000	 -0.00368	 0.08631
9.35000	 -0.01154	 0.09985
9.40000	 -0.00751	 0.10972
9.45000	 0.00440	 0.10998
9.50000	 -0.00534	 0.08605
9.55000	 -0.00965	 0.08657
9.60000	 -0.01165	 0.10178
9.65000	 -0.00538	 0.10493
9.70000	 -0.00406	 0.10608
9.75000	 -0.01151	 0.11026
9.80000	 -0.00716	 0.10325
9.85000	 0.00228	 0.08400
9.90000	 -0.00335	 0.09286
9.95000	 -0.00754	 0.11918
