>>Logging Name:Logging Name
>>FROM:02-01-2019 12:31:41   TO:02-01-2019 14:42:11
>>Sample Points:3916
>>Sample Rate:2 sec.
>>Temperature Unit:Celsius
>>Temperature(LowAlarm:0.0-HighAlarm:40.0)   Relative Humidity(LowAlarm:35.0-HighAlarm:75.0)
----------------------------------------------------------------------------------------------
NO.	DATE	TIME	TEMPERATURE	RELATIVE-HUMIDITY	DEW-POINT
    1	02-01-2019	12:31:41	23.6	39.2	8.9
    2	02-01-2019	12:31:43	23.7	39.3	9.0
    3	02-01-2019	12:31:45	23.6	39.3	8.9
    4	02-01-2019	12:31:47	23.6	39.4	8.9
    5	02-01-2019	12:31:49	23.6	39.3	8.9
    6	02-01-2019	12:31:51	23.6	39.3	8.9
    7	02-01-2019	12:31:53	23.6	39.2	8.9
    8	02-01-2019	12:31:55	23.6	39.2	8.9
    9	02-01-2019	12:31:57	23.6	39.1	8.8
   10	02-01-2019	12:31:59	23.6	39.1	8.8
   11	02-01-2019	12:32:01	23.6	39.0	8.8
   12	02-01-2019	12:32:03	23.6	39.0	8.8
   13	02-01-2019	12:32:05	23.6	38.9	8.8
   14	02-01-2019	12:32:07	23.5	38.9	8.7
   15	02-01-2019	12:32:09	23.5	38.9	8.7
   16	02-01-2019	12:32:11	23.5	38.8	8.6
   17	02-01-2019	12:32:13	23.5	38.8	8.6
   18	02-01-2019	12:32:15	23.5	38.8	8.6
   19	02-01-2019	12:32:17	23.5	38.7	8.6
   20	02-01-2019	12:32:19	23.5	38.7	8.6
   21	02-01-2019	12:32:21	23.5	38.7	8.6
   22	02-01-2019	12:32:23	23.5	38.7	8.6
   23	02-01-2019	12:32:25	23.5	38.7	8.6
   24	02-01-2019	12:32:27	23.5	38.7	8.6
   25	02-01-2019	12:32:29	23.5	38.7	8.6
   26	02-01-2019	12:32:31	23.5	38.7	8.6
   27	02-01-2019	12:32:33	23.5	38.7	8.6
   28	02-01-2019	12:32:35	23.5	38.7	8.6
   29	02-01-2019	12:32:37	23.5	38.7	8.6
   30	02-01-2019	12:32:39	23.5	38.6	8.6
   31	02-01-2019	12:32:41	23.5	38.6	8.6
   32	02-01-2019	12:32:43	23.5	38.6	8.6
   33	02-01-2019	12:32:45	23.5	38.6	8.6
   34	02-01-2019	12:32:47	23.5	38.6	8.6
   35	02-01-2019	12:32:49	23.5	38.6	8.6
   36	02-01-2019	12:32:51	23.5	38.6	8.6
   37	02-01-2019	12:32:53	23.5	38.6	8.6
   38	02-01-2019	12:32:55	23.5	38.6	8.6
   39	02-01-2019	12:32:57	23.5	38.6	8.6
   40	02-01-2019	12:32:59	23.5	38.5	8.5
   41	02-01-2019	12:33:01	23.5	38.5	8.5
   42	02-01-2019	12:33:03	23.5	38.5	8.5
   43	02-01-2019	12:33:05	23.5	38.5	8.5
   44	02-01-2019	12:33:07	23.5	38.5	8.5
   45	02-01-2019	12:33:09	23.5	38.5	8.5
   46	02-01-2019	12:33:11	23.5	38.5	8.5
   47	02-01-2019	12:33:13	23.5	38.5	8.5
   48	02-01-2019	12:33:15	23.5	38.5	8.5
   49	02-01-2019	12:33:17	23.5	38.5	8.5
   50	02-01-2019	12:33:19	23.5	38.5	8.5
   51	02-01-2019	12:33:21	23.5	38.5	8.5
   52	02-01-2019	12:33:23	23.5	38.5	8.5
   53	02-01-2019	12:33:25	23.5	38.5	8.5
   54	02-01-2019	12:33:27	23.5	38.4	8.5
   55	02-01-2019	12:33:29	23.5	38.4	8.5
   56	02-01-2019	12:33:31	23.5	38.4	8.5
   57	02-01-2019	12:33:33	23.5	38.4	8.5
   58	02-01-2019	12:33:35	23.5	38.4	8.5
   59	02-01-2019	12:33:37	23.5	38.4	8.5
   60	02-01-2019	12:33:39	23.5	38.4	8.5
   61	02-01-2019	12:33:41	23.5	38.3	8.4
   62	02-01-2019	12:33:43	23.5	38.3	8.4
   63	02-01-2019	12:33:45	23.5	38.3	8.4
   64	02-01-2019	12:33:47	23.5	38.3	8.4
   65	02-01-2019	12:33:49	23.6	38.3	8.5
   66	02-01-2019	12:33:51	23.6	38.3	8.5
   67	02-01-2019	12:33:53	23.6	38.3	8.5
   68	02-01-2019	12:33:55	23.6	38.3	8.5
   69	02-01-2019	12:33:57	23.6	38.2	8.5
   70	02-01-2019	12:33:59	23.6	38.2	8.5
   71	02-01-2019	12:34:01	23.6	38.2	8.5
   72	02-01-2019	12:34:03	23.6	38.2	8.5
   73	02-01-2019	12:34:05	23.6	38.2	8.5
   74	02-01-2019	12:34:07	23.6	38.1	8.4
   75	02-01-2019	12:34:09	23.6	38.1	8.4
   76	02-01-2019	12:34:11	23.6	38.1	8.4
   77	02-01-2019	12:34:13	23.6	38.1	8.4
   78	02-01-2019	12:34:15	23.6	38.1	8.4
   79	02-01-2019	12:34:17	23.6	38.1	8.4
   80	02-01-2019	12:34:19	23.6	38.1	8.4
   81	02-01-2019	12:34:21	23.6	38.1	8.4
   82	02-01-2019	12:34:23	23.6	38.0	8.4
   83	02-01-2019	12:34:25	23.7	38.0	8.5
   84	02-01-2019	12:34:27	23.7	38.0	8.5
   85	02-01-2019	12:34:29	23.7	38.0	8.5
   86	02-01-2019	12:34:31	23.7	38.0	8.5
   87	02-01-2019	12:34:33	23.7	37.9	8.5
   88	02-01-2019	12:34:35	23.7	37.9	8.5
   89	02-01-2019	12:34:37	23.7	37.9	8.5
   90	02-01-2019	12:34:39	23.7	37.9	8.5
   91	02-01-2019	12:34:41	23.7	37.9	8.5
   92	02-01-2019	12:34:43	23.7	37.9	8.5
   93	02-01-2019	12:34:45	23.7	37.9	8.5
   94	02-01-2019	12:34:47	23.7	37.8	8.4
   95	02-01-2019	12:34:49	23.7	37.8	8.4
   96	02-01-2019	12:34:51	23.7	37.8	8.4
   97	02-01-2019	12:34:53	23.7	37.8	8.4
   98	02-01-2019	12:34:55	23.8	37.7	8.5
   99	02-01-2019	12:34:57	23.8	37.7	8.5
