
Automatic Data Collection:
Thu Feb 21 16:54:14 2019
Data points are recorded 50.000000 ms apart

time (s)	Lift (N)	Drag (N)
0.00000	 0.01079	 0.11483
0.05000	 0.00830	 0.11959
0.10000	 0.00240	 0.13373
0.15000	 0.00732	 0.14282
0.20000	 0.00177	 0.13601
0.25000	 0.00310	 0.14554
0.30000	 -0.00061	 0.14395
0.35000	 0.00949	 0.13084
0.40000	 0.00826	 0.10807
0.45000	 -0.00023	 0.13128
0.50000	 0.00499	 0.14118
0.55000	 0.00825	 0.12654
0.60000	 -0.00506	 0.13402
0.65000	 -0.02063	 0.14346
0.70000	 -0.01698	 0.13887
0.75000	 0.00555	 0.11864
0.80000	 0.00171	 0.11979
0.85000	 -0.00245	 0.13318
0.90000	 0.00899	 0.13731
0.95000	 0.01078	 0.13304
1.00000	 0.00200	 0.13056
1.05000	 -0.00349	 0.14551
1.10000	 0.00220	 0.14072
1.15000	 0.01324	 0.13370
1.20000	 0.01303	 0.12963
1.25000	 0.00482	 0.14799
1.30000	 0.01062	 0.13457
1.35000	 0.01372	 0.13041
1.40000	 0.00127	 0.13263
1.45000	 -0.00709	 0.15362
1.50000	 0.00161	 0.15018
1.55000	 0.00690	 0.13286
1.60000	 0.00685	 0.11598
1.65000	 -0.00102	 0.14600
1.70000	 0.01002	 0.14161
1.75000	 -0.00402	 0.12750
1.80000	 -0.00930	 0.13751
1.85000	 -0.00478	 0.14317
1.90000	 0.01096	 0.13613
1.95000	 0.01543	 0.12496
2.00000	 0.01227	 0.13890
2.05000	 0.00493	 0.14883
2.10000	 0.00513	 0.13627
2.15000	 0.00237	 0.12972
2.20000	 0.00374	 0.13647
2.25000	 -0.00437	 0.15720
2.30000	 0.00026	 0.14995
2.35000	 -0.00118	 0.11214
2.40000	 -0.00088	 0.13113
2.45000	 0.00299	 0.14707
2.50000	 0.00498	 0.13411
2.55000	 0.00124	 0.13517
2.60000	 -0.00138	 0.13448
2.65000	 -0.00307	 0.14207
2.70000	 0.00809	 0.13910
2.75000	 -0.00098	 0.12063
2.80000	 0.00288	 0.12372
2.85000	 -0.00154	 0.15717
2.90000	 0.00299	 0.15004
2.95000	 0.01186	 0.12527
3.00000	 0.00220	 0.12268
3.05000	 0.00231	 0.13044
3.10000	 0.00197	 0.13763
3.15000	 0.00299	 0.13174
3.20000	 -0.00969	 0.13725
3.25000	 0.00014	 0.13971
3.30000	 0.00750	 0.12346
3.35000	 0.01349	 0.12435
3.40000	 0.01101	 0.12868
3.45000	 0.00147	 0.14842
3.50000	 0.00954	 0.16502
3.55000	 0.00304	 0.14663
3.60000	 0.00077	 0.13633
3.65000	 -0.00865	 0.12481
3.70000	 0.00389	 0.12877
3.75000	 0.00171	 0.11713
3.80000	 0.00321	 0.13546
3.85000	 0.00068	 0.15393
3.90000	 0.00662	 0.15353
3.95000	 0.00847	 0.13532
4.00000	 0.00763	 0.12995
4.05000	 0.01312	 0.14565
4.10000	 0.01544	 0.14759
4.15000	 0.00724	 0.13616
4.20000	 -0.00220	 0.14574
4.25000	 0.00583	 0.13650
4.30000	 0.00282	 0.12522
4.35000	 0.00211	 0.13249
4.40000	 0.00065	 0.14816
4.45000	 0.01130	 0.15021
4.50000	 0.01189	 0.12611
4.55000	 0.00961	 0.13018
4.60000	 -0.00064	 0.13973
4.65000	 0.01042	 0.13832
4.70000	 0.01135	 0.13214
4.75000	 0.01056	 0.13390
4.80000	 0.00333	 0.14230
4.85000	 -0.00025	 0.13956
4.90000	 0.01071	 0.13457
4.95000	 0.00647	 0.12068
5.00000	 0.00456	 0.13979
5.05000	 -0.00572	 0.14444
5.10000	 -0.00918	 0.13797
5.15000	 -0.00471	 0.12077
5.20000	 0.00070	 0.14103
5.25000	 0.01379	 0.13884
5.30000	 0.01197	 0.13486
5.35000	 0.01549	 0.13497
5.40000	 0.00876	 0.15604
5.45000	 0.00637	 0.14403
5.50000	 0.01599	 0.13826
5.55000	 0.00141	 0.13191
5.60000	 -0.00084	 0.13367
5.65000	 -0.00202	 0.12787
5.70000	 0.00115	 0.12842
5.75000	 -0.00197	 0.14360
5.80000	 -0.01003	 0.15180
5.85000	 -0.00174	 0.14432
5.90000	 -0.00347	 0.11592
5.95000	 -0.00451	 0.11861
6.00000	 0.00203	 0.13145
6.05000	 0.01171	 0.13050
6.10000	 0.01163	 0.13053
6.15000	 0.00371	 0.13298
6.20000	 0.00861	 0.14701
6.25000	 0.00825	 0.14591
6.30000	 0.00895	 0.14354
6.35000	 0.00344	 0.13673
6.40000	 0.00219	 0.14473
6.45000	 0.01211	 0.12620
6.50000	 0.00996	 0.11832
6.55000	 -0.00378	 0.14340
6.60000	 0.00153	 0.14828
6.65000	 0.01089	 0.13237
6.70000	 0.00870	 0.12657
6.75000	 0.00668	 0.13682
6.80000	 0.00164	 0.13145
6.85000	 0.00893	 0.12452
6.90000	 0.00155	 0.12712
6.95000	 0.00070	 0.13887
7.00000	 0.00549	 0.14438
7.05000	 0.01368	 0.14808
7.10000	 0.01096	 0.12138
7.15000	 0.00557	 0.13734
7.20000	 -0.00177	 0.14582
7.25000	 0.00400	 0.14121
7.30000	 0.00138	 0.12187
7.35000	 0.00079	 0.13685
7.40000	 0.00595	 0.15541
7.45000	 0.00834	 0.16228
7.50000	 0.00039	 0.13945
7.55000	 -0.00222	 0.12447
7.60000	 0.01130	 0.13298
7.65000	 0.00474	 0.13024
7.70000	 0.00222	 0.13148
7.75000	 -0.00527	 0.15477
7.80000	 -0.00147	 0.15962
7.85000	 0.00636	 0.12963
7.90000	 0.00028	 0.11353
7.95000	 0.00015	 0.12978
8.00000	 0.00875	 0.14888
8.05000	 0.00332	 0.12741
8.10000	 -0.00282	 0.13757
8.15000	 -0.00440	 0.15474
8.20000	 0.00434	 0.13235
8.25000	 0.00730	 0.11965
8.30000	 0.00557	 0.11624
8.35000	 -0.00256	 0.14657
8.40000	 -0.00009	 0.15887
8.45000	 0.00538	 0.14098
8.50000	 -0.00236	 0.12233
8.55000	 -0.00017	 0.14314
8.60000	 -0.00262	 0.14051
8.65000	 0.00364	 0.14984
8.70000	 0.00695	 0.13289
8.75000	 0.00208	 0.13641
8.80000	 0.00809	 0.13402
8.85000	 0.00085	 0.12703
8.90000	 -0.00516	 0.15018
8.95000	 -0.00420	 0.14761
9.00000	 -0.00045	 0.13740
9.05000	 -0.00054	 0.12654
9.10000	 -0.00366	 0.12354
9.15000	 -0.00547	 0.12983
9.20000	 0.00619	 0.14126
9.25000	 0.00848	 0.13503
9.30000	 -0.00430	 0.13618
9.35000	 -0.01241	 0.14328
9.40000	 0.00724	 0.12810
9.45000	 0.01030	 0.11306
9.50000	 0.00819	 0.12585
9.55000	 -0.00507	 0.15096
9.60000	 -0.00828	 0.15229
9.65000	 0.00198	 0.13627
9.70000	 0.00048	 0.12891
9.75000	 0.00786	 0.13841
9.80000	 0.00631	 0.14167
9.85000	 0.00042	 0.12960
9.90000	 0.00096	 0.14092
9.95000	 0.00958	 0.15610
