
Automatic Data Collection:
Thu Feb 21 17:00:40 2019
Data points are recorded 50.000000 ms apart

time (s)	Lift (N)	Drag (N)
0.00000	 -0.00363	 0.05490
0.05000	 0.00228	 0.05866
0.10000	 0.00623	 0.03635
0.15000	 0.00429	 0.04408
0.20000	 0.00136	 0.05084
0.25000	 0.00329	 0.05733
0.30000	 0.00640	 0.04096
0.35000	 0.00298	 0.05008
0.40000	 -0.00288	 0.05193
0.45000	 -0.00098	 0.05791
0.50000	 0.00468	 0.04171
0.55000	 0.00344	 0.04177
0.60000	 -0.00068	 0.05107
0.65000	 -0.00223	 0.05791
0.70000	 0.00377	 0.04576
0.75000	 -0.00323	 0.04627
0.80000	 -0.00493	 0.05638
0.85000	 0.00124	 0.05822
0.90000	 0.00003	 0.03871
0.95000	 -0.00102	 0.05427
1.00000	 -0.00194	 0.05923
1.05000	 0.00341	 0.05667
1.10000	 0.00602	 0.04561
1.15000	 -0.00192	 0.06117
1.20000	 -0.00354	 0.05193
1.25000	 0.00195	 0.04535
1.30000	 0.00603	 0.03326
1.35000	 0.00198	 0.05133
1.40000	 -0.00199	 0.05918
1.45000	 0.00302	 0.05739
1.50000	 0.00431	 0.03975
1.55000	 0.00077	 0.05332
1.60000	 -0.00363	 0.05115
1.65000	 -0.00034	 0.05713
1.70000	 0.00397	 0.04076
1.75000	 0.00436	 0.04590
1.80000	 -0.00132	 0.05271
1.85000	 0.00150	 0.05707
1.90000	 0.00180	 0.03935
1.95000	 -0.00197	 0.04668
2.00000	 -0.00096	 0.05176
2.05000	 0.00845	 0.05476
2.10000	 0.00605	 0.04555
2.15000	 0.00127	 0.05496
2.20000	 -0.00195	 0.05193
2.25000	 0.00524	 0.04627
2.30000	 0.00132	 0.03762
2.35000	 -0.00313	 0.05441
2.40000	 -0.00651	 0.05597
2.45000	 0.00183	 0.05179
2.50000	 0.00192	 0.03929
2.55000	 0.00203	 0.05340
2.60000	 0.00029	 0.05566
2.65000	 0.00473	 0.05554
2.70000	 0.00622	 0.04030
2.75000	 0.00248	 0.05707
2.80000	 -0.00254	 0.05306
2.85000	 0.00070	 0.05557
2.90000	 0.00233	 0.03834
2.95000	 -0.00310	 0.04552
3.00000	 -0.00290	 0.05280
3.05000	 0.00202	 0.05592
3.10000	 -0.00168	 0.03845
3.15000	 -0.00454	 0.05257
3.20000	 -0.00521	 0.05664
3.25000	 0.00119	 0.05274
3.30000	 0.00225	 0.04174
3.35000	 -0.00245	 0.05456
3.40000	 -0.00138	 0.06068
3.45000	 0.00372	 0.04659
3.50000	 0.00205	 0.04538
3.55000	 -0.00268	 0.05404
3.60000	 -0.00540	 0.05655
3.65000	 0.00172	 0.05335
3.70000	 0.00447	 0.04376
3.75000	 0.00071	 0.05551
3.80000	 0.00008	 0.05548
3.85000	 0.00485	 0.05392
3.90000	 0.00602	 0.04342
3.95000	 0.00074	 0.05701
4.00000	 -0.00205	 0.05834
4.05000	 0.00184	 0.06203
4.10000	 -0.00047	 0.04475
4.15000	 -0.00219	 0.05880
4.20000	 0.00119	 0.05014
4.25000	 0.00662	 0.04296
4.30000	 0.00194	 0.03254
4.35000	 -0.00574	 0.04968
4.40000	 -0.00904	 0.05970
4.45000	 -0.00482	 0.06079
4.50000	 -0.00622	 0.04798
4.55000	 -0.00558	 0.04824
4.60000	 -0.00464	 0.05058
4.65000	 0.00149	 0.03539
4.70000	 -0.00344	 0.04532
4.75000	 -0.00696	 0.05733
4.80000	 -0.00399	 0.06307
4.85000	 0.00488	 0.05193
